"",BBFB1.M.N.DE.W1.S1.S1.T.A.FA._T.F._Z._T._X.N,BBFB1.M.N.DE.W1.S1.S1.T.A.FA._T.F._Z._T._X.N_FLAGS,BBFB1.M.N.DE.W1.S1.S1.T.A.FA.D.F._Z._T._X.N,BBFB1.M.N.DE.W1.S1.S1.T.A.FA.D.F._Z._T._X.N_FLAGS,BBFB1.M.N.DE.W1.S1.S1.T.A.FA.P.F._Z._T.M.N,BBFB1.M.N.DE.W1.S1.S1.T.A.FA.P.F._Z._T.M.N_FLAGS,BBFB1.M.N.DE.W1.S1.S1.T.A.FA.F.F7.T._T.T.N,BBFB1.M.N.DE.W1.S1.S1.T.A.FA.F.F7.T._T.T.N_FLAGS,BBFB1.M.N.DE.W1.S1.S1.T.A.FA.O.F._Z._T._X.N,BBFB1.M.N.DE.W1.S1.S1.T.A.FA.O.F._Z._T._X.N_FLAGS,BBFB1.M.N.DE.W1.S121.S1.T.A.FA.R.F._Z.X1._X.N,BBFB1.M.N.DE.W1.S121.S1.T.A.FA.R.F._Z.X1._X.N_FLAGS,BBFB1.M.N.DE.W1.S1.S1.T.L.FA._T.F._Z._T._X.N,BBFB1.M.N.DE.W1.S1.S1.T.L.FA._T.F._Z._T._X.N_FLAGS,BBFB1.M.N.DE.W1.S1.S1.T.L.FA.D.F._Z._T._X.N,BBFB1.M.N.DE.W1.S1.S1.T.L.FA.D.F._Z._T._X.N_FLAGS,BBFB1.M.N.DE.W1.S1.S1.T.L.FA.P.F._Z._T.M.N,BBFB1.M.N.DE.W1.S1.S1.T.L.FA.P.F._Z._T.M.N_FLAGS,BBFB1.M.N.DE.W1.S1.S1.T.L.FA.O.F._Z._T._X.N,BBFB1.M.N.DE.W1.S1.S1.T.L.FA.O.F._Z._T._X.N_FLAGS,BBFB1.M.N.DE.W1.S1.S1.T.N.FA._T.F._Z._T._X.N,BBFB1.M.N.DE.W1.S1.S1.T.N.FA._T.F._Z._T._X.N_FLAGS
2014-03,16885.877,,11311.980,,26613.507,,-38.579,,-21709.085,,708.054,,-19682.795,,1254.719,,-11981.149,,-8956.365,,36568.672,
2014-04,55709.644,,12849.013,,19296.256,,4409.003,,19004.508,,150.864,,24711.064,,81.729,,-31550.310,,56179.645,,30998.580,
2014-05,40776.499,,6795.214,,5266.725,,5697.643,,23647.535,,-630.618,,32662.061,,3437.773,,39225.150,,-10000.862,,8114.438,
2014-06,18865.244,,9187.700,,16162.225,,-103.101,,-6251.545,,-130.035,,2904.779,,5914.768,,10834.549,,-13844.538,,15960.465,
2014-07,29554.438,,6291.073,,6191.592,,3333.291,,13307.687,,430.795,,22039.360,,1458.496,,-9763.979,,30344.843,,7515.078,
2014-08,18565.767,,5013.297,,-3614.915,,3108.970,,13892.638,,165.777,,5852.223,,9570.746,,16964.687,,-20683.210,,12713.544,
2014-09,28558.575,,5965.533,,25257.788,,4700.618,,-7100.340,,-265.024,,-858.952,,-2779.568,,-3827.782,,5748.398,,29417.527,
2014-10,14126.010,,-4050.589,,7799.631,,3300.241,,6873.346,,203.381,,-4066.172,,1594.097,,-3037.597,,-2622.672,,18192.182,
2014-11,79240.240,,3579.094,,23927.439,,6634.996,,45068.396,,30.315,,56731.527,,4343.294,,9170.105,,43218.128,,22508.713,
2014-12,-76333.966,,5571.280,,7630.595,,2632.962,,-90213.526,,-1955.277,,-109818.544,,-14160.443,,-21913.593,,-73744.508,,33484.578,
2015-01,187223.709,,7772.199,,12576.825,,5662.614,,160839.768,,372.303,,198158.151,,7331.482,,14960.819,,175865.850,,-10934.442,
2015-02,18139.653,,14072.376,,16944.104,,7871.153,,-21014.104,,266.124,,4258.245,,9136.992,,16075.825,,-20954.572,,13881.408,
2015-03,35490.016,,15607.069,,21395.903,,561.816,,-1414.856,,-659.916,,10714.296,,2804.887,,-11872.381,,19781.790,,24775.720,
2015-04,48588.581,,3720.782,,8371.184,,3124.420,,33441.483,,-69.288,,18225.325,,-127.104,,-7161.693,,25514.122,,30363.256,
2015-05,-7596.694,,7243.082,,10808.391,,-1612.267,,-23958.210,,-77.690,,-23380.496,,8493.761,,-1658.935,,-30215.322,,15783.802,
2015-06,-47220.474,,12597.945,,7933.150,,5060.698,,-72494.704,,-317.563,,-72225.989,,6816.219,,-9988.952,,-69053.256,,25005.515,
2015-07,28095.828,,6304.551,,8526.050,,3180.012,,11255.339,,-1170.124,,6638.397,,-4917.912,,-14241.402,,25797.711,,21457.431,
2015-08,26076.388,,-1106.551,,6465.165,,83.114,,20814.760,,-180.100,,4337.160,,-484.073,,5777.901,,-956.668,,21739.228,
2015-09,38746.850,,20427.700,,12996.832,,-1680.465,,7107.625,,-104.842,,11166.658,,19902.941,,-11206.301,,2470.018,,27580.192,
2015-10,12828.258,,3595.268,,10247.797,,3365.470,,-4534.001,,153.724,,-9870.950,,2352.197,,-423.862,,-11799.285,,22699.208,
2015-11,29690.425,,19017.586,,7091.524,,5556.211,,-1426.405,,-548.491,,6317.291,,1175.187,,-2090.079,,7232.183,,23373.134,
2015-12,-93711.463,,8566.780,,1171.686,,-785.199,,-102787.985,,123.255,,-112379.406,,3609.305,,-43374.317,,-72614.394,,18667.943,
2016-01,50068.179,,-4204.896,,12124.917,,-1205.786,,43540.073,,-186.129,,51727.575,,-567.663,,-2850.131,,55145.369,,-1659.396,
2016-02,91288.033,,7260.945,,13256.834,,5772.388,,63519.522,,1478.344,,70384.802,,1572.512,,7329.685,,61482.605,,20903.231,
2016-03,13251.055,,26363.074,,20426.523,,1496.052,,-34970.158,,-64.436,,-8317.132,,19285.428,,1869.935,,-29472.495,,21568.187,
2016-04,58612.672,,-2144.272,,21050.464,,1772.333,,37238.108,,696.039,,27429.812,,1644.851,,-24177.240,,49962.201,,31182.860,
2016-05,36101.137,,3359.857,,7077.583,,1558.257,,23329.544,,775.896,,20365.522,,6061.671,,14165.312,,138.539,,15735.615,
2016-06,65085.030,,11313.574,,4191.180,,500.843,,49790.128,,-710.695,,40624.095,,14077.351,,-19448.272,,45995.016,,24460.935,
2016-07,-5100.636,,1785.621,,-723.065,,3319.671,,-9824.675,,341.812,,-23501.722,,-5534.779,,-29881.335,,11914.392,,18401.086,
2016-08,39329.734,,8608.028,,7939.197,,2152.877,,20536.848,,92.784,,17535.716,,3795.844,,12742.383,,997.489,,21794.018,
2016-09,25982.432,,19210.362,,12118.730,,5563.380,,-10214.747,,-695.293,,583.861,,17123.609,,-5822.092,,-10717.656,,25398.571,
2016-10,47954.560,,9433.393,,5703.786,,6035.398,,26926.505,,-144.522,,19134.325,,-1558.429,,-16500.921,,37193.675,,28820.235,
2016-11,36870.761,,17340.164,,-690.235,,4345.592,,15735.245,,139.995,,18652.437,,15221.992,,-6417.068,,9847.513,,18218.324,
2016-12,-51974.323,,3049.927,,-3630.662,,-2705.850,,-48649.627,,-38.111,,-88273.498,,-13135.895,,-30934.453,,-44203.150,,36299.175,
2017-01,120453.556,Corrected value,25644.872,Corrected value,11646.234,Corrected value,252.467,Corrected value,83033.835,Corrected value,-123.853,Corrected value,108890.063,Corrected value,17493.387,Corrected value,7398.213,Corrected value,83998.463,Corrected value,11563.493,Corrected value
2017-02,49934.755,Corrected value,-1601.678,Corrected value,11890.793,Corrected value,3275.164,Corrected value,36586.083,Corrected value,-215.607,Corrected value,36443.579,Corrected value,-4400.989,Corrected value,-17668.919,Corrected value,58513.487,Corrected value,13491.176,Corrected value
2017-03,74399.250,Corrected value,33198.364,Corrected value,9785.076,Corrected value,-1617.636,Corrected value,33054.344,Corrected value,-20.898,Corrected value,28331.699,Corrected value,21816.222,Corrected value,-5750.744,Corrected value,12266.221,Corrected value,46067.551,Corrected value
2017-04,-5765.621,Corrected value,1718.659,Corrected value,1934.173,Corrected value,1891.289,Corrected value,-11307.854,Corrected value,-1.888,Corrected value,-21989.997,Corrected value,-79.650,Corrected value,-11272.113,Corrected value,-10638.234,Corrected value,16224.376,Corrected value
2017-05,20569.391,Corrected value,11862.419,Corrected value,13818.830,Corrected value,1551.664,Corrected value,-6616.666,Corrected value,-46.856,Corrected value,7765.379,Corrected value,4269.896,Corrected value,27128.126,Corrected value,-23632.643,Corrected value,12804.012,Corrected value
2017-06,36991.591,Corrected value,13860.754,Corrected value,7923.313,Corrected value,-697.968,Corrected value,15471.637,Corrected value,433.855,Corrected value,-1010.139,Corrected value,14269.490,Corrected value,-11509.809,Corrected value,-3769.820,Corrected value,38001.730,Corrected value
2017-07,-3565.703,Corrected value,2070.081,Corrected value,16478.982,Corrected value,723.010,Corrected value,-23300.720,Corrected value,462.944,Corrected value,-21573.985,Corrected value,5563.868,Corrected value,-16755.324,Corrected value,-10382.529,Corrected value,18008.282,Corrected value
2017-08,-6842.603,Corrected value,5949.179,Corrected value,5669.138,Corrected value,983.275,Corrected value,-18532.154,Corrected value,-912.041,Corrected value,-14455.755,Corrected value,9368.638,Corrected value,4745.021,Corrected value,-28569.414,Corrected value,7613.152,Corrected value
2017-09,73067.273,Corrected value,13663.521,Corrected value,11203.388,Corrected value,900.474,Corrected value,46698.321,Corrected value,601.569,Corrected value,39121.692,Corrected value,11040.841,Corrected value,-14770.859,Corrected value,42851.710,Corrected value,33945.581,Corrected value
2017-10,-21114.928,Corrected value,12992.078,Corrected value,7503.228,Corrected value,1332.801,Corrected value,-44119.506,Corrected value,1176.471,Corrected value,-38806.981,Corrected value,2321.193,Corrected value,-19078.356,Corrected value,-22049.818,Corrected value,17692.053,Corrected value
2017-11,33502.808,Corrected value,5983.100,Corrected value,10864.846,Corrected value,2707.884,Corrected value,14216.736,Corrected value,-269.758,Corrected value,7246.838,Corrected value,11468.137,Corrected value,118.461,Corrected value,-4339.760,Corrected value,26255.970,Corrected value
2017-12,25408.255,Corrected value,5773.698,Corrected value,8282.979,Corrected value,-180.417,Corrected value,13884.584,Corrected value,-2352.589,Corrected value,-9621.746,Corrected value,4455.704,Corrected value,-28874.705,Corrected value,14797.255,Corrected value,35030.001,Corrected value
2018-01,79312.582,Corrected value,17441.901,Corrected value,36270.033,Corrected value,-328.286,Corrected value,26049.636,Corrected value,-120.702,Corrected value,50065.122,Corrected value,10782.766,Corrected value,-3058.712,Corrected value,42341.068,Corrected value,29247.460,Corrected value
2018-02,62420.124,Corrected value,13697.769,Corrected value,2884.137,Corrected value,2879.390,Corrected value,42375.558,Corrected value,583.270,Corrected value,48983.187,Corrected value,11162.631,Corrected value,8261.345,Corrected value,29559.211,Corrected value,13436.937,Corrected value
2018-03,40922.953,Corrected value,25084.016,Corrected value,8949.112,Corrected value,-777.329,Corrected value,7430.950,Corrected value,236.204,Corrected value,10226.297,Corrected value,6068.996,Corrected value,10989.960,Corrected value,-6832.659,Corrected value,30696.656,Corrected value
2018-04,-21644.838,Corrected value,8499.639,Corrected value,1805.696,Corrected value,2556.980,Corrected value,-33837.007,Corrected value,-670.146,Corrected value,-53548.509,Corrected value,-4928.725,Corrected value,-16052.620,Corrected value,-32567.164,Corrected value,31903.671,Corrected value
2018-05,110858.818,Corrected value,20659.007,Corrected value,5793.468,Corrected value,3486.666,Corrected value,80836.277,Corrected value,83.400,Corrected value,99598.425,Corrected value,2576.323,Corrected value,19035.099,Corrected value,77987.003,Corrected value,11260.393,Corrected value
2018-06,41940.043,Corrected value,35158.116,Corrected value,2982.218,Corrected value,4343.234,Corrected value,-756.476,Corrected value,212.951,Corrected value,17296.628,Corrected value,24311.815,Corrected value,-18079.369,Corrected value,11064.182,Corrected value,24643.415,Corrected value
2018-07,-14995.914,Corrected value,10746.361,Corrected value,11525.132,Corrected value,1474.099,Corrected value,-39007.384,Corrected value,265.878,Corrected value,-21879.908,Corrected value,6616.585,Corrected value,-14620.506,Corrected value,-13875.987,Corrected value,6883.994,Corrected value
2018-08,14309.304,Corrected value,6515.627,Corrected value,12286.199,Corrected value,5417.974,Corrected value,-9270.622,Corrected value,-639.874,Corrected value,-6916.978,Corrected value,4638.860,Corrected value,7053.927,Corrected value,-18609.765,Corrected value,21226.282,Corrected value
2018-09,74079.135,Corrected value,14217.445,Corrected value,8687.840,Corrected value,3894.483,Corrected value,47398.294,Corrected value,-118.927,Corrected value,59182.715,Corrected value,12716.102,Corrected value,30.565,Corrected value,46436.048,Corrected value,14896.420,Corrected value
2018-10,-24313.416,Corrected value,-1424.924,Corrected value,-4594.427,Corrected value,-1601.984,Corrected value,-17392.222,Corrected value,700.141,Corrected value,-30181.317,Corrected value,2572.351,Corrected value,6045.000,Corrected value,-38798.668,Corrected value,5867.901,Corrected value
2018-11,50108.145,Corrected value,6020.643,Corrected value,7567.984,Corrected value,5524.378,Corrected value,31119.126,Corrected value,-123.986,Corrected value,26979.465,Corrected value,24601.756,Corrected value,7395.912,Corrected value,-5018.203,Corrected value,23128.680,Corrected value
2018-12,-1639.247,Corrected value,7293.146,Corrected value,-7207.233,Corrected value,-4201.730,Corrected value,2493.073,Corrected value,-16.503,Corrected value,-35375.277,Corrected value,41505.615,Corrected value,-73401.974,Corrected value,-3478.918,Corrected value,33736.030,Corrected value
2019-01,-3921.817,Corrected value,23299.553,Corrected value,22887.023,Corrected value,1367.798,Corrected value,-51634.375,Corrected value,158.184,Corrected value,-22254.857,Corrected value,2708.141,Corrected value,23169.692,Corrected value,-48132.690,Corrected value,18333.040,Corrected value
2019-02,27487.917,Corrected value,11130.166,Corrected value,18823.578,Corrected value,4220.874,Corrected value,-6798.248,Corrected value,111.547,Corrected value,10935.281,Corrected value,13080.958,Corrected value,11196.838,Corrected value,-13342.515,Corrected value,16552.636,Corrected value
2019-03,127246.250,Corrected value,24549.965,Corrected value,592.708,Corrected value,1804.268,Corrected value,100632.377,Corrected value,-333.068,Corrected value,119215.644,Corrected value,5027.158,Corrected value,22741.683,Corrected value,91446.803,Corrected value,8030.606,Corrected value
2019-04,24572.237,Corrected value,23875.162,Corrected value,8749.041,Corrected value,5634.941,Corrected value,-14233.960,Corrected value,547.053,Corrected value,4799.302,Corrected value,20727.793,Corrected value,-11941.670,Corrected value,-3986.821,Corrected value,19772.935,Corrected value
2019-05,24582.444,Corrected value,13441.336,Corrected value,1275.994,Corrected value,1406.995,Corrected value,8276.081,Corrected value,182.038,Corrected value,20555.065,Corrected value,8127.197,Corrected value,25864.133,Corrected value,-13436.265,Corrected value,4027.379,Corrected value
2019-06,67430.279,Corrected value,2816.405,Corrected value,20405.602,Corrected value,4911.714,Corrected value,39581.734,Corrected value,-285.176,Corrected value,50964.828,Corrected value,-546.145,Corrected value,-402.246,Corrected value,51913.219,Corrected value,16465.451,Corrected value
2019-07,-54588.482,Corrected value,-370.311,Corrected value,12059.858,Corrected value,2494.731,Corrected value,-69120.807,Corrected value,348.047,Corrected value,-63604.474,Corrected value,-887.316,Corrected value,-2263.401,Corrected value,-60453.757,Corrected value,9015.992,Corrected value
2019-08,55775.391,Corrected value,2750.629,Corrected value,5472.046,Corrected value,1960.526,Corrected value,44837.116,Corrected value,755.074,Corrected value,54365.615,Corrected value,1337.804,Corrected value,18068.528,Corrected value,34959.283,Corrected value,1409.776,Corrected value
2019-09,30468.628,Corrected value,16498.311,Corrected value,8371.813,Corrected value,-1251.359,Corrected value,8301.848,Corrected value,-1451.985,Corrected value,21237.330,Corrected value,22163.626,Corrected value,2593.409,Corrected value,-3519.705,Corrected value,9231.298,Corrected value
2019-10,-27307.959,Corrected value,20874.754,Corrected value,10100.489,Corrected value,2059.515,Corrected value,-60235.648,Corrected value,-107.069,Corrected value,-70585.023,Corrected value,-3571.786,Corrected value,-26865.295,Corrected value,-40147.942,Corrected value,43277.064,Corrected value
2019-11,40322.839,Corrected value,936.787,Corrected value,17847.138,Corrected value,1751.579,Corrected value,20142.899,Corrected value,-355.564,Corrected value,22799.810,Corrected value,-2388.484,Corrected value,32123.838,Corrected value,-6935.544,Corrected value,17523.029,Corrected value
2019-12,-60995.674,Corrected value,-523.711,Corrected value,8375.447,Corrected value,-1817.154,Corrected value,-66917.326,Corrected value,-112.930,Corrected value,-83672.980,Corrected value,-2095.562,Corrected value,-28976.103,Corrected value,-52601.315,Corrected value,22677.306,Corrected value
2020-01,39322.397,Corrected value,5569.123,Corrected value,25248.296,Corrected value,3307.179,Corrected value,4299.800,Corrected value,897.999,Corrected value,35503.484,Corrected value,-300.600,Corrected value,34802.547,Corrected value,1001.537,Corrected value,3818.913,Corrected value
2020-02,84239.683,Corrected value,21423.498,Corrected value,13207.413,Corrected value,4008.735,Corrected value,44850.469,Corrected value,749.568,Corrected value,68448.859,Corrected value,14799.275,Corrected value,12789.152,Corrected value,40860.432,Corrected value,15790.824,Corrected value
2020-03,158837.429,Corrected value,22321.250,Corrected value,-24393.760,Corrected value,26252.700,Corrected value,136171.441,Corrected value,-1514.202,Corrected value,145295.385,Corrected value,17413.807,Corrected value,6223.446,Corrected value,121658.132,Corrected value,13542.044,Corrected value
2020-04,29437.491,Corrected value,-16004.575,Corrected value,19269.754,Corrected value,13773.705,Corrected value,11448.794,Corrected value,949.813,Corrected value,17950.695,Corrected value,-14321.071,Corrected value,-3451.163,Corrected value,35722.929,Corrected value,11486.796,Corrected value
2020-05,19882.350,Corrected value,7493.726,Corrected value,14410.476,Corrected value,5772.643,Corrected value,-7827.977,Corrected value,33.482,Corrected value,17787.098,Corrected value,10346.327,Corrected value,39549.785,Corrected value,-32109.014,Corrected value,2095.252,Corrected value
2020-06,76452.869,Corrected value,-2530.095,Corrected value,29597.314,Corrected value,11994.914,Corrected value,38130.701,Corrected value,-739.965,Corrected value,64288.163,Corrected value,6734.418,Corrected value,27739.325,Corrected value,29814.420,Corrected value,12164.706,Corrected value
2020-07,55605.323,Corrected value,9096.633,Corrected value,19819.433,Corrected value,11679.948,Corrected value,15620.726,Corrected value,-611.417,Corrected value,40960.988,Corrected value,20249.239,Corrected value,29251.476,Corrected value,-8539.727,Corrected value,14644.335,Corrected value
2020-08,61519.754,Corrected value,13157.485,Corrected value,10146.326,Corrected value,8714.338,Corrected value,30112.516,Corrected value,-610.911,Corrected value,31008.037,Corrected value,12938.627,Corrected value,56408.859,Corrected value,-38339.449,Corrected value,30511.717,Corrected value
2020-09,119629.743,Corrected value,-3351.900,Corrected value,16530.946,Corrected value,5050.050,Corrected value,101454.104,Corrected value,-53.457,Corrected value,99371.723,Corrected value,-2708.895,Corrected value,49926.947,Corrected value,52153.671,Corrected value,20258.020,Corrected value
2020-10,-49379.459,Corrected value,14145.945,Corrected value,25707.908,Corrected value,1200.378,Corrected value,-90573.844,Corrected value,140.154,Corrected value,-75362.784,Corrected value,14441.070,Corrected value,-46935.498,Corrected value,-42868.356,Corrected value,25983.325,Corrected value
2020-11,103326.338,Corrected value,40416.419,Corrected value,13903.370,Corrected value,8665.514,Corrected value,40251.602,Corrected value,89.433,Corrected value,79631.520,Corrected value,32290.026,Corrected value,-4948.679,Corrected value,52290.173,Corrected value,23694.818,Corrected value
2020-12,40207.530,Corrected value,7720.413,Corrected value,28292.497,Corrected value,-4144.212,Corrected value,7720.657,Corrected value,618.175,Corrected value,-2316.928,Corrected value,11047.210,Corrected value,-52479.637,Corrected value,39115.499,Corrected value,42524.458,Corrected value
2021-01,123404.677,Corrected value,24722.290,Corrected value,18634.611,Corrected value,4748.881,Corrected value,74555.915,Corrected value,742.980,Corrected value,100946.558,Corrected value,18611.779,Corrected value,16934.879,Corrected value,65399.900,Corrected value,22458.119,Corrected value
2021-02,64770.704,Corrected value,8892.279,Corrected value,34520.158,Corrected value,7742.427,Corrected value,13513.548,Corrected value,102.292,Corrected value,12126.261,Corrected value,1019.215,Corrected value,-3284.365,Corrected value,14391.411,Corrected value,52644.443,Corrected value
2021-03,89327.140,Corrected value,17386.917,Corrected value,11990.715,Corrected value,7812.628,Corrected value,52597.205,Corrected value,-460.325,Corrected value,57510.570,Corrected value,-631.746,Corrected value,23084.893,Corrected value,35057.423,Corrected value,31816.570,Corrected value
2021-04,24649.803,Corrected value,18179.098,Corrected value,16233.467,Corrected value,4933.984,Corrected value,-14445.503,Corrected value,-251.243,Corrected value,-10768.691,Corrected value,11648.455,Corrected value,-9447.002,Corrected value,-12970.144,Corrected value,35418.494,Corrected value
2021-05,47455.757,Corrected value,-8059.419,Corrected value,12050.296,Corrected value,3239.841,Corrected value,40013.632,Corrected value,211.407,Corrected value,33309.353,Corrected value,-6653.325,Corrected value,6725.569,Corrected value,33237.109,Corrected value,14146.404,Corrected value
2021-06,71498.635,Corrected value,20182.984,Corrected value,30714.191,Corrected value,3352.720,Corrected value,17150.439,Corrected value,98.301,Corrected value,36469.291,Corrected value,12690.148,Corrected value,-6139.408,Corrected value,29918.551,Corrected value,35029.344,Corrected value
2021-07,-47009.884,Corrected value,8586.399,Corrected value,19775.942,Corrected value,2191.275,Corrected value,-77665.573,Corrected value,102.073,Corrected value,-52334.801,Corrected value,-2670.662,Corrected value,-16286.851,Corrected value,-33377.288,Corrected value,5324.917,Corrected value
2021-08,82654.023,Corrected value,18783.123,Corrected value,8487.972,Corrected value,3513.916,Corrected value,20614.550,Corrected value,31254.462,Corrected value,62000.619,Corrected value,13823.282,Corrected value,14840.930,Corrected value,33336.407,Corrected value,20653.404,Corrected value
2021-09,111972.327,Corrected value,16185.864,Corrected value,27020.842,Corrected value,4525.275,Corrected value,64398.149,Corrected value,-157.803,Corrected value,101028.368,Corrected value,8112.819,Corrected value,-6708.975,Corrected value,99624.524,Corrected value,10943.959,Corrected value
2021-10,88029.518,Corrected value,13668.850,Corrected value,13291.751,Corrected value,7336.766,Corrected value,53471.198,Corrected value,260.953,Corrected value,66315.908,Corrected value,8982.711,Corrected value,-14859.314,Corrected value,72192.511,Corrected value,21713.610,Corrected value
2021-11,156069.609,Corrected value,38953.457,Corrected value,27901.160,Corrected value,10222.168,Corrected value,78029.424,Corrected value,963.400,Corrected value,107658.581,Corrected value,17409.416,Corrected value,-5344.805,Corrected value,95593.970,Corrected value,48411.028,Corrected value
2021-12,31987.346,Corrected value,-13831.311,Corrected value,855.879,Corrected value,1356.767,Corrected value,44580.138,Corrected value,-974.127,Corrected value,15797.750,Corrected value,-20508.616,Corrected value,-33132.133,Corrected value,69438.499,Corrected value,16189.596,Corrected value
2022-01,108459.844,Provisional value,26974.115,Provisional value,33360.116,Provisional value,12454.572,Provisional value,35362.318,Provisional value,308.723,Provisional value,44481.358,Provisional value,30725.237,Provisional value,6117.983,Provisional value,7638.138,Provisional value,63978.486,Provisional value
"",Methodology: Including financial derivatives and employee stock options.,,"Methodology: For a definition of direct investment, see Table 9 c) in Statistical Supplements 3, Balance of payments statistics.",,,,,,Methodology: Includes in particular financial and trade credits as well as currency and deposits.,,,,,,"Methodology: For a definition of direct investment, see Table 9 c) in Statistical Supplements 3, Balance of payments statistics.",,,,Methodology: Includes in particular financial and trade credits as well as currency and deposits.,,,
