"",BBDA1.M.DE.Y.IM.S.GP09IS12.W1.A.V.ABA.A,BBDA1.M.DE.Y.IM.S.GP09IS12.W1.A.V.ABA.A_FLAGS,BBDA1.M.DE.Y.IM.S.GP09IS02.W1.A.V.ABA.A,BBDA1.M.DE.Y.IM.S.GP09IS02.W1.A.V.ABA.A_FLAGS,BBDA1.M.DE.Y.IM.S.GP09IS03.W1.A.V.ABA.A,BBDA1.M.DE.Y.IM.S.GP09IS03.W1.A.V.ABA.A_FLAGS,BBDA1.M.DE.Y.IM.S.GP09IS04.W1.A.V.ABA.A,BBDA1.M.DE.Y.IM.S.GP09IS04.W1.A.V.ABA.A_FLAGS,BBDA1.M.DE.Y.IM.S.GP09IS07.W1.A.V.ABA.A,BBDA1.M.DE.Y.IM.S.GP09IS07.W1.A.V.ABA.A_FLAGS,BBDA1.M.DE.Y.IM.S.GP09IS12.W1.A.C.A15.A,BBDA1.M.DE.Y.IM.S.GP09IS12.W1.A.C.A15.A_FLAGS,BBDA1.M.DE.Y.IM.S.GP09IS07.W1.A.C.A15.A,BBDA1.M.DE.Y.IM.S.GP09IS07.W1.A.C.A15.A_FLAGS,BBDA1.M.DE.Y.IM.S.GP09IS09.W1.A.V.ABA.A,BBDA1.M.DE.Y.IM.S.GP09IS09.W1.A.V.ABA.A_FLAGS,BBDA1.M.DE.Y.IM.S.GP09IS11.W1.A.V.ABA.A,BBDA1.M.DE.Y.IM.S.GP09IS11.W1.A.V.ABA.A_FLAGS,BBDA1.M.DE.Y.IM.S.GP09I028.W1.A.V.ABA.A,BBDA1.M.DE.Y.IM.S.GP09I028.W1.A.V.ABA.A_FLAGS,BBDA1.M.DE.Y.IM.S.GP09IS10.W1.A.V.ABA.A,BBDA1.M.DE.Y.IM.S.GP09IS10.W1.A.V.ABA.A_FLAGS,BBDA1.M.DE.Y.IM.S.GP09I029.W1.A.V.ABA.A,BBDA1.M.DE.Y.IM.S.GP09I029.W1.A.V.ABA.A_FLAGS
"","German foreign trade: imports / At current prices, flows / Aggregate excluding energy (MIG) / Rest of the World / Calendar and seasonally adjusted",,"German foreign trade: imports / At current prices, flows / Intermediate products / Rest of the World / Calendar and seasonally adjusted",,"German foreign trade: imports / At current prices, flows / Capital goods / Rest of the World / Calendar and seasonally adjusted",,"German foreign trade: imports / At current prices, flows / Consumer goods / Rest of the World / Calendar and seasonally adjusted",,"German foreign trade: imports / At current prices, flows / Energy / Rest of the World / Calendar and seasonally adjusted",,German foreign trade: imports / At constant prices / Aggregate excluding energy (MIG) / Rest of the World / Calendar and seasonally adjusted,,German foreign trade: imports / At constant prices / Energy / Rest of the World / Calendar and seasonally adjusted,,"German foreign trade: imports / At current prices, flows / Chemicals and chemical/pharmaceutical products (new: items 20+21) / Rest of the World / Calendar and seasonally adjusted",,"German foreign trade: imports / At current prices, flows / Metals and metal products (new: items 24+25) / Rest of the World / Calendar and seasonally adjusted",,"German foreign trade: imports / At current prices, flows / 28 Machinery and equipment / Rest of the World / Calendar and seasonally adjusted",,"German foreign trade: imports / At current prices, flows / Computer, electronic and optical products plus electrical equipment (new: items 26+27) / Rest of the World / Calendar and seasonally adjusted",,"German foreign trade: imports / At current prices, flows / 29 Motor vehicles, trailers and semi-trailers / Rest of the World / Calendar and seasonally adjusted",
unit,DM/EURO,,DM/EURO,,DM/EURO,,DM/EURO,,DM/EURO,,DM/EURO,,DM/EURO,,DM/EURO,,DM/EURO,,DM/EURO,,DM/EURO,,DM/EURO,
unit multiplier,billion,,billion,,billion,,billion,,billion,,billion,,billion,,billion,,billion,,billion,,billion,,billion,
last update,2022-06-14 10:00:17,,2022-06-14 10:00:17,,2022-06-14 10:00:17,,2022-06-14 10:00:17,,2022-06-14 10:00:17,,2022-06-14 10:00:17,,2022-06-14 10:00:17,,2022-06-14 10:00:17,,2022-06-14 10:00:17,,2022-06-14 10:00:17,,2022-06-14 10:00:17,,2022-06-14 10:00:17,
2008-01,57.06,,20.87,,20.18,,12.96,,8.98,,60.09,,7.00,,7.92,,6.54,,5.74,,10.52,,6.86,
2008-02,57.35,,20.99,,19.58,,13.35,,9.02,,59.63,,6.91,,8.26,,6.50,,5.84,,10.23,,6.79,
2008-03,57.81,,21.04,,19.31,,13.31,,8.60,,60.43,,6.53,,7.96,,6.82,,5.76,,10.14,,6.67,
2008-04,57.12,,20.63,,18.92,,13.39,,9.38,,58.85,,6.93,,7.98,,6.44,,5.73,,9.89,,6.45,
2008-05,58.03,,21.09,,18.80,,13.19,,8.85,,59.31,,5.95,,7.78,,7.24,,5.72,,9.71,,6.69,
2008-06,57.20,,20.58,,17.93,,13.01,,9.28,,57.45,,5.85,,8.25,,7.17,,5.62,,9.16,,6.33,
2008-07,58.31,,20.93,,18.89,,13.37,,11.27,,59.71,,6.98,,8.36,,6.99,,5.72,,10.17,,6.29,
2008-08,58.89,,21.05,,19.22,,12.98,,10.22,,59.60,,6.63,,8.39,,7.05,,5.81,,9.91,,6.53,
2008-09,58.70,,20.70,,18.48,,13.37,,10.47,,59.79,,6.93,,8.54,,6.72,,5.68,,9.99,,6.30,
2008-10,57.31,,20.32,,18.09,,13.74,,10.23,,59.09,,7.87,,8.26,,6.60,,5.52,,10.07,,5.59,
2008-11,56.78,,19.07,,18.28,,13.86,,9.26,,59.04,,7.94,,7.83,,6.25,,6.02,,10.19,,5.52,
