"",BBK01.TSD303O,BBK01.TSD303O_FLAGS,BBK01.TSD302,BBK01.TSD302_FLAGS,BBK01.TSD304,BBK01.TSD304_FLAGS,BBK01.TSD305,BBK01.TSD305_FLAGS,BBK01.TSD306,BBK01.TSD306_FLAGS,BBK01.TS5379O,BBK01.TS5379O_FLAGS,BBK01.TS1353,BBK01.TS1353_FLAGS,BBK01.TZ5353O,BBK01.TZ5353O_FLAGS,BBK01.TZ4952,BBK01.TZ4952_FLAGS,BBK01.TZ4954,BBK01.TZ4954_FLAGS,BBK01.TZ4955,BBK01.TZ4955_FLAGS,BBK01.TZ4956,BBK01.TZ4956_FLAGS,BBK01.TZ5379O,BBK01.TZ5379O_FLAGS,BBK01.TZ1303,BBK01.TZ1303_FLAGS,BBK01.TS5303O,BBK01.TS5303O_FLAGS,BBK01.AY4952,BBK01.AY4952_FLAGS,BBK01.AY4954,BBK01.AY4954_FLAGS,BBK01.AY4955,BBK01.AY4955_FLAGS,BBK01.AY4956,BBK01.AY4956_FLAGS,BBK01.TS5329O,BBK01.TS5329O_FLAGS,BBK01.TS1303,BBK01.TS1303_FLAGS
2004-04,1506.6,,1396.6,,653.3,,237.6,,505.7,,110.1,,6260.9,,-0.7,,0.4,,5.8,,-6.7,,1.4,,-1.1,,26.9,,74.30161,,74.19536,,78.54985,,37.96093,,118.73627,,75.86894,,66.58254,
2004-05,1508.6,,1399.1,,649.2,,242.8,,507.1,,109.5,,6265.0,,2.3,,2.8,,-4.0,,5.4,,1.4,,-0.5,,7.9,,74.41292,,74.34311,,78.07313,,38.81822,,119.06060,,75.50777,,66.66639,
2004-06,1504.9,,1395.6,,650.7,,237.1,,507.8,,109.3,,6315.0,,-3.8,,-3.5,,1.1,,-5.4,,0.7,,-0.3,,46.4,,74.22755,,74.15697,,78.20879,,37.96010,,119.23340,,75.33195,,67.16071,
2004-07,1510.4,,1398.0,,649.8,,239.3,,508.9,,112.4,,6354.3,,5.4,,2.3,,-0.6,,1.8,,1.1,,3.1,,38.6,,74.49558,,74.27982,,78.13833,,38.24747,,119.49227,,77.48439,,67.57073,
2004-08,1511.8,,1402.5,,654.5,,237.9,,510.1,,109.3,,6375.3,,1.5,,4.6,,4.7,,-1.3,,1.2,,-3.1,,21.6,,74.56764,,74.52226,,78.70302,,38.03848,,119.76807,,75.34618,,67.80021,
2004-09,1517.1,,1409.0,,663.8,,234.3,,510.9,,108.1,,6417.4,,5.6,,6.9,,9.6,,-3.5,,0.8,,-1.3,,45.4,,74.84386,,74.89060,,79.86261,,37.47411,,119.96041,,74.42779,,68.28304,
2004-10,1516.2,,1408.9,,661.3,,235.2,,512.4,,107.3,,6461.3,,-0.5,,0.2,,-2.3,,1.1,,1.5,,-0.7,,46.1,,74.81865,,74.90320,,79.58663,,37.64229,,120.30787,,73.91275,,68.77364,
2004-11,1518.0,,1411.1,,671.3,,226.1,,513.7,,106.9,,6484.7,,3.1,,3.4,,11.1,,-9.0,,1.3,,-0.3,,29.1,,74.97217,,75.08572,,80.91821,,36.20883,,120.61962,,73.69093,,69.08368,
2004-12,1514.8,,1410.5,,653.0,,242.3,,515.3,,104.3,,6540.4,,-2.7,,-0.2,,-18.0,,16.3,,1.6,,-2.5,,62.2,,74.83813,,75.07614,,78.74752,,38.81381,,120.98634,,71.94400,,69.74669,
2005-01,1532.9,,1426.8,,676.6,,233.7,,516.5,,106.1,,6573.5,,17.3,,15.5,,23.1,,-8.8,,1.2,,1.7,,27.6,,75.69079,,75.90294,,81.53852,,37.40029,,121.27081,,73.13380,,70.04109,
2005-02,1541.8,,1430.5,,683.7,,230.4,,516.5,,111.4,,6608.1,,3.1,,4.0,,7.2,,-3.2,,0.0,,-0.9,,26.4,,75.84425,,76.11409,,82.40701,,36.88481,,121.26654,,72.54040,,70.32161,
2005-03,1535.1,,1427.5,,684.9,,225.9,,516.7,,107.6,,6628.9,,-6.7,,-2.9,,1.6,,-4.0,,-0.5,,-3.8,,20.1,,75.51458,,75.96069,,82.60095,,36.24570,,121.14931,,70.05253,,70.53567,
2005-04,1546.3,,1436.2,,687.5,,231.3,,517.4,,110.1,,6682.2,,11.1,,8.6,,2.5,,5.4,,0.6,,2.5,,52.7,,76.05957,,76.41676,,82.90460,,37.11520,,121.29788,,71.68572,,71.09621,
2005-05,1553.0,,1445.1,,695.5,,231.6,,518.0,,107.9,,6731.0,,5.9,,8.2,,7.5,,0.0,,0.6,,-2.3,,42.5,,76.34924,,76.85254,,83.81010,,37.12136,,121.44865,,70.18748,,71.54796,
2005-06,1562.8,,1451.1,,703.5,,229.8,,517.9,,111.7,,6807.2,,9.3,,5.7,,7.8,,-1.9,,-0.2,,3.6,,67.3,,76.80738,,77.15694,,84.74520,,36.81946,,121.41284,,72.52607,,72.22966,
2005-07,1572.6,,1459.7,,712.2,,228.9,,518.5,,113.0,,6876.1,,10.0,,8.6,,8.8,,-0.9,,0.7,,1.3,,69.0,,77.29679,,77.61549,,85.80888,,36.67965,,121.56923,,73.39244,,72.96160,
2005-08,1580.5,,1463.7,,717.0,,228.0,,518.7,,116.8,,6910.9,,7.9,,4.0,,4.7,,-0.8,,0.2,,3.8,,35.9,,77.68322,,77.82999,,86.37279,,36.54928,,121.60841,,75.87904,,73.34222,
2005-09,1582.3,,1468.3,,719.1,,229.8,,519.4,,114.0,,6972.3,,1.5,,4.4,,2.0,,1.7,,0.7,,-2.9,,60.8,,77.75797,,78.06315,,86.61476,,36.81726,,121.77333,,74.01854,,73.98764,
2005-10,1590.2,,1473.6,,723.1,,231.2,,519.3,,116.6,,6991.0,,7.9,,5.3,,4.5,,0.9,,-0.1,,2.6,,14.5,,78.14375,,78.34227,,87.15251,,36.96486,,121.74153,,75.70698,,74.14082,
2005-11,1587.7,,1472.1,,719.8,,232.9,,519.4,,115.5,,7026.0,,-3.1,,-1.7,,-3.5,,1.6,,0.2,,-1.4,,19.0,,77.99024,,78.25136,,86.73312,,37.22345,,121.77683,,74.78876,,74.34132,
2005-12,1590.7,,1476.9,,722.9,,235.6,,518.4,,113.8,,7087.7,,3.1,,4.8,,3.1,,2.7,,-1.0,,-1.7,,46.1,,78.14183,,78.50672,,87.10544,,37.65758,,121.54227,,73.67648,,74.82698,
2006-01,1598.5,,1486.1,,725.8,,243.0,,517.3,,112.4,,7118.4,,7.9,,9.6,,3.2,,7.5,,-1.1,,-1.7,,42.5,,78.53118,,79.01850,,87.48923,,38.85920,,121.28978,,72.57451,,75.27523,
2006-02,1598.9,,1488.1,,725.5,,246.1,,516.4,,110.9,,7171.6,,0.0,,1.6,,-0.5,,3.0,,-0.9,,-1.6,,50.7,,78.52941,,79.10123,,87.42645,,39.33985,,121.07181,,71.54644,,75.81102,
2006-03,1615.8,,1498.3,,734.5,,249.0,,514.9,,117.4,,7223.4,,17.3,,10.7,,9.3,,2.9,,-1.5,,6.6,,62.7,,79.38057,,79.66912,,88.54709,,39.80871,,120.70882,,75.83646,,76.47381,
2006-04,1632.0,,1517.2,,743.6,,259.9,,513.7,,114.8,,7306.3,,16.7,,19.3,,9.4,,11.1,,-1.2,,-2.6,,86.9,,80.20215,,80.69618,,89.68211,,41.58164,,120.43015,,74.16178,,77.39406,
2006-05,1625.5,,1505.6,,737.4,,257.1,,511.1,,119.8,,7347.1,,2.1,,-2.3,,2.9,,-2.6,,-2.6,,4.4,,47.6,,80.30550,,80.57635,,90.03702,,41.16437,,119.82363,,76.97626,,77.89866,
2006-06,1642.4,,1523.2,,747.6,,266.1,,509.5,,119.2,,7386.0,,6.3,,8.5,,1.2,,8.9,,-1.6,,-2.2,,42.3,,80.61863,,81.03145,,90.18138,,42.59517,,119.44488,,75.58480,,78.34724,
2006-07,1637.5,,1520.9,,746.1,,268.5,,506.3,,116.6,,7402.8,,-4.9,,-2.3,,-1.5,,2.4,,-3.2,,-2.6,,20.5,,80.37747,,80.91075,,89.99726,,42.98138,,118.70506,,73.90850,,78.56514,
2006-08,1642.7,,1520.8,,742.2,,275.9,,502.7,,121.9,,7476.0,,4.8,,-0.6,,-4.4,,7.4,,-3.6,,5.3,,63.9,,80.61122,,80.88074,,89.47243,,44.16717,,117.85638,,77.28524,,79.24210,
2006-09,1650.3,,1525.8,,738.2,,288.1,,499.5,,124.6,,7575.0,,8.4,,4.8,,-4.2,,12.2,,-3.2,,3.7,,88.3,,81.02431,,81.13410,,88.96474,,46.11472,,117.10874,,79.60233,,80.17832,
2006-10,1642.4,,1523.2,,732.1,,295.5,,495.6,,119.2,,7595.0,,-7.9,,-2.6,,-6.1,,7.4,,-3.9,,-5.3,,23.1,,80.63459,,80.99638,,88.23192,,47.30486,,116.18425,,76.18482,,80.42275,
2006-11,1650.5,,1535.9,,741.0,,303.9,,490.9,,114.6,,7647.7,,8.9,,13.3,,9.4,,8.6,,-4.6,,-4.5,,74.7,,81.06943,,81.70559,,89.36419,,48.67588,,115.10024,,73.32207,,81.21475,
2006-12,1669.4,,1553.4,,756.7,,309.7,,487.0,,116.0,,7756.5,,18.9,,17.5,,15.7,,5.7,,-4.0,,1.4,,104.3,,81.99634,,82.63621,,91.25739,,49.59654,,114.17328,,74.20309,,82.32078,
2007-01,1680.3,,1559.8,,756.8,,322.1,,480.9,,120.5,,7837.4,,10.4,,6.1,,-0.1,,12.4,,-6.2,,4.4,,64.1,,82.50948,,82.95828,,91.24020,,51.57500,,112.72982,,77.01364,,83.00063,
2007-02,1686.9,,1563.6,,758.3,,329.0,,476.3,,123.2,,7891.9,,7.4,,4.2,,1.8,,7.0,,-4.6,,3.2,,58.3,,82.87374,,83.18022,,91.45259,,52.69594,,111.65413,,79.08813,,83.61759,
2007-03,1702.8,,1576.1,,763.3,,339.3,,473.5,,126.7,,8009.9,,16.2,,12.7,,5.0,,10.3,,-2.7,,3.5,,120.8,,83.66939,,83.85358,,92.05985,,54.35346,,111.01483,,81.35848,,84.89724,
2007-04,1708.9,,1585.6,,761.1,,354.3,,470.1,,123.3,,8037.3,,7.1,,9.3,,-2.4,,15.1,,-3.4,,-2.2,,35.5,,84.01820,,84.35076,,91.77338,,56.77767,,110.21474,,79.91633,,85.27380,
2007-05,1716.7,,1591.6,,767.9,,357.1,,466.6,,125.1,,8130.3,,7.6,,5.9,,6.7,,2.8,,-3.5,,1.7,,86.2,,84.39313,,84.66436,,92.57694,,57.21955,,109.38788,,81.03812,,86.18792,
2007-06,1743.2,,1613.1,,775.5,,374.0,,463.5,,130.1,,8205.0,,25.2,,21.5,,7.7,,17.0,,-3.1,,3.7,,72.8,,85.63233,,85.80998,,93.50266,,59.93564,,108.66261,,83.41628,,86.95949,
2007-07,1758.8,,1624.8,,786.1,,380.3,,458.5,,133.9,,8289.8,,15.1,,11.9,,10.7,,6.3,,-5.0,,3.2,,87.5,,86.37569,,86.44290,,94.78697,,60.93961,,107.48588,,85.49062,,87.88729,
2007-08,1768.7,,1640.1,,780.8,,403.8,,455.5,,128.6,,8342.4,,11.6,,15.1,,-5.4,,23.5,,-3.0,,-3.5,,54.7,,86.94460,,87.24698,,94.13884,,64.70700,,106.77817,,83.23738,,88.46759,
2007-09,1792.1,,1663.0,,788.7,,421.8,,452.5,,129.1,,8419.0,,24.5,,23.8,,8.3,,18.4,,-2.9,,0.8,,87.3,,88.14987,,88.51115,,95.13966,,67.65667,,106.08758,,83.72547,,89.39317,
2007-10,1787.3,,1662.4,,777.7,,436.2,,448.5,,124.8,,8539.9,,-2.7,,-0.4,,-10.7,,14.4,,-4.0,,-2.3,,100.9,,88.01928,,88.49114,,93.84659,,69.96479,,105.13849,,82.24724,,90.46317,
2007-11,1820.8,,1685.2,,789.7,,449.7,,445.8,,135.6,,8625.9,,33.2,,22.7,,12.2,,13.1,,-2.7,,10.5,,89.3,,89.65538,,89.69807,,95.32050,,72.06831,,104.51585,,89.19671,,91.40900,
2007-12,1848.1,,1717.3,,785.8,,485.5,,445.9,,130.9,,8650.0,,27.2,,31.9,,-4.1,,35.9,,0.1,,-4.7,,35.6,,90.99625,,91.39580,,94.82725,,77.81859,,104.54035,,86.12758,,91.78670,
2008-01,1871.0,,1727.3,,790.7,,495.6,,441.0,,143.6,,8795.8,,21.7,,8.8,,4.4,,9.4,,-5.0,,12.9,,81.2,,92.06581,,91.86517,,95.35270,,79.32830,,103.37909,,94.61893,,92.64779,
2008-02,1889.9,,1746.2,,788.6,,519.7,,437.9,,143.7,,8846.5,,19.5,,19.3,,-1.8,,24.2,,-3.1,,0.2,,56.3,,93.02673,,92.89229,,95.13815,,83.19665,,102.65791,,94.76057,,93.24059,
2008-03,1896.8,,1758.1,,798.3,,522.9,,436.9,,138.7,,8868.4,,8.2,,12.9,,10.2,,3.6,,-1.0,,-4.6,,25.5,,93.43140,,93.57597,,96.37134,,83.77195,,102.43174,,91.70626,,93.50950,
2008-04,1911.2,,1764.3,,785.1,,544.2,,435.0,,147.0,,8945.9,,14.2,,6.0,,-13.3,,21.3,,-1.9,,8.2,,76.3,,94.13252,,93.89793,,94.76480,,87.18165,,101.98025,,97.11720,,94.31416,
2008-05,1922.3,,1779.1,,788.4,,557.1,,433.6,,143.2,,9016.6,,8.1,,12.9,,1.4,,13.0,,-1.4,,-4.9,,68.1,,94.53098,,94.58706,,94.93071,,89.26072,,101.65106,,93.90664,,95.03155,
2008-06,1931.4,,1785.3,,794.6,,558.2,,432.6,,146.0,,9039.5,,9.6,,6.6,,6.4,,1.2,,-1.0,,3.0,,30.0,,95.00434,,94.93943,,95.70678,,89.45718,,101.40639,,95.87272,,95.34702,
2008-07,1942.3,,1797.0,,779.2,,589.7,,428.1,,145.3,,9107.7,,10.8,,11.6,,-15.5,,31.6,,-4.5,,-0.8,,63.1,,95.53549,,95.55512,,93.83799,,94.52076,,100.35164,,95.36068,,96.01264,
2008-08,1952.1,,1808.6,,783.1,,599.7,,425.7,,143.5,,9142.8,,7.6,,9.9,,3.1,,9.2,,-2.3,,-2.3,,23.9,,95.90858,,96.08182,,94.20788,,95.98752,,99.80856,,93.83801,,96.26459,
2008-09,1969.2,,1822.0,,795.9,,602.9,,423.1,,147.2,,9222.3,,15.3,,12.0,,12.1,,2.5,,-2.6,,3.3,,70.4,,96.66087,,96.71857,,95.66796,,96.38026,,99.19745,,96.01340,,97.00545,
2008-10,2012.5,,1866.3,,826.0,,617.9,,422.3,,146.2,,9370.0,,38.0,,39.9,,27.8,,13.0,,-0.8,,-1.9,,118.8,,98.52796,,98.83904,,99.00491,,98.45592,,99.01009,,94.76825,,98.25433,
2008-11,2031.1,,1869.9,,817.8,,629.6,,422.5,,161.2,,9385.5,,22.8,,5.9,,-8.1,,13.9,,0.1,,16.9,,19.7,,99.64290,,99.15214,,98.03120,,100.67271,,99.03878,,105.69981,,98.46077,
2008-12,2022.1,,1860.4,,828.7,,606.8,,425.0,,161.6,,9402.2,,-5.1,,-6.3,,12.2,,-21.1,,2.5,,1.2,,35.7,,99.39265,,98.81760,,99.49908,,97.30669,,99.62373,,106.49191,,98.83647,
2009-01,2044.0,,1895.5,,889.8,,577.3,,428.4,,148.6,,9407.3,,19.2,,33.0,,60.1,,-30.5,,3.4,,-13.8,,-59.7,,100.33777,,100.57114,,106.70932,,92.42190,,100.42720,,97.40979,,98.21071,
2009-02,2055.9,,1900.8,,909.7,,558.7,,432.4,,155.1,,9441.8,,12.1,,5.3,,19.8,,-18.6,,4.1,,6.8,,35.9,,100.93021,,100.85225,,109.08748,,89.44651,,101.37671,,101.84970,,98.58560,
2009-03,2035.0,,1886.0,,908.8,,541.2,,436.0,,149.0,,9403.9,,-19.3,,-13.7,,-0.1,,-17.2,,3.6,,-5.7,,-27.6,,99.98046,,100.12717,,109.07617,,86.69764,,102.22031,,98.11923,,98.29755,
2009-04,2054.1,,1896.9,,924.0,,533.5,,439.3,,157.2,,9453.1,,19.1,,10.9,,31.9,,-24.9,,4.0,,8.2,,50.4,,100.91854,,100.70716,,112.90188,,82.70469,,103.15313,,103.49888,,98.82402,
2009-05,2041.5,,1882.9,,926.0,,514.5,,442.5,,158.5,,9420.9,,-11.0,,-12.9,,2.5,,-18.5,,3.1,,1.8,,-11.4,,100.37605,,100.02479,,113.20602,,79.84035,,103.88906,,104.69097,,98.70648,
2009-06,2025.0,,1875.3,,944.2,,483.8,,447.4,,149.7,,9422.0,,-15.7,,-7.3,,18.5,,-30.7,,4.9,,-8.4,,8.8,,99.60362,,99.63482,,115.46779,,75.07136,,105.03724,,99.16434,,98.79895,
2009-07,2010.1,,1867.7,,953.5,,461.7,,452.4,,142.4,,9431.4,,-14.8,,-7.6,,9.3,,-22.0,,5.1,,-7.2,,8.3,,98.87388,,99.22961,,116.60342,,71.66138,,106.22538,,94.38761,,98.88628,
2009-08,1994.3,,1865.4,,967.8,,439.8,,457.8,,128.9,,9385.7,,-15.5,,-2.0,,14.4,,-21.8,,5.4,,-13.5,,-44.2,,98.11270,,99.12266,,118.36565,,68.27415,,107.49389,,85.46716,,98.42231,
2009-09,2000.8,,1861.4,,983.4,,416.3,,461.8,,139.4,,9410.6,,7.2,,-3.4,,16.1,,-23.4,,3.9,,10.6,,33.8,,98.46740,,98.94258,,120.32878,,64.64834,,108.41399,,92.49347,,98.77615,
2009-10,1999.0,,1861.4,,1009.4,,385.5,,466.5,,137.6,,9385.7,,-1.3,,0.4,,26.1,,-30.5,,4.7,,-1.7,,-22.9,,98.40293,,98.96166,,123.52198,,59.91661,,109.52422,,91.38570,,98.53565,
2009-11,1990.6,,1855.9,,1014.1,,371.3,,470.6,,134.7,,9356.3,,-8.0,,-5.2,,4.9,,-14.1,,4.1,,-2.8,,-28.2,,98.01049,,98.68727,,124.11642,,57.71864,,110.49226,,89.51899,,98.23986,
2009-12,1987.1,,1850.0,,1011.2,,364.1,,474.7,,137.1,,9347.0,,-4.7,,-6.8,,-3.5,,-7.4,,4.1,,2.1,,29.4,,97.77948,,98.32467,,123.68671,,56.57152,,111.44780,,90.93223,,98.53169,
2010-01,1993.6,,1869.5,,1043.9,,346.8,,478.8,,124.1,,9332.4,,5.5,,18.8,,32.2,,-17.6,,4.2,,-13.3,,-19.2,,98.05022,,99.32191,,127.62328,,53.83854,,112.42737,,82.13687,,98.32924,
2010-02,2006.3,,1872.6,,1047.6,,341.9,,483.2,,133.7,,9330.6,,7.6,,-1.9,,3.3,,-9.5,,4.3,,9.5,,-10.7,,98.42390,,99.22330,,128.02386,,52.36890,,113.44458,,88.39325,,98.21607,
2010-03,1995.3,,1864.3,,1035.2,,342.9,,486.1,,131.0,,9330.1,,-11.7,,-8.5,,-12.4,,1.0,,3.0,,-3.2,,-2.2,,97.84975,,98.77398,,126.50509,,52.52129,,114.13784,,86.26206,,98.19280,
2010-04,2030.4,,1884.0,,1074.9,,319.9,,489.2,,146.4,,9375.7,,33.7,,18.4,,39.5,,-24.2,,3.1,,15.3,,38.3,,99.50315,,99.74732,,131.32746,,48.81917,,114.86056,,96.36599,,98.59538,
2010-05,2042.3,,1891.5,,1086.1,,313.3,,492.2,,150.8,,9388.6,,9.3,,5.7,,9.9,,-7.2,,2.9,,3.6,,-3.0,,99.95758,,100.04804,,132.54010,,47.72226,,115.55139,,98.73059,,98.56355,
2010-06,1960.5,,1895.7,,1089.7,,311.7,,494.2,,64.9,,9234.7,,4.9,,3.7,,1.5,,0.1,,2.1,,1.2,,30.8,,100.20921,,100.24322,,132.72818,,47.73136,,116.04233,,100.68191,,98.89107,
2010-07,1958.0,,1900.0,,1093.9,,307.9,,498.3,,57.9,,9232.8,,-0.9,,5.7,,4.9,,-3.3,,4.0,,-6.5,,7.7,,100.16418,,100.54199,,133.32455,,47.23088,,116.98664,,90.54496,,98.97392,
2010-08,1964.4,,1907.7,,1096.8,,310.2,,500.7,,56.7,,9263.6,,5.4,,6.9,,2.6,,1.8,,2.5,,-1.5,,29.1,,100.44084,,100.90971,,133.64479,,47.51387,,117.56834,,88.13628,,99.28587,
2010-09,1972.6,,1912.1,,1093.3,,314.5,,504.2,,60.5,,9270.2,,10.6,,6.0,,-2.3,,4.8,,3.5,,4.6,,19.5,,100.98385,,101.22698,,133.36715,,48.24533,,118.39040,,95.32340,,99.49486,
2010-10,1970.1,,1915.4,,1092.1,,315.9,,507.4,,54.7,,9273.1,,-2.0,,3.6,,-0.9,,1.4,,3.2,,-5.6,,6.1,,100.88126,,101.41793,,133.25419,,48.45529,,119.13326,,86.48567,,99.56052,
2010-11,1980.7,,1924.8,,1100.5,,313.9,,510.4,,55.9,,9291.5,,8.5,,7.9,,7.9,,-3.0,,3.0,,0.5,,5.7,,101.31498,,101.83851,,134.22377,,47.99767,,119.83315,,87.31828,,99.62218,
2010-12,1987.1,,1931.4,,1105.2,,313.4,,512.8,,55.7,,9294.6,,7.8,,7.9,,5.7,,-0.6,,2.8,,-0.1,,9.0,,101.71625,,102.25632,,134.92074,,47.90974,,120.48078,,87.23708,,99.71875,
2011-01,2004.6,,1952.6,,1122.2,,315.5,,514.9,,52.0,,9324.5,,18.3,,21.8,,17.8,,2.0,,2.0,,-3.5,,2.3,,102.65469,,103.40960,,137.09061,,48.21220,,120.95758,,81.83167,,99.74795,
2011-02,1995.8,,1946.4,,1109.4,,321.8,,515.3,,49.4,,9333.4,,-8.6,,-6.0,,-12.8,,6.4,,0.4,,-2.6,,5.4,,102.21547,,103.09364,,135.52837,,49.19476,,121.05011,,77.72530,,99.80610,
2011-03,2007.0,,1958.7,,1115.4,,325.9,,517.4,,48.3,,9340.6,,12.1,,13.0,,6.6,,4.2,,2.1,,-0.9,,15.1,,102.83359,,103.78007,,136.33667,,49.83630,,121.55470,,76.32199,,99.96792,
2011-04,2023.0,,1974.6,,1119.2,,337.1,,518.3,,48.4,,9349.2,,14.6,,14.2,,5.2,,9.0,,0.0,,0.4,,9.3,,103.57949,,104.53028,,136.97573,,51.20737,,121.54666,,76.95184,,100.06579,
2011-05,2027.3,,1981.8,,1118.7,,345.9,,517.1,,45.5,,9369.1,,3.0,,6.2,,-1.2,,8.7,,-1.2,,-3.3,,-2.4,,103.73227,,104.86039,,136.82330,,52.52320,,121.26988,,71.78293,,100.03951,
2011-06,2039.1,,1990.9,,1127.2,,347.1,,516.6,,48.3,,9380.2,,12.3,,9.5,,8.8,,1.2,,-0.5,,2.9,,8.8,,104.36359,,105.36227,,137.89869,,52.70559,,121.15024,,76.28703,,100.13368,
2011-07,2049.3,,2003.0,,1128.7,,358.6,,515.7,,46.3,,9392.4,,8.7,,11.2,,0.8,,11.3,,-0.9,,-2.5,,9.9,,104.80958,,105.95558,,137.99323,,54.42535,,120.94254,,72.33932,,100.23916,
2011-08,2067.2,,2019.0,,1141.2,,363.0,,514.9,,48.2,,9460.1,,17.3,,15.3,,12.2,,3.9,,-0.8,,2.1,,69.4,,105.69617,,106.76272,,139.48876,,55.01094,,120.74722,,75.58248,,100.98003,
2011-09,2084.9,,2040.0,,1147.1,,378.3,,514.6,,44.9,,9489.8,,15.1,,19.0,,3.9,,15.3,,-0.3,,-3.9,,19.7,,106.46650,,107.76561,,139.96926,,57.32888,,120.68648,,69.46193,,101.19095,
2011-10,2081.0,,2043.1,,1151.5,,376.9,,514.7,,37.9,,9459.0,,-2.4,,4.4,,5.5,,-1.2,,0.1,,-6.7,,-22.3,,106.34542,,107.99667,,140.64142,,57.14245,,120.70903,,59.03112,,100.95284,
2011-11,2094.6,,2052.7,,1156.0,,381.0,,515.8,,41.9,,9477.1,,10.7,,7.2,,2.9,,3.9,,0.4,,3.6,,9.8,,106.89402,,108.37535,,140.99326,,57.72704,,120.80903,,64.59856,,101.05740,
2011-12,2104.5,,2063.7,,1170.8,,377.1,,515.9,,40.8,,9497.2,,8.4,,9.9,,13.9,,-4.2,,0.2,,-1.5,,24.1,,107.32152,,108.89713,,142.69253,,57.09088,,120.84445,,62.27422,,101.31063,
2012-01,2114.8,,2076.5,,1173.4,,385.6,,517.5,,38.3,,9510.3,,10.4,,13.2,,3.0,,8.6,,1.6,,-2.8,,33.6,,107.85372,,109.59592,,143.05801,,58.39470,,121.22667,,57.98634,,101.66704,
2012-02,2122.4,,2083.0,,1181.3,,382.8,,518.9,,39.4,,9539.0,,12.9,,11.6,,12.0,,-2.7,,2.4,,1.3,,43.8,,108.51226,,110.21069,,144.51839,,57.98820,,121.77770,,59.89926,,102.13501,
2012-03,2133.5,,2096.7,,1194.8,,381.3,,520.6,,36.8,,9606.1,,10.9,,13.6,,13.3,,-1.5,,1.7,,-2.6,,68.2,,109.07007,,110.92804,,146.14696,,57.76763,,122.17715,,55.87017,,102.86514,
2012-04,2144.4,,2109.7,,1202.5,,386.5,,520.7,,34.7,,9576.6,,6.8,,10.2,,7.6,,2.5,,0.1,,-3.4,,-29.5,,109.41950,,111.47027,,147.07847,,58.15249,,122.19915,,50.68305,,102.55005,
2012-05,2159.5,,2126.8,,1217.9,,387.1,,521.9,,32.7,,9626.4,,12.9,,15.5,,14.2,,0.1,,1.2,,-2.6,,37.6,,110.07978,,112.28951,,148.81431,,58.17114,,122.47794,,46.93140,,102.95225,
2012-06,2186.8,,2155.7,,1237.3,,395.3,,523.1,,31.1,,9653.6,,27.8,,29.3,,19.7,,8.3,,1.3,,-1.5,,25.9,,111.49634,,113.83428,,151.22302,,59.41572,,122.77488,,44.82366,,103.22882,
2012-07,2216.1,,2180.4,,1263.0,,392.9,,524.4,,35.7,,9704.8,,27.5,,23.2,,25.2,,-3.3,,1.3,,4.4,,48.0,,112.90051,,115.05675,,154.30286,,58.91784,,123.07151,,51.15473,,103.74189,
2012-08,2220.1,,2188.1,,1273.9,,388.5,,525.7,,32.0,,9693.8,,4.9,,8.4,,11.4,,-4.3,,1.3,,-3.5,,1.9,,113.15193,,115.50085,,155.69567,,58.27951,,123.37033,,46.17195,,103.76294,
2012-09,2231.8,,2199.6,,1294.6,,378.4,,526.6,,32.2,,9714.4,,12.4,,12.0,,21.5,,-10.3,,0.9,,0.4,,25.1,,113.78550,,116.13603,,158.31745,,56.73001,,123.58403,,46.74625,,104.03195,
2012-10,2274.3,,2241.0,,1344.4,,369.6,,526.9,,33.3,,9777.4,,42.7,,41.5,,50.0,,-8.8,,0.3,,1.2,,64.9,,115.96412,,118.32976,,164.43078,,55.41687,,123.65908,,48.46286,,104.72679,
2012-11,2275.4,,2241.7,,1351.9,,362.1,,527.8,,33.6,,9780.0,,1.2,,0.8,,7.5,,-7.6,,0.9,,0.3,,5.7,,116.02383,,118.37369,,165.35296,,54.28307,,123.85934,,48.95593,,104.78812,
2012-12,2255.0,,2221.9,,1363.0,,329.7,,529.3,,33.1,,9788.3,,-19.6,,-19.3,,11.4,,-32.3,,1.5,,-0.3,,16.1,,115.02518,,117.35288,,166.75260,,49.44492,,124.21031,,48.58776,,104.96195,
2013-01,2247.6,,2218.1,,1362.2,,326.1,,529.8,,29.4,,9766.5,,-6.3,,-3.0,,-0.1,,-3.5,,0.6,,-3.3,,13.9,,114.70490,,117.19655,,166.74186,,48.92602,,124.34807,,43.72107,,105.10941,
2013-02,2246.8,,2215.8,,1367.2,,318.7,,529.9,,31.0,,9783.2,,-1.9,,-3.2,,4.4,,-7.6,,0.0,,1.3,,9.8,,114.60961,,117.02726,,167.27805,,47.78382,,124.35483,,45.70684,,105.21543,
2013-03,2245.7,,2214.8,,1364.0,,321.1,,529.7,,30.9,,9803.8,,-1.5,,-2.0,,-4.0,,2.2,,-0.2,,0.5,,16.5,,114.53356,,116.92068,,166.78607,,48.11301,,124.30988,,46.48373,,105.39268,
2013-04,2274.7,,2240.3,,1389.5,,320.5,,530.3,,34.4,,9823.5,,29.7,,26.1,,26.3,,-0.8,,0.6,,3.6,,28.4,,116.04787,,118.30011,,170.00044,,47.99479,,124.45793,,51.83469,,105.69838,
