ñºñ⁄å¥ånóÒ,,,,,,,,,,,,,,,,,,,,,,,,(íPà :10â≠â~)
"Nominal, Original Series",,,,,,,,,,,,,,,,,,,,,,,,(Billion Yen)
,â∆åvç≈èIè¡îÔéxèoÅiçƒåfÅj,,,,,,,,,å`ë‘ï ëçå≈íËéëñ{å`ê¨,,,,,ëçéëñ{å`ê¨,,,ç‡â›ÅEÉTÅ[ÉrÉX,,,,,,
,,ãèèZé“â∆åvÇÃäCäOÇ≈ÇÃíºê⁄çwì¸,ÅiçTèúÅjîÒãèèZé“â∆åvÇÃçëì‡Ç≈ÇÃíºê⁄çwì¸,çëì‡â∆åvç≈èIè¡îÔéxèo,,,,,,èZëÓ,ÇªÇÃëºÇÃåöï®ÅEç\ízï®,óAëóópã@äB,ÇªÇÃëºÇÃã@äBê›îıìô,ímìIç‡éYê∂éYï®,,Ç§Çøç›å…ïœìÆ,,èÉóAèoÅiçƒåfÅj,óAèoÅiçƒåfÅj,,,óAì¸ÅiçƒåfÅj,,
,,,,,ëœãvç‡,îºëœãvç‡,îÒëœãvç‡,ÉTÅ[ÉrÉX,,,,,,,,,,,,ç‡â›,ÉTÅ[ÉrÉXÅiä‹ÇﬁîÒãèèZé“â∆åvÇÃçëì‡Ç≈ÇÃíºê⁄çwì¸Åj,,ç‡â›,ÉTÅ[ÉrÉXÅiä‹ÇﬁãèèZé“â∆åvÇÃäCäOÇ≈ÇÃíºê⁄çwì¸Åj
,"Consumptionof Households(id, at ÅòÇh)",DirectPurchasesAbroad byResidentHouseholds,(Less) DirectPurchases inthe DomesticMarket byNon-ResidentHouseholds ,Domestic FinalConsumptionExpenditure ofHouseholds,DurableGoods,Semi-DurableGoods,Non-DurableGoods,Services,,Gross Fixed Capital Formation by Type,,,,,Gross CapitalFormation,Of WhichChange inInventories,,Goods & Services,,,,,,
,,,,,,,,,,ResidentialInvestment,Other Buildingsand Structures,TransportEquipment,OtherMachinery andEquipment etc.,IntellectualPropertyProducts,,,,"Net Exports(id, at ÅòÇh)","Exports(id, at ÅòÇh)",,,"Imports(id, at ÅòÇh)",,
,,,,,,,,,,,,,,,,,,,,Goods,ServicesÅiIncluding DirectPurchases in theDomestic Marketby Non-ResidentHouseholds),,Goods,ServicesÅiIncluding DirectPurchasesAbroad byResidentHouseholds)
1994/ 1- 3.,"64,645.5 ",632.6 ,63.3 ,"64,076.2 ","5,675.5 ","5,703.2 ","17,596.4 ","35,101.0 ",,"7,246.1 ","15,656.6 ","2,089.1 ","10,426.4 ","5,165.3 ","38,131.9 ","-2,451.5 ",,"2,717.3 ","11,251.8 ","9,697.9 ","1,553.9 ","8,534.5 ","5,786.4 ","2,748.1 "
4- 6.,"64,799.4 ",593.5 ,64.1 ,"64,270.0 ","5,127.7 ","5,541.3 ","18,360.4 ","35,240.6 ",,"7,588.6 ","12,930.2 ","1,590.0 ","9,149.1 ","4,316.4 ","36,362.4 ",788.2 ,,"2,286.2 ","10,983.3 ","9,539.7 ","1,443.6 ","8,697.1 ","5,961.0 ","2,736.1 "
7- 9.,"67,059.7 ",709.5 ,59.7 ,"66,409.9 ","5,819.3 ","5,646.4 ","19,018.4 ","35,925.7 ",,"8,719.8 ","14,091.1 ","1,740.4 ","9,819.9 ","4,685.7 ","38,698.9 ",-358.0 ,,"2,147.1 ","11,236.9 ","9,843.1 ","1,393.8 ","9,089.8 ","6,230.4 ","2,859.4 "
10-12.,"68,233.9 ",617.1 ,57.8 ,"67,674.6 ","5,990.2 ","5,906.7 ","19,662.4 ","36,115.3 ",,"8,372.8 ","17,272.2 ","1,679.8 ","9,364.9 ","4,545.1 ","43,415.3 ","2,180.6 ",,"2,400.2 ","11,692.2 ","10,253.7 ","1,438.5 ","9,292.0 ","6,565.0 ","2,727.0 "
1995/ 1- 3.,"66,153.6 ",606.3 ,43.9 ,"65,591.2 ","6,283.6 ","5,795.7 ","17,807.1 ","35,704.8 ",,"7,535.0 ","14,642.1 ","2,160.2 ","10,928.3 ","5,125.2 ","37,487.6 ","-2,903.2 ",,"1,879.2 ","11,247.0 ","9,830.7 ","1,416.3 ","9,367.8 ","6,546.7 ","2,821.1 "
