"",BBK01.TSD303O,BBK01.TSD303O_FLAGS,BBK01.TSD302,BBK01.TSD302_FLAGS,BBK01.TSD304,BBK01.TSD304_FLAGS,BBK01.TSD305,BBK01.TSD305_FLAGS,BBK01.TSD306,BBK01.TSD306_FLAGS,BBK01.TS5379O,BBK01.TS5379O_FLAGS,BBK01.TS1353,BBK01.TS1353_FLAGS,BBK01.TZ5353O,BBK01.TZ5353O_FLAGS,BBK01.TZ4952,BBK01.TZ4952_FLAGS,BBK01.TZ4954,BBK01.TZ4954_FLAGS,BBK01.TZ4955,BBK01.TZ4955_FLAGS,BBK01.TZ4956,BBK01.TZ4956_FLAGS,BBK01.TZ5379O,BBK01.TZ5379O_FLAGS,BBK01.TZ1303,BBK01.TZ1303_FLAGS,BBK01.TS5303O,BBK01.TS5303O_FLAGS,BBK01.AY4952,BBK01.AY4952_FLAGS,BBK01.AY4954,BBK01.AY4954_FLAGS,BBK01.AY4955,BBK01.AY4955_FLAGS,BBK01.AY4956,BBK01.AY4956_FLAGS,BBK01.TS5329O,BBK01.TS5329O_FLAGS,BBK01.TS1303,BBK01.TS1303_FLAGS
2004-04,1506.7,,1396.6,,653.3,,237.6,,505.7,,110.1,,6260.9,,-0.7,,0.4,,5.7,,-6.7,,1.4,,-1.1,,26.9,,74.30535,,74.19846,,78.55239,,37.96608,,118.73634,,75.87896,,66.58254,
2004-05,1508.7,,1399.2,,649.2,,242.9,,507.1,,109.5,,6265.0,,2.3,,2.8,,-3.9,,5.4,,1.4,,-0.5,,7.9,,74.41760,,74.34759,,78.07999,,38.82202,,119.05971,,75.51296,,66.66639,
2004-06,1505.0,,1395.7,,650.8,,237.1,,507.8,,109.3,,6315.0,,-3.8,,-3.5,,1.1,,-5.4,,0.7,,-0.3,,46.4,,74.23238,,74.16209,,78.21751,,37.96396,,119.23224,,75.33092,,67.16071,
2004-07,1510.5,,1398.1,,649.9,,239.3,,508.9,,112.4,,6354.3,,5.5,,2.3,,-0.6,,1.8,,1.1,,3.1,,38.6,,74.50125,,74.28653,,78.14581,,38.25714,,119.49221,,77.47449,,67.57073,
2004-08,1511.9,,1402.6,,654.5,,238.0,,510.1,,109.3,,6375.3,,1.5,,4.5,,4.7,,-1.3,,1.2,,-3.0,,21.6,,74.57375,,74.52664,,78.70927,,38.04313,,119.76721,,75.37276,,67.80021,
2004-09,1517.2,,1409.1,,663.9,,234.3,,510.9,,108.1,,6417.4,,5.6,,7.0,,9.7,,-3.5,,0.8,,-1.4,,45.4,,74.85032,,74.89811,,79.87295,,37.48283,,119.95993,,74.41850,,68.28304,
2004-10,1516.3,,1409.1,,661.4,,235.3,,512.4,,107.3,,6461.3,,-0.5,,0.3,,-2.3,,1.1,,1.5,,-0.7,,46.1,,74.82797,,74.91310,,79.60144,,37.65154,,120.30835,,73.91239,,68.77364,
2004-11,1518.1,,1411.2,,671.4,,226.0,,513.7,,106.9,,6484.7,,2.9,,3.3,,11.0,,-9.1,,1.3,,-0.3,,29.1,,74.97335,,75.08711,,80.93097,,36.19538,,120.61959,,73.68712,,69.08368,
2004-12,1514.6,,1410.3,,653.1,,242.0,,515.3,,104.3,,6540.4,,-3.0,,-0.5,,-18.1,,16.1,,1.6,,-2.5,,62.2,,74.82612,,75.06306,,78.75296,,38.76659,,120.98644,,71.94358,,69.74669,
2005-01,1533.0,,1426.9,,676.7,,233.7,,516.5,,106.1,,6573.5,,17.6,,15.9,,23.1,,-8.5,,1.2,,1.7,,27.6,,75.69588,,75.90786,,81.54365,,37.40661,,121.27213,,73.13892,,70.04109,
2005-02,1541.2,,1429.8,,683.0,,230.4,,516.5,,111.4,,6608.1,,2.4,,3.2,,6.5,,-3.2,,0.0,,-0.9,,26.4,,75.81285,,76.07964,,82.32356,,36.89022,,121.26818,,72.54620,,70.32161,
2005-03,1535.2,,1427.6,,685.0,,225.9,,516.7,,107.6,,6628.9,,-6.0,,-2.2,,2.4,,-4.0,,-0.5,,-3.8,,20.1,,75.51815,,75.96487,,82.60677,,36.24948,,121.14959,,70.04847,,70.53567,
2005-04,1546.4,,1436.2,,687.5,,231.3,,517.4,,110.1,,6682.2,,11.1,,8.5,,2.5,,5.4,,0.6,,2.5,,52.7,,76.06285,,76.41972,,82.90625,,37.12090,,121.29844,,71.69275,,71.09621,
2005-05,1553.1,,1445.2,,695.6,,231.6,,518.0,,107.9,,6731.0,,5.9,,8.2,,7.5,,0.0,,0.6,,-2.3,,42.5,,76.35360,,76.85687,,83.81611,,37.12596,,121.44824,,70.19190,,71.54796,
2005-06,1562.9,,1451.2,,703.5,,229.8,,517.9,,111.7,,6807.2,,9.3,,5.7,,7.8,,-1.9,,-0.2,,3.6,,67.3,,76.81096,,77.16123,,84.75297,,36.82342,,121.40974,,72.52074,,72.22966,
2005-07,1572.7,,1459.8,,712.3,,228.9,,518.5,,113.0,,6876.1,,10.0,,8.7,,8.8,,-0.8,,0.7,,1.3,,69.0,,77.30209,,77.62169,,85.81595,,36.68816,,121.56946,,73.38646,,72.96160,
2005-08,1580.6,,1463.8,,717.0,,228.1,,518.7,,116.8,,6910.9,,7.9,,4.0,,4.7,,-0.8,,0.2,,3.9,,35.9,,77.68881,,77.83422,,86.37905,,36.55331,,121.60781,,75.90102,,73.34222,
2005-09,1582.4,,1468.4,,719.2,,229.8,,519.4,,114.0,,6972.3,,1.5,,4.4,,2.0,,1.7,,0.7,,-2.9,,60.8,,77.76337,,78.07015,,86.62535,,36.82453,,121.77225,,74.00412,,73.98764,
2005-10,1590.3,,1473.8,,723.2,,231.3,,519.3,,116.6,,6991.0,,7.9,,5.3,,4.5,,0.9,,-0.1,,2.6,,14.5,,78.15137,,78.35167,,87.16551,,36.97456,,121.74255,,75.69257,,74.14082,
2005-11,1587.6,,1472.1,,719.9,,232.8,,519.4,,115.5,,7026.0,,-3.3,,-1.9,,-3.5,,1.5,,0.1,,-1.4,,19.0,,77.98969,,78.25199,,86.74496,,37.20908,,121.77676,,74.77371,,74.34132,
2005-12,1590.5,,1476.7,,722.9,,235.4,,518.4,,113.8,,7087.7,,2.8,,4.6,,3.0,,2.5,,-1.0,,-1.7,,46.1,,78.12910,,78.49496,,87.11121,,37.61369,,121.54231,,73.65173,,74.82698,
2006-01,1598.6,,1486.2,,725.8,,243.1,,517.4,,112.4,,7118.4,,8.3,,9.9,,3.2,,7.8,,-1.1,,-1.7,,42.5,,78.53462,,79.02316,,87.49396,,38.86537,,121.29123,,72.56273,,75.27523,
2006-02,1598.3,,1487.5,,724.9,,246.2,,516.4,,110.8,,7171.6,,-0.7,,0.9,,-1.2,,3.0,,-0.9,,-1.6,,50.7,,78.49969,,79.07059,,87.35122,,39.34559,,121.07385,,71.52756,,75.81102,
2006-03,1616.0,,1498.4,,734.6,,249.0,,514.9,,117.6,,7223.4,,18.2,,11.3,,10.0,,2.9,,-1.6,,6.9,,62.7,,79.39490,,79.67313,,88.55198,,39.81330,,120.70921,,75.97560,,76.47381,
2006-04,1632.0,,1517.3,,743.6,,260.0,,513.7,,114.8,,7306.3,,16.5,,19.3,,9.4,,11.1,,-1.2,,-2.8,,86.9,,80.20410,,80.69908,,89.68296,,41.58822,,120.43083,,74.15175,,77.39406,
2006-05,1625.5,,1505.7,,737.5,,257.2,,511.1,,119.8,,7347.1,,2.1,,-2.2,,3.0,,-2.6,,-2.6,,4.4,,47.6,,80.30937,,80.58069,,90.04232,,41.16984,,119.82368,,76.97394,,77.89866,
2006-06,1642.5,,1523.3,,747.7,,266.1,,509.5,,119.2,,7386.0,,6.3,,8.5,,1.2,,8.9,,-1.6,,-2.2,,42.3,,80.62111,,81.03515,,90.18807,,42.60013,,119.43990,,75.57223,,78.34724,
2006-07,1637.6,,1521.0,,746.1,,268.6,,506.3,,116.5,,7402.8,,-4.9,,-2.2,,-1.5,,2.4,,-3.1,,-2.7,,20.5,,80.38172,,80.91700,,90.00355,,42.99102,,118.70550,,73.88838,,78.56514,
2006-08,1642.8,,1520.9,,742.3,,275.9,,502.7,,121.9,,7476.0,,4.8,,-0.6,,-4.4,,7.4,,-3.6,,5.4,,63.9,,80.61533,,80.88497,,89.47820,,44.17175,,117.85606,,77.28720,,79.24210,
2006-09,1650.4,,1525.9,,738.2,,288.1,,499.5,,124.5,,7575.0,,8.4,,4.8,,-4.2,,12.2,,-3.2,,3.6,,88.3,,81.02773,,81.14036,,88.97475,,46.12066,,117.10720,,79.57123,,80.17832,
2006-10,1642.5,,1523.4,,732.2,,295.6,,495.6,,119.2,,7595.0,,-7.9,,-2.5,,-6.1,,7.5,,-3.9,,-5.4,,23.1,,80.64111,,81.00619,,88.24226,,47.31878,,116.18585,,76.15128,,80.42275,
2006-11,1650.4,,1535.9,,741.1,,303.8,,490.9,,114.6,,7647.7,,8.6,,13.1,,9.4,,8.4,,-4.6,,-4.5,,74.7,,81.06554,,81.70418,,89.37434,,48.65718,,115.10033,,73.28803,,81.21475,
2006-12,1669.0,,1553.1,,756.8,,309.3,,487.0,,115.9,,7756.5,,18.6,,17.2,,15.7,,5.5,,-4.0,,1.4,,104.3,,81.97825,,82.62013,,91.26317,,49.53932,,114.17354,,74.16070,,82.32078,
2007-01,1680.3,,1559.9,,756.8,,322.2,,480.9,,120.4,,7837.4,,10.9,,6.4,,-0.2,,12.8,,-6.2,,4.4,,64.1,,82.51231,,82.96310,,91.24422,,51.58260,,112.73112,,76.99230,,83.00063,
2007-02,1686.3,,1563.2,,757.8,,329.1,,476.3,,123.1,,7891.9,,6.8,,3.6,,1.2,,7.0,,-4.6,,3.2,,58.3,,82.84658,,83.15494,,91.38775,,52.70372,,111.65601,,79.03796,,83.61759,
2007-03,1703.4,,1576.2,,763.3,,339.4,,473.6,,127.2,,8009.9,,17.3,,13.2,,5.6,,10.3,,-2.7,,4.1,,120.8,,83.69813,,83.85799,,92.06368,,54.36044,,111.01518,,81.68054,,84.89724,
2007-04,1708.9,,1585.7,,761.1,,354.4,,470.1,,123.3,,8037.3,,6.5,,9.3,,-2.4,,15.1,,-3.4,,-2.8,,35.5,,84.01904,,84.35442,,91.77354,,56.78708,,110.21530,,79.88268,,85.27380,
2007-05,1716.8,,1591.7,,768.0,,357.2,,466.6,,125.1,,8130.3,,7.7,,5.9,,6.7,,2.7,,-3.5,,1.8,,86.2,,84.39771,,84.66947,,92.58140,,57.22754,,109.38861,,81.03622,,86.18792,
2007-06,1743.2,,1613.2,,775.6,,374.1,,463.5,,130.0,,8205.0,,25.1,,21.5,,7.7,,16.9,,-3.1,,3.6,,72.8,,85.63332,,85.81371,,93.50821,,59.94272,,108.65671,,83.38393,,86.95949,
2007-07,1758.8,,1625.0,,786.1,,380.3,,458.5,,133.9,,8289.8,,15.2,,12.0,,10.7,,6.3,,-5.0,,3.2,,87.5,,86.37944,,86.45003,,94.79246,,60.95256,,107.48599,,85.45315,,87.88729,
2007-08,1768.8,,1640.2,,780.9,,403.9,,455.5,,128.6,,8342.4,,11.6,,15.1,,-5.4,,23.5,,-3.0,,-3.5,,54.7,,86.94899,,87.25178,,94.14344,,64.71390,,106.77868,,83.23630,,88.46759,
2007-09,1792.2,,1663.1,,788.8,,421.9,,452.5,,129.0,,8419.0,,24.5,,23.8,,8.3,,18.4,,-3.0,,0.7,,87.3,,88.15126,,88.51643,,95.14819,,67.66105,,106.08618,,83.67908,,89.39317,
2007-10,1787.4,,1662.7,,777.8,,436.4,,448.5,,124.8,,8539.9,,-2.5,,-0.3,,-10.7,,14.5,,-4.0,,-2.3,,100.9,,88.02627,,88.50302,,93.85472,,69.98775,,105.14016,,82.19436,,90.46317,
2007-11,1820.6,,1685.1,,789.8,,449.5,,445.8,,135.5,,8625.9,,32.9,,22.4,,12.2,,12.8,,-2.7,,10.6,,89.3,,89.64702,,89.69291,,95.32862,,72.04055,,104.51611,,89.14902,,91.40900,
2007-12,1847.5,,1716.7,,785.9,,484.9,,445.9,,130.8,,8650.0,,26.8,,31.5,,-4.1,,35.5,,0.1,,-4.7,,35.6,,90.96735,,91.36905,,94.83166,,77.73077,,104.54079,,86.07263,,91.78670,
2008-01,1871.0,,1727.4,,790.8,,495.7,,441.0,,143.6,,8795.8,,22.4,,9.4,,4.3,,10.0,,-5.0,,12.9,,81.2,,92.06814,,91.87067,,95.35504,,79.33990,,103.38011,,94.58244,,92.64779,
2008-02,1889.5,,1745.9,,788.3,,519.7,,437.9,,143.5,,8846.5,,19.1,,18.9,,-2.2,,24.2,,-3.1,,0.1,,56.3,,93.00614,,92.87700,,95.09232,,83.20921,,102.65949,,94.67466,,93.24059,
2008-03,1897.7,,1758.2,,798.3,,523.0,,436.9,,139.5,,8868.4,,9.6,,13.2,,10.6,,3.6,,-1.0,,-3.7,,25.5,,93.47652,,93.58090,,96.37315,,83.78305,,102.43207,,92.25017,,93.50950,
2008-04,1911.1,,1764.3,,785.1,,544.3,,435.0,,146.8,,8945.9,,13.3,,6.0,,-13.3,,21.3,,-1.9,,7.2,,76.3,,94.12922,,93.90286,,94.76424,,87.19565,,101.98078,,97.01126,,94.31416,
2008-05,1922.5,,1779.2,,788.4,,557.2,,433.6,,143.2,,9016.6,,8.3,,13.0,,1.4,,13.0,,-1.4,,-4.6,,68.1,,94.53896,,94.59279,,94.93360,,89.27258,,101.65157,,93.94213,,95.03155,
2008-06,1931.4,,1785.4,,794.7,,558.2,,432.5,,146.0,,9039.5,,9.5,,6.6,,6.5,,1.2,,-1.1,,2.9,,30.0,,95.00451,,94.94336,,95.71039,,89.46692,,101.40071,,95.82626,,95.34702,
2008-07,1942.3,,1797.1,,779.2,,589.9,,428.1,,145.2,,9107.7,,10.8,,11.7,,-15.5,,31.7,,-4.5,,-0.8,,63.1,,95.53753,,95.56341,,93.84151,,94.53984,,100.35162,,95.28533,,96.01264,
2008-08,1952.1,,1808.7,,783.2,,599.8,,425.7,,143.4,,9142.8,,7.6,,9.9,,3.1,,9.1,,-2.3,,-2.2,,23.9,,95.91175,,96.08745,,94.21062,,95.99912,,99.80897,,93.81057,,96.26459,
2008-09,1969.2,,1822.0,,796.0,,602.9,,423.1,,147.1,,9222.3,,15.3,,12.0,,12.2,,2.4,,-2.6,,3.3,,70.4,,96.66139,,96.72272,,95.67502,,96.38316,,99.19621,,95.96892,,97.00545,
2008-10,2012.6,,1866.6,,826.1,,618.1,,422.3,,146.1,,9370.0,,38.2,,40.1,,27.8,,13.2,,-0.8,,-1.9,,118.8,,98.53683,,98.85344,,99.01087,,98.48852,,99.01186,,94.70880,,98.25433,
2008-11,2030.8,,1869.7,,817.9,,629.4,,422.5,,161.1,,9385.5,,22.4,,5.5,,-8.1,,13.5,,0.1,,16.9,,19.7,,99.63160,,99.14356,,98.03716,,100.63723,,99.03930,,105.65449,,98.46077,
2008-12,2021.4,,1859.8,,828.7,,606.2,,425.0,,161.6,,9402.2,,-5.6,,-6.8,,12.2,,-21.5,,2.5,,1.2,,35.7,,99.35765,,98.78399,,99.50231,,97.19931,,99.62439,,106.43935,,98.83647,
2009-01,2044.1,,1895.6,,889.8,,577.4,,428.4,,148.5,,9407.3,,20.0,,33.8,,60.0,,-29.7,,3.4,,-13.8,,-59.7,,100.34053,,100.57684,,106.71030,,92.43595,,100.42796,,97.37600,,98.21071,
2009-02,2055.6,,1900.6,,909.5,,558.7,,432.4,,154.9,,9441.8,,11.7,,5.0,,19.5,,-18.6,,4.1,,6.7,,35.9,,100.91314,,100.84272,,109.05446,,89.45992,,101.37784,,101.73909,,98.58560,
2009-03,2035.9,,1886.1,,908.8,,541.3,,436.0,,149.8,,9403.9,,-18.1,,-13.4,,0.2,,-17.2,,3.6,,-4.7,,-27.6,,100.02500,,100.13154,,109.07649,,86.70900,,102.22045,,98.66088,,98.29755,
2009-04,2053.9,,1897.0,,924.0,,533.6,,439.3,,157.0,,9453.1,,18.0,,10.9,,31.9,,-24.9,,4.0,,7.1,,50.4,,100.90948,,100.71127,,112.90040,,82.71736,,103.15349,,103.32519,,98.82402,
2009-05,2041.7,,1883.0,,926.0,,514.6,,442.5,,158.7,,9420.9,,-10.6,,-12.8,,2.5,,-18.5,,3.1,,2.2,,-11.4,,100.38699,,100.02953,,113.20803,,79.85030,,103.88990,,104.77722,,98.70648,
2009-06,2025.0,,1875.4,,944.2,,483.8,,447.3,,149.6,,9422.0,,-16.0,,-7.4,,18.5,,-30.8,,4.9,,-8.6,,8.8,,99.60251,,99.63744,,115.47048,,75.07843,,105.03182,,99.11544,,98.79895,
2009-07,2010.1,,1867.8,,953.5,,461.8,,452.4,,142.3,,9431.4,,-14.9,,-7.6,,9.3,,-21.9,,5.1,,-7.3,,8.3,,98.87114,,99.23536,,116.60599,,71.67445,,106.22494,,94.27797,,98.88628,
2009-08,1994.4,,1865.5,,967.8,,439.9,,457.8,,128.9,,9385.7,,-15.4,,-2.1,,14.4,,-21.9,,5.4,,-13.3,,-44.2,,98.11389,,99.12639,,118.36687,,68.28201,,107.49485,,85.43612,,98.42231,
2009-09,2000.8,,1861.5,,983.5,,416.3,,461.7,,139.3,,9410.6,,7.2,,-3.4,,16.1,,-23.4,,3.9,,10.6,,33.8,,98.46791,,98.94604,,120.33572,,64.64938,,108.41303,,92.45608,,98.77615,
2009-10,1999.1,,1861.5,,1009.4,,385.6,,466.5,,137.5,,9385.7,,-1.2,,0.5,,26.1,,-30.3,,4.7,,-1.7,,-22.9,,98.40757,,98.97129,,123.52644,,59.93717,,109.52581,,91.32714,,98.53565,
2009-11,1990.5,,1855.8,,1014.1,,371.1,,470.6,,134.7,,9356.3,,-8.2,,-5.4,,4.9,,-14.4,,4.1,,-2.8,,-28.2,,98.00421,,98.68297,,124.12126,,57.69872,,110.49298,,89.48710,,98.23986,
2009-12,1986.7,,1849.6,,1011.2,,363.7,,474.7,,137.1,,9347.0,,-5.0,,-7.1,,-3.5,,-7.6,,4.1,,2.1,,29.4,,97.75862,,98.30511,,123.68854,,56.51046,,111.44873,,90.89428,,98.53169,
2010-01,1993.6,,1869.6,,1043.9,,346.8,,478.8,,124.1,,9332.4,,5.9,,19.2,,32.2,,-17.1,,4.2,,-13.2,,-19.2,,98.05106,,99.32504,,127.62264,,53.84726,,112.42785,,82.10873,,98.32924,
2010-02,2006.1,,1872.6,,1047.4,,341.9,,483.2,,133.5,,9330.6,,7.3,,-2.0,,3.2,,-9.5,,4.3,,9.3,,-10.7,,98.41181,,99.21969,,128.00819,,52.37696,,113.44524,,88.27473,,98.21607,
2010-03,1996.1,,1864.3,,1035.2,,343.0,,486.1,,131.8,,9330.1,,-10.6,,-8.4,,-12.3,,1.0,,3.0,,-2.2,,-2.2,,97.89157,,98.77598,,126.50340,,52.52835,,114.13781,,86.80000,,98.19280,
2010-04,2030.1,,1884.0,,1074.9,,320.0,,489.2,,146.1,,9375.7,,32.6,,18.4,,39.5,,-24.2,,3.1,,14.2,,38.3,,99.48814,,99.74880,,131.32435,,48.82648,,114.86086,,96.14704,,98.59538,
2010-05,2042.5,,1891.5,,1086.1,,313.3,,492.2,,151.0,,9388.6,,9.8,,5.7,,10.0,,-7.2,,2.9,,4.1,,-3.0,,99.97035,,100.05042,,132.54014,,47.72825,,115.55184,,98.87347,,98.56355,
2010-06,1960.5,,1895.7,,1089.7,,311.7,,494.2,,64.8,,9234.7,,4.6,,3.7,,1.6,,0.0,,2.1,,1.0,,30.8,,100.20742,,100.24459,,132.72948,,47.73566,,116.03816,,100.40365,,98.89107,
2010-07,1958.0,,1900.1,,1093.9,,307.9,,498.3,,57.9,,9232.8,,-0.9,,5.7,,4.9,,-3.2,,4.0,,-6.6,,7.7,,100.16259,,100.54548,,133.32610,,47.23888,,116.98587,,90.23523,,98.97392,
2010-08,1964.4,,1907.7,,1096.8,,310.2,,500.7,,56.7,,9263.6,,5.5,,6.9,,2.6,,1.8,,2.5,,-1.5,,29.1,,100.44155,,100.91225,,133.64602,,47.51842,,117.56907,,87.93051,,99.28587,
2010-09,1972.6,,1912.2,,1093.4,,314.5,,504.2,,60.5,,9270.2,,10.6,,6.0,,-2.2,,4.7,,3.5,,4.6,,19.5,,100.98184,,101.22999,,133.37383,,48.24510,,118.38987,,95.00441,,99.49486,
2010-10,1970.2,,1915.5,,1092.1,,316.0,,507.4,,54.7,,9273.1,,-1.9,,3.7,,-1.0,,1.5,,3.2,,-5.6,,6.1,,100.88601,,101.42539,,133.25609,,48.47299,,119.13442,,86.26308,,99.56052,
2010-11,1980.6,,1924.7,,1100.5,,313.8,,510.4,,55.9,,9291.5,,8.3,,7.7,,8.0,,-3.2,,3.0,,0.5,,5.7,,101.30850,,101.83469,,134.22676,,47.98120,,119.83397,,87.08427,,99.62218,
2010-12,1986.7,,1931.1,,1105.2,,313.0,,512.9,,55.7,,9294.6,,7.6,,7.7,,5.7,,-0.8,,2.8,,-0.1,,9.0,,101.69668,,102.23965,,134.92207,,47.85810,,120.48177,,86.98302,,99.71875,
2011-01,2004.7,,1952.6,,1122.2,,315.5,,514.9,,52.0,,9324.5,,18.7,,22.1,,17.8,,2.4,,2.0,,-3.4,,2.3,,102.65548,,103.41231,,137.08997,,48.21972,,120.95784,,81.64056,,99.74795,
2011-02,1995.7,,1946.4,,1109.3,,321.8,,515.3,,49.3,,9333.4,,-8.7,,-6.0,,-12.9,,6.4,,0.4,,-2.6,,5.4,,102.21201,,103.09259,,135.51935,,49.20180,,121.05026,,77.52527,,99.80610,
2011-03,2007.3,,1958.7,,1115.4,,325.9,,517.4,,48.5,,9340.6,,12.3,,13.0,,6.7,,4.2,,2.1,,-0.7,,15.1,,102.84308,,103.78189,,136.33427,,49.84306,,121.55493,,76.43799,,99.96792,
2011-04,2023.0,,1974.6,,1119.2,,337.1,,518.3,,48.4,,9349.2,,14.3,,14.2,,5.2,,9.0,,0.0,,0.2,,9.3,,103.57785,,104.53199,,136.97164,,51.21551,,121.54759,,76.72776,,100.06579,
2011-05,2027.3,,1981.8,,1118.7,,346.0,,517.1,,45.5,,9369.1,,3.1,,6.3,,-1.2,,8.7,,-1.2,,-3.2,,-2.4,,103.73468,,104.86354,,136.82288,,52.53134,,121.27036,,71.65338,,100.03951,
2011-06,2039.1,,1990.9,,1127.2,,347.1,,516.6,,48.2,,9380.2,,12.3,,9.5,,8.8,,1.2,,-0.5,,2.8,,8.8,,104.36328,,105.36504,,137.90034,,52.71171,,121.14838,,76.07452,,100.13368,
2011-07,2049.3,,2003.0,,1128.7,,358.6,,515.7,,46.3,,9392.4,,8.7,,11.2,,0.8,,11.3,,-0.9,,-2.5,,9.9,,104.80870,,105.95984,,137.99588,,54.43345,,120.94206,,72.07450,,100.23916,
2011-08,2067.2,,2019.1,,1141.2,,363.0,,514.9,,48.2,,9460.1,,17.4,,15.2,,12.2,,3.8,,-0.8,,2.1,,69.4,,105.69762,,106.76613,,139.49176,,55.01503,,120.74824,,75.40684,,100.98003,
2011-09,2084.9,,2040.0,,1147.1,,378.3,,514.6,,44.9,,9489.8,,14.9,,18.9,,4.0,,15.2,,-0.3,,-4.0,,19.7,,106.46104,,107.76496,,139.97508,,57.32187,,120.68117,,69.20984,,101.19095,
2011-10,2081.1,,2043.2,,1151.5,,377.0,,514.7,,37.9,,9459.0,,-2.2,,4.5,,5.5,,-1.1,,0.1,,-6.7,,-22.3,,106.34952,,108.00310,,140.64016,,57.16044,,120.71004,,58.88521,,100.95284,
2011-11,2094.5,,2052.6,,1156.0,,380.9,,515.8,,41.8,,9477.1,,10.5,,6.9,,2.9,,3.6,,0.4,,3.6,,9.8,,106.88599,,108.36935,,140.99349,,57.70795,,120.81012,,64.43667,,101.05740,
2011-12,2104.2,,2063.5,,1170.8,,376.8,,515.9,,40.8,,9497.2,,8.2,,9.7,,13.9,,-4.4,,0.2,,-1.5,,24.1,,107.30461,,108.88242,,142.69244,,57.04694,,120.84560,,62.10385,,101.31063,
2012-01,2114.9,,2076.5,,1173.4,,385.6,,517.5,,38.4,,9510.3,,10.8,,13.5,,3.0,,8.9,,1.6,,-2.8,,33.6,,107.85358,,109.59710,,143.05616,,58.39873,,121.22728,,57.86859,,101.66704,
2012-02,2122.4,,2083.0,,1181.3,,382.8,,518.9,,39.4,,9539.0,,12.9,,11.6,,12.0,,-2.7,,2.4,,1.3,,43.8,,108.51104,,110.21150,,144.51550,,57.99277,,121.77814,,59.75600,,102.13501,
2012-03,2133.7,,2096.7,,1194.7,,381.4,,520.6,,36.9,,9606.1,,11.1,,13.6,,13.3,,-1.4,,1.7,,-2.5,,68.2,,109.07718,,110.92934,,146.14323,,57.77425,,122.17810,,55.97012,,102.86514,
2012-04,2144.3,,2109.7,,1202.5,,386.6,,520.7,,34.5,,9576.6,,6.7,,10.3,,7.6,,2.6,,0.1,,-3.6,,-29.5,,109.41791,,111.47220,,147.07390,,58.16157,,122.20077,,50.51908,,102.55005,
2012-05,2159.7,,2126.9,,1217.9,,387.2,,521.9,,32.8,,9626.4,,13.2,,15.6,,14.2,,0.1,,1.2,,-2.3,,37.6,,110.09183,,112.29382,,148.81477,,58.18182,,122.47817,,47.09255,,102.95225,
2012-06,2186.8,,2155.8,,1237.3,,395.3,,523.1,,31.1,,9653.6,,27.7,,29.3,,19.7,,8.3,,1.3,,-1.6,,25.9,,111.50214,,113.83939,,151.22570,,59.42578,,122.77510,,44.78727,,103.22882,
2012-07,2216.1,,2180.5,,1263.1,,393.0,,524.4,,35.6,,9704.8,,27.5,,23.2,,25.2,,-3.3,,1.3,,4.3,,48.0,,112.90339,,115.06318,,154.30895,,58.92742,,123.07190,,50.99699,,103.74189,
2012-08,2220.2,,2188.2,,1274.0,,388.5,,525.7,,32.0,,9693.8,,5.0,,8.4,,11.4,,-4.3,,1.3,,-3.4,,1.9,,113.15847,,115.50607,,155.70314,,58.28356,,123.37105,,46.15158,,103.76294,
2012-09,2231.7,,2199.5,,1294.6,,378.3,,526.5,,32.2,,9714.4,,12.2,,11.9,,21.4,,-10.5,,0.9,,0.4,,25.1,,113.78115,,116.13196,,158.32448,,56.71588,,123.57319,,46.67093,,104.03195,
2012-10,2274.3,,2241.0,,1344.4,,369.7,,526.9,,33.3,,9777.4,,42.9,,41.7,,49.9,,-8.6,,0.4,,1.2,,64.9,,115.96833,,118.33240,,164.42586,,55.42867,,123.66024,,48.44516,,104.72679,
2012-11,2275.2,,2241.6,,1351.9,,361.9,,527.8,,33.6,,9780.0,,1.0,,0.6,,7.5,,-7.8,,0.9,,0.3,,5.7,,116.01784,,118.36588,,165.34828,,54.26509,,123.86049,,48.93518,,104.78812,
2012-12,2254.9,,2221.7,,1363.0,,329.5,,529.3,,33.1,,9788.3,,-19.6,,-19.4,,11.4,,-32.3,,1.5,,-0.2,,16.1,,115.01749,,117.34306,,166.74844,,49.42031,,124.21138,,48.57440,,104.96195,
2013-01,2247.5,,2218.1,,1362.1,,326.1,,529.9,,29.5,,9766.5,,-6.1,,-2.8,,-0.1,,-3.3,,0.6,,-3.3,,13.9,,114.70531,,117.19412,,166.73649,,48.92395,,124.34902,,43.73689,,105.10941,
2013-02,2246.7,,2215.7,,1367.1,,318.7,,529.9,,31.0,,9783.2,,-1.9,,-3.2,,4.4,,-7.6,,0.0,,1.3,,9.8,,114.60983,,117.02562,,167.27256,,47.78423,,124.35571,,45.69395,,105.21543,
2013-03,2245.8,,2214.8,,1364.0,,321.1,,529.7,,31.0,,9803.8,,-1.3,,-2.0,,-4.0,,2.2,,-0.2,,0.6,,16.5,,114.54167,,116.92158,,166.78216,,48.11797,,124.31200,,46.62838,,105.39268,
2013-04,2274.7,,2240.4,,1389.5,,320.6,,530.3,,34.3,,9823.5,,29.6,,26.2,,26.3,,-0.8,,0.6,,3.4,,28.4,,116.04985,,118.30323,,169.99848,,48.00312,,124.46070,,51.73371,,105.69838,
