é¿éøãGêﬂí≤êÆånóÒ,,,,,,,,,,,,,,,,,,,,,,,,(íPà :2015óÔîNòAçΩâøäiÅA10â≠â~)
"Real, Seasonally Adjusted Series",,,,,,,,,,,,,,,,,,,,,,,,(Billions of Chained (2015) Yen)
,â∆åvç≈èIè¡îÔéxèoÅiçƒåfÅj,,,,,,,,,å`ë‘ï ëçå≈íËéëñ{å`ê¨,,,,,ëçéëñ{å`ê¨,,,ç‡â›ÅEÉTÅ[ÉrÉX,,,,,,
,,ãèèZé“â∆åvÇÃäCäOÇ≈ÇÃíºê⁄çwì¸,ÅiçTèúÅjîÒãèèZé“â∆åvÇÃçëì‡Ç≈ÇÃíºê⁄çwì¸,çëì‡â∆åvç≈èIè¡îÔéxèo,,,,,,èZëÓ,ÇªÇÃëºÇÃåöï®ÅEç\ízï®,óAëóópã@äB,ÇªÇÃëºÇÃã@äBê›îıìô,ímìIç‡éYê∂éYï®,,Ç§Çøç›å…ïœìÆ,,èÉóAèoÅiçƒåfÅj,óAèoÅiçƒåfÅj,,,óAì¸ÅiçƒåfÅj,,
,,,,,ëœãvç‡,îºëœãvç‡,îÒëœãvç‡,ÉTÅ[ÉrÉX,,,,,,,,,,,,ç‡â›,ÉTÅ[ÉrÉXÅiä‹ÇﬁîÒãèèZé“â∆åvÇÃçëì‡Ç≈ÇÃíºê⁄çwì¸Åj,,ç‡â›,ÉTÅ[ÉrÉXÅiä‹ÇﬁãèèZé“â∆åvÇÃäCäOÇ≈ÇÃíºê⁄çwì¸Åj
,"Consumptionof Households(id, at ÅòÇh)",DirectPurchasesAbroad byResidentHouseholds,(Less) DirectPurchases inthe DomesticMarket byNon-ResidentHouseholds ,Domestic FinalConsumptionExpenditure ofHouseholds,DurableGoods,Semi-DurableGoods,Non-DurableGoods,Services,,Gross Fixed Capital Formation by Type,,,,,Gross CapitalFormation,Of WhichChange inInventories,,Goods & Services,,,,,,
,,,,,,,,,,ResidentialInvestment,Other Buildingsand Structures,TransportEquipment,OtherMachinery andEquipment etc.,IntellectualPropertyProducts,,,,"Net Exports(id, at ÅòÇh)","Exports(id, at ÅòÇh)",,,"Imports(id, at ÅòÇh)",,
,,,,,,,,,,,,,,,,,,,,Goods,ServicesÅiIncluding DirectPurchases in theDomestic Marketby Non-ResidentHouseholds),,Goods,ServicesÅiIncluding DirectPurchasesAbroad byResidentHouseholds)
1994/ 1- 3.,"243,652.2 ","5,873.1 ",275.2 ,"239,795.7 ","6,861.8 ","20,865.8 ","81,212.3 ","142,037.0 ",,"31,296.6 ","65,936.1 ","6,723.5 ","23,697.8 ","18,487.2 ","143,883.4 ","3,825.1 ",,"-7,720.2 ","37,756.0 ","31,797.3 ","6,033.0 ","45,476.2 ","30,861.4 ","13,835.3 "
4- 6.,"244,818.6 ","5,873.1 ",275.7 ,"240,954.3 ","7,073.7 ","21,455.8 ","81,308.1 ","141,906.8 ",,"32,492.6 ","65,792.3 ","6,671.5 ","24,349.9 ","18,484.0 ","139,563.4 ","-2,395.9 ",,"-8,364.3 ","37,963.9 ","31,906.8 ","6,147.2 ","46,328.2 ","31,619.6 ","13,923.4 "
7- 9.,"246,657.6 ","5,802.2 ",230.7 ,"242,768.3 ","7,414.2 ","20,975.8 ","82,320.3 ","142,408.1 ",,"35,050.3 ","62,230.5 ","6,892.9 ","24,606.9 ","18,810.5 ","142,834.5 ",395.3 ,,"-9,067.4 ","38,658.3 ","32,801.2 ","5,873.8 ","47,725.7 ","32,870.2 ","14,061.5 "
10-12.,"246,774.1 ","5,718.5 ",224.5 ,"242,912.2 ","7,603.9 ","20,903.8 ","81,871.2 ","142,460.3 ",,"33,666.1 ","61,444.2 ","6,854.9 ","25,366.6 ","18,890.5 ","140,840.1 ",-903.0 ,,"-9,379.0 ","38,820.5 ","33,046.3 ","5,764.5 ","48,199.5 ","33,854.4 ","13,575.9 "
1995/ 1- 3.,"248,855.5 ","6,043.0 ",191.3 ,"244,817.5 ","8,002.7 ","21,422.3 ","83,181.6 ","141,525.8 ",,"32,598.3 ","61,845.1 ","7,053.4 ","25,434.9 ","18,572.3 ","143,010.6 ","2,258.7 ",,"-10,500.2 ","39,311.6 ","33,577.9 ","5,695.7 ","49,811.9 ","34,627.8 ","14,371.3 "
