"",BBDA1.M.DE.Y.IM.S.GP09IS12.W1.A.V.ABA.A,BBDA1.M.DE.Y.IM.S.GP09IS12.W1.A.V.ABA.A_FLAGS,BBDA1.M.DE.Y.IM.S.GP09IS02.W1.A.V.ABA.A,BBDA1.M.DE.Y.IM.S.GP09IS02.W1.A.V.ABA.A_FLAGS,BBDA1.M.DE.Y.IM.S.GP09IS03.W1.A.V.ABA.A,BBDA1.M.DE.Y.IM.S.GP09IS03.W1.A.V.ABA.A_FLAGS,BBDA1.M.DE.Y.IM.S.GP09IS04.W1.A.V.ABA.A,BBDA1.M.DE.Y.IM.S.GP09IS04.W1.A.V.ABA.A_FLAGS,BBDA1.M.DE.Y.IM.S.GP09IS07.W1.A.V.ABA.A,BBDA1.M.DE.Y.IM.S.GP09IS07.W1.A.V.ABA.A_FLAGS,BBDA1.M.DE.Y.IM.S.GP09IS12.W1.A.C.A15.A,BBDA1.M.DE.Y.IM.S.GP09IS12.W1.A.C.A15.A_FLAGS,BBDA1.M.DE.Y.IM.S.GP09IS07.W1.A.C.A15.A,BBDA1.M.DE.Y.IM.S.GP09IS07.W1.A.C.A15.A_FLAGS,BBDA1.M.DE.Y.IM.S.GP09IS09.W1.A.V.ABA.A,BBDA1.M.DE.Y.IM.S.GP09IS09.W1.A.V.ABA.A_FLAGS,BBDA1.M.DE.Y.IM.S.GP09IS11.W1.A.V.ABA.A,BBDA1.M.DE.Y.IM.S.GP09IS11.W1.A.V.ABA.A_FLAGS,BBDA1.M.DE.Y.IM.S.GP09I028.W1.A.V.ABA.A,BBDA1.M.DE.Y.IM.S.GP09I028.W1.A.V.ABA.A_FLAGS,BBDA1.M.DE.Y.IM.S.GP09IS10.W1.A.V.ABA.A,BBDA1.M.DE.Y.IM.S.GP09IS10.W1.A.V.ABA.A_FLAGS,BBDA1.M.DE.Y.IM.S.GP09I029.W1.A.V.ABA.A,BBDA1.M.DE.Y.IM.S.GP09I029.W1.A.V.ABA.A_FLAGS
"","German foreign trade: imports / At current prices, flows / Aggregate excluding energy (MIG) / Rest of the World / Calendar and seasonally adjusted",,"German foreign trade: imports / At current prices, flows / Intermediate products / Rest of the World / Calendar and seasonally adjusted",,"German foreign trade: imports / At current prices, flows / Capital goods / Rest of the World / Calendar and seasonally adjusted",,"German foreign trade: imports / At current prices, flows / Consumer goods / Rest of the World / Calendar and seasonally adjusted",,"German foreign trade: imports / At current prices, flows / Energy / Rest of the World / Calendar and seasonally adjusted",,German foreign trade: imports / At constant prices / Aggregate excluding energy (MIG) / Rest of the World / Calendar and seasonally adjusted,,German foreign trade: imports / At constant prices / Energy / Rest of the World / Calendar and seasonally adjusted,,"German foreign trade: imports / At current prices, flows / Chemicals and chemical/pharmaceutical products (new: items 20+21) / Rest of the World / Calendar and seasonally adjusted",,"German foreign trade: imports / At current prices, flows / Metals and metal products (new: items 24+25) / Rest of the World / Calendar and seasonally adjusted",,"German foreign trade: imports / At current prices, flows / 28 Machinery and equipment / Rest of the World / Calendar and seasonally adjusted",,"German foreign trade: imports / At current prices, flows / Computer, electronic and optical products plus electrical equipment (new: items 26+27) / Rest of the World / Calendar and seasonally adjusted",,"German foreign trade: imports / At current prices, flows / 29 Motor vehicles, trailers and semi-trailers / Rest of the World / Calendar and seasonally adjusted",
unit,DM/EURO,,DM/EURO,,DM/EURO,,DM/EURO,,DM/EURO,,DM/EURO,,DM/EURO,,DM/EURO,,DM/EURO,,DM/EURO,,DM/EURO,,DM/EURO,
unit multiplier,billion,,billion,,billion,,billion,,billion,,billion,,billion,,billion,,billion,,billion,,billion,,billion,
last update,2021-09-22 07:48:54,,2021-09-22 07:48:47,,2021-09-22 07:48:48,,2021-09-22 07:48:49,,2021-09-22 07:48:50,,2021-09-22 07:48:53,,2021-09-22 07:48:49,,2021-09-22 07:48:51,,2021-09-22 07:48:53,,2021-09-22 07:48:45,,2021-09-22 07:48:52,,2021-09-22 07:48:46,
2008-01,57.63,,20.84,,20.18,,12.97,,8.98,,60.09,,7.00,,7.92,,6.53,,5.79,,10.53,,6.86,
2008-02,57.90,,20.97,,19.61,,13.34,,9.02,,59.63,,6.91,,8.26,,6.38,,5.89,,10.23,,6.80,
2008-03,58.71,,21.08,,19.21,,13.31,,8.60,,60.43,,6.53,,7.95,,6.64,,5.76,,10.14,,6.66,
2008-04,56.79,,20.59,,18.95,,13.40,,9.38,,58.85,,6.93,,7.98,,6.62,,5.75,,9.89,,6.45,
2008-05,58.81,,21.08,,18.76,,13.19,,8.85,,59.31,,5.95,,7.84,,6.73,,5.73,,9.73,,6.68,
2008-06,57.15,,20.56,,17.92,,13.01,,9.28,,57.45,,5.85,,8.25,,7.00,,5.62,,9.11,,6.33,
2008-07,59.15,,20.92,,19.05,,13.37,,11.27,,59.71,,6.98,,8.36,,6.96,,5.72,,10.18,,6.28,
2008-08,58.63,,21.06,,19.17,,12.97,,10.22,,59.60,,6.63,,8.32,,7.26,,5.80,,9.90,,6.52,
2008-09,58.89,,20.69,,18.45,,13.37,,10.47,,59.79,,6.93,,8.55,,6.88,,5.65,,10.01,,6.29,
2008-10,56.98,,20.31,,18.08,,13.74,,10.23,,59.09,,7.87,,8.26,,6.83,,5.51,,10.09,,5.60,
2008-11,56.05,,19.09,,18.24,,13.85,,9.26,,59.04,,7.94,,7.82,,6.41,,5.98,,10.13,,5.52,
