2015=100
Exp or Imp,Year,Indexes Area,Commodity,,Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
Summary Indexes,,,,,,,,,,,,,,,,,
1,2021,WORLD,"Total",Value Index,109.88,91.72,95.82,117.08,113.95,99.35,114.64,116.71,104.81,108.55,113.99,116.91,125.07
1,2021,WORLD,"Total",Unit Index,107.66,100.9,100.14,102.34,105.26,105.97,107.04,110.42,110.17,110.58,110.99,113.54,114.08
1,2021,WORLD,"Total",Quantum Index,102.06,90.89,95.68,114.39,108.25,93.75,107.1,105.69,95.13,98.16,102.7,102.96,109.63
1,2021,WORLD,"*Raw Materials",Value Index,126.54,96.37,110.06,148.77,149.96,132.73,142.61,121.71,119.07,121.01,124.92,120.01,131.26
1,2021,WORLD,"*Raw Materials",Unit Index,127.82,111.25,117.71,117.72,124.93,125.97,129.85,132.37,134.89,133.95,128.55,139.2,137.99
1,2021,WORLD,"*Raw Materials",Quantum Index,98.99,86.63,93.5,126.37,120.03,105.37,109.83,91.94,88.27,90.34,97.18,86.21,95.12
1,2021,WORLD,"*Manufs",Value Index,108.78,91.34,95.6,115.96,113,98.58,114.07,116.15,102.8,106.39,112.42,115.12,123.9
1,2021,WORLD,"*Manufs",Unit Index,107.32,100.9,100.04,102.18,104.93,105.76,106.69,110.07,109.89,110.14,110.64,112.82,113.42
1,2021,WORLD,"*Manufs",Quantum Index,101.35,90.52,95.55,113.49,107.68,93.21,106.92,105.52,93.54,96.59,101.61,102.03,109.24
1,2021,WORLD,"Food-stuff",Value Index,165.89,131.87,127.88,174.18,171.35,149.04,159.38,165.39,167.48,169.76,183.88,180.34,210.13
1,2021,WORLD,"Food-stuff",Unit Index,118.87,126.84,114.11,115.58,112.4,111.72,110.65,114.86,112.2,119.81,119.74,127.87,138.71
1,2021,WORLD,"Food-stuff",Quantum Index,139.55,103.97,112.06,150.69,152.43,133.4,144.02,143.99,149.27,141.69,153.56,141.03,151.48
1,2021,WORLD," Fish & Shellfish",Value Index,117.44,80.68,76.95,123.16,136.07,108.17,114.67,118.88,126.87,115.44,121.95,131.41,155.02
1,2021,WORLD," Fish & Shellfish",Unit Index,105.34,119.41,105.59,97.37,87.5,87.06,87.89,96.42,101.12,106.47,109.7,123.02,145.02
1,2021,WORLD," Fish & Shellfish",Quantum Index,111.48,67.57,72.88,126.49,155.5,124.25,130.47,123.28,125.46,108.41,111.16,106.82,106.89
1,2021,WORLD,"Textiles",Value Index,87.55,68.38,73.1,93.26,90.65,82.63,91.68,88.48,84.85,87.44,95.84,91.32,102.92
