2015=100
Exp or Imp,Year,Indexes Area,Commodity,,Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
Summary Indexes,,,,,,,,,,,,,,,,,
1,2022,WORLD,"Total",Value Index,0,100.48,114.1,134.26,128.16,0,0,0,0,0,0,0,0
1,2022,WORLD,"Total",Unit Index,0,115.16,116.1,119,123.86,0,0,0,0,0,0,0,0
1,2022,WORLD,"Total",Quantum Index,0,87.25,98.28,112.82,103.47,0,0,0,0,0,0,0,0
1,2022,WORLD,"*Raw Materials",Value Index,0,95.76,125.13,156.52,156.01,0,0,0,0,0,0,0,0
1,2022,WORLD,"*Raw Materials",Unit Index,0,145.83,143.63,155.13,167.52,0,0,0,0,0,0,0,0
1,2022,WORLD,"*Raw Materials",Quantum Index,0,65.66,87.12,100.89,93.12,0,0,0,0,0,0,0,0
1,2022,WORLD,"*Manufs",Value Index,0,97.56,111.56,131.46,124.99,0,0,0,0,0,0,0,0
1,2022,WORLD,"*Manufs",Unit Index,0,114.32,115.22,117.87,122.41,0,0,0,0,0,0,0,0
1,2022,WORLD,"*Manufs",Quantum Index,0,85.34,96.82,111.52,102.1,0,0,0,0,0,0,0,0
1,2022,WORLD,"Food-stuff",Value Index,0,134.7,151.19,185.09,195.3,0,0,0,0,0,0,0,0
1,2022,WORLD,"Food-stuff",Unit Index,0,142.71,131.45,131.1,130.64,0,0,0,0,0,0,0,0
1,2022,WORLD,"Food-stuff",Quantum Index,0,94.38,115.02,141.18,149.49,0,0,0,0,0,0,0,0
1,2022,WORLD," Fish & Shellfish",Value Index,0,97,112.11,134.42,175.52,0,0,0,0,0,0,0,0
1,2022,WORLD," Fish & Shellfish",Unit Index,0,160.98,157.08,152.13,144.82,0,0,0,0,0,0,0,0
1,2022,WORLD," Fish & Shellfish",Quantum Index,0,60.25,71.37,88.36,121.19,0,0,0,0,0,0,0,0
1,2022,WORLD,"Textiles",Value Index,0,74.34,92.27,104.71,99.82,0,0,0,0,0,0,0,0
1,2022,WORLD,"Textiles",Unit Index,0,108.75,108.24,108.24,111.02,0,0,0,0,0,0,0,0
1,2022,WORLD,"Textiles",Quantum Index,0,68.36,85.24,96.74,89.91,0,0,0,0,0,0,0,0
1,2022,WORLD," Textile Materials",Value Index,0,44.36,47.39,65.22,58.55,0,0,0,0,0,0,0,0
1,2022,WORLD," Textile Materials",Unit Index,0,100.23,100.35,106.72,100.97,0,0,0,0,0,0,0,0
1,2022,WORLD," Textile Materials",Quantum Index,0,44.25,47.22,61.11,57.99,0,0,0,0,0,0,0,0
1,2022,WORLD," Textile Yarn & Fabrics",Value Index,0,75.34,95.16,107.66,105.34,0,0,0,0,0,0,0,0
1,2022,WORLD," Textile Yarn & Fabrics",Unit Index,0,109.55,108.62,106.81,112.92,0,0,0,0,0,0,0,0
1,2022,WORLD," Textile Yarn & Fabrics",Quantum Index,0,68.77,87.61,100.79,93.28,0,0,0,0,0,0,0,0
1,2022,WORLD," Textile Yarn",Value Index,0,81.63,91.55,110.51,94.01,0,0,0,0,0,0,0,0
1,2022,WORLD," Textile Yarn",Unit Index,0,114.34,114.67,109.88,124.82,0,0,0,0,0,0,0,0
1,2022,WORLD," Textile Yarn",Quantum Index,0,71.39,79.83,100.57,75.32,0,0,0,0,0,0,0,0
1,2022,WORLD," Fabric Woolen",Value Index,0,58.31,80.09,87.44,90.13,0,0,0,0,0,0,0,0
1,2022,WORLD," Fabric Woolen",Unit Index,0,111.16,108.05,106.49,110.43,0,0,0,0,0,0,0,0
1,2022,WORLD," Fabric Woolen",Quantum Index,0,52.45,74.11,82.11,81.62,0,0,0,0,0,0,0,0
1,2022,WORLD," Synthetic Fabrics",Value Index,0,65.6,92.84,95.65,96.05,0,0,0,0,0,0,0,0
1,2022,WORLD," Synthetic Fabrics",Unit Index,0,101.79,104.09,103.2,103.83,0,0,0,0,0,0,0,0
1,2022,WORLD," Synthetic Fabrics",Quantum Index,0,64.44,89.19,92.68,92.51,0,0,0,0,0,0,0,0
1,2022,WORLD," Clothing",Value Index,0,158.7,201.28,195.76,165.24,0,0,0,0,0,0,0,0
1,2022,WORLD," Clothing",Unit Index,0,124.14,125.68,126.38,117.82,0,0,0,0,0,0,0,0
1,2022,WORLD," Clothing",Quantum Index,0,127.84,160.15,154.89,140.24,0,0,0,0,0,0,0,0
1,2022,WORLD,"Chemicals",Value Index,0,129.01,141.25,159.02,160.25,0,0,0,0,0,0,0,0
1,2022,WORLD,"Chemicals",Unit Index,0,127.74,122.22,128.02,134.61,0,0,0,0,0,0,0,0
1,2022,WORLD,"Chemicals",Quantum Index,0,101,115.57,124.21,119.04,0,0,0,0,0,0,0,0
1,2022,WORLD," Organic Chemicals",Value Index,0,95.85,101.89,109.03,109.54,0,0,0,0,0,0,0,0
1,2022,WORLD," Organic Chemicals",Unit Index,0,112.07,109.84,113.74,127.4,0,0,0,0,0,0,0,0
1,2022,WORLD," Organic Chemicals",Quantum Index,0,85.52,92.75,95.86,85.98,0,0,0,0,0,0,0,0
1,2022,WORLD," Inorganic Chemicals",Value Index,0,235.97,275.81,319.04,314.83,0,0,0,0,0,0,0,0
1,2022,WORLD," Inorganic Chemicals",Unit Index,0,190.56,186.45,198.69,215.47,0,0,0,0,0,0,0,0
1,2022,WORLD," Inorganic Chemicals",Quantum Index,0,123.82,147.92,160.56,146.11,0,0,0,0,0,0,0,0
1,2022,WORLD," Dyeing Tanning,Colouring",Value Index,0,101.78,121.66,136.96,139.51,0,0,0,0,0,0,0,0
1,2022,WORLD," Dyeing Tanning,Colouring",Unit Index,0,107.42,97.24,97.5,103.86,0,0,0,0,0,0,0,0
1,2022,WORLD," Dyeing Tanning,Colouring",Quantum Index,0,94.75,125.1,140.46,134.32,0,0,0,0,0,0,0,0
1,2022,WORLD," Medical Products",Value Index,0,282.9,220.58,253.3,249.2,0,0,0,0,0,0,0,0
1,2022,WORLD," Medical Products",Unit Index,0,192.37,153.84,170.01,169.1,0,0,0,0,0,0,0,0
1,2022,WORLD," Medical Products",Quantum Index,0,147.06,143.37,148.99,147.37,0,0,0,0,0,0,0,0
1,2022,WORLD," Plastic Materials",Value Index,0,105.89,125.05,143.22,142.87,0,0,0,0,0,0,0,0
