Exp or Imp,Year & Month,Grand Total,FOODSTUFF,,RAW MATERIALS,,MINERAL FUELS,,CHEMICALS,, ORGANIC CHEMICALS,, MEDICAL PRODUCTS,, PLASTIC MATERIALS,,MANUFACTURED GOODS,, IRON AND STEEL PRODUCTS,, NONFERROUS METALS,, MANUFACTURES OF METALS,," TEXTILE YARN, FABRICS",, NON-METALLIC MINERAL WARE,, RUBBER MANUFACTURED,, PAPER & PAPER MANUFACTURES,,MACHINERY,, POWER GENERATING MACHINE,, COMPUTERS AND UNITS,, PARTS OF COMPUTER,, METALWORKING MACHINERY,, PUMP AND CENTRIFUGES,, CONSTRUCTION MACHINES,, MECHANICAL HANDLING EQUIP,, HEATING OR COOLING MACHINE,, TEXTILE MACHINES,, BALL OR ROLLER BEARINGS,,ELECTRICAL MACHINERY,, SEMICONDUCTORS ETC,, (IC),, VISUAL APPARATUS,, (VIDEO REC OR REPRO APP),, (TV RECEIVER),, AUDIO APPARATUS,," PARTS OF AUDIO, VISUAL APP.",, ELECTRICAL POWER MACHINERY,," TELEPHONY, TELEGRAPHY",, ELECTRICAL MEASURING,, ELECTRICAL APPARATUS,, BATTERIES AND ACCUMULATORS,,TRANSPORT EQUIPMENT,, MOTOR VEHICLES,, (CAR),, (BUS&TRUCK),, PARTS OF MOTOR VEHICLES,," MOTORCYCLES, AUTOCYCLES",, SHIPS,,OTHERS,," SCIENTIFIC, OPTICAL INST",, PHOTOGRAPHIC SUPPLIES,, BLANK/RECORDED MEDIA,
1,2016 Jan.-Mar.,17509585514,0,137095540,0,229364669,0,216773844,0,1799283119,0,457861150,0,129065447,1457772,546864142,0,1974195601,10304,735555445,373089,309873837,0,283387267,0,162641081,0,206238438,0,203489787,445602,68379560,0,3381627581,0,610772739,3194,89326044,0,247935604,0,263453366,0,302216113,0,255769485,0,146886520,0,100766762,0,58082115,0,104603978,0,2972289813,0,859779193,12997,570573914,2810,125987746,1803,97734426,1008,28253320,20093,11745995,0,66948112,0,202696196,0,154007116,0,344552077,0,399578506,0,117575113,0,4529314003,1386662,2835578864,1198341,2478572408,173254,332350979,612720,794591455,224,92302442,5117902,555632807,0,2269641344,0,488867939,0,114189373,48107,49679668
1,2016 Apr.-Jun.,17006839354,0,149781260,0,259192598,0,231417950,0,1758934515,0,427487311,0,123502550,1536909,557166244,0,1955585416,10235,681582443,354114,305556024,0,294709418,0,177183242,0,208436079,0,216260823,447775,66693247,0,3350761519,0,571726082,3487,86655488,0,245698817,0,237588903,0,300255660,0,248956324,0,142681350,0,99702186,0,50314679,0,103583689,0,2932791386,0,845027413,15062,559387383,2717,119919512,1704,95987632,1013,23931880,25380,12667002,0,73197284,0,202615299,0,144172104,0,352586251,0,418025291,0,109614062,0,4142971539,1393367,2652692235,1200447,2308328338,176442,319722553,664754,839702045,186,53476879,3228550,316932317,0,2225403171,0,481159367,0,113481885,55018,45729621
1,2016 Jul.-Sep.,17013775198,0,144841807,0,211995475,0,233474885,0,1694059203,0,372783710,0,114173567,1502294,558595921,0,1915859582,10384,705500303,374485,311059801,0,267535095,0,160151055,0,201599298,0,198615280,466216,66021682,0,3322676933,0,569692545,3427,84331314,0,246092179,0,246797591,0,299906809,0,209284705,0,133844032,0,98976229,0,50788870,0,102644460,0,3079550761,0,919372629,16816,622153702,2946,121542131,1743,96597708,1203,24944423,30756,12624331,0,81438717,0,206953334,0,146661306,0,350841429,0,456614470,0,115606526,0,4116841122,1438326,2764206302,1247190,2433681381,176195,309304129,688478,852871844,163,42219504,2649181,249207078,0,2294475430,0,505714438,0,115630596,58586,41924430
1,2016 Oct.-Dec.,18505570317,0,175542289,0,246226693,0,216420370,0,1870571921,0,423655134,0,123386633,1645260,608885881,0,2000971962,9906,720646485,347335,312110193,0,291973918,0,181982891,0,209846925,0,208771116,479181,69677920,0,3558433875,0,664135990,3381,87074103,0,268753410,0,228912909,0,320677868,0,218977707,0,141117480,0,90859322,0,58982189,0,110954440,0,3337867427,0,983057887,16590,679132324,3289,129169529,2037,103896063,1252,25273466,25302,13787248,0,88183488,0,230167619,0,171833260,0,366560220,0,497884430,0,134675588,0,4548851947,1582668,3080419031,1394893,2755940442,173447,306725174,749250,974567519,218,73452718,1985767,203250521,0,2550683833,0,570361892,0,120589076,61913,50058860
1,(Ratio to ST),98.1,-,101.7,-,94.0,-,85.5,-,98.3,-,89.1,-,101.2,105.4,100.1,-,92.4,97.6,87.8,111.8,103.2,-,94.4,-,92.7,-,93.0,-,88.9,112.5,97.4,-,101.3,-,102.9,88.8,89.1,-,89.7,-,84.1,-,103.0,-,104.5,-,88.2,-,81.2,-,97.9,-,94.7,-,100.1,-,104.2,123.3,108.0,104.1,93.4,100.6,98.0,110.4,78.4,90.4,108.8,-,99.6,-,100.5,-,81.9,-,98.3,-,109.0,-,112.1,-,95.2,100.4,91.8,102.8,93.3,84.3,81.2,111.5,108.6,103.1,95.7,103.5,92.1,-,103.2,-,94.8,-,98.9,81.5,82.9
1,2015 Dec.,6337846121,0,64935934,0,89022847,0,70822750,0,661454156,0,165703426,0,39762217,519834,207552053,0,741079329,3542,275620398,100798,99700321,0,110371799,0,69310514,0,75653893,0,83902598,142990,24463798,0,1220846894,0,224099845,1287,31908089,0,99444884,0,93162032,0,114043726,0,74941151,0,49904952,0,39712431,0,22094077,0,39430842,0,1103658744,0,304220243,4530,196576803,1088,43155888,627,31239562,461,11916326,8661,4723179,0,27208349,0,73921754,0,56393103,0,133004002,0,152725644,0,45674926,0,1577886432,513480,1108327537,442600,978487626,66347,122390360,232686,312307871,86,32329032,375273,42769042,0,808139035,0,204796482,0,44635096,24041,19837666
1,2016 Jan.,5350536491,0,44368060,0,70112843,0,73124787,0,585552432,0,158254601,0,39106087,403358,173673873,0,602019927,3163,231129874,110548,95861380,0,84924244,0,45566964,0,63206905,0,59957867,122716,20171848,0,956104039,0,173896493,826,27565517,0,77447071,0,69190438,0,84008418,0,72618740,0,42700987,0,28622395,0,14439729,0,31484163,0,933478369,0,283286028,4201,189769651,826,37627444,531,28052710,295,9574734,6476,3379181,0,21888063,0,61153876,0,50240727,0,104799948,0,122407623,0,34002866,0,1406604235,405590,868905512,354108,770042097,47848,92698455,175355,231115687,64,25648099,1861566,197373379,0,679171799,0,159251804,0,36269813,14944,15789186
1,2016 Feb.,5702255866,0,41445341,0,73751412,0,73858188,0,577287118,0,144068696,0,39177904,492581,178464554,0,661232114,3351,240936226,129734,103092461,0,96055576,0,54656368,0,72153551,0,69684841,151889,23129433,0,1128647484,0,206303327,1049,29012692,0,87244214,0,83973498,0,105648097,0,85774657,0,47172532,0,38505635,0,21431893,0,35230701,0,956086699,0,267945990,4180,176586548,900,38191136,581,29153650,319,9037486,6043,3873546,0,20808138,0,67355725,0,49270014,0,111819072,0,131555392,0,39323056,0,1455898007,468130,939993676,404329,820231725,58680,110971950,204171,264434946,76,33775884,1323714,136294474,0,734049503,0,152615491,0,37648936,14795,16355704
1,2016 Mar.,6456793157,0,51282139,0,85500414,0,69790869,0,636443569,0,155537853,0,50781456,561833,194725715,0,710943560,3789,263489345,132807,110919996,0,102407447,0,62417749,0,70877982,0,73847079,170997,25078279,0,1296876058,0,230572919,1320,32747835,0,83244319,0,110289430,0,112559598,0,97376088,0,57013001,0,33638732,0,22210493,0,37889114,0,1082724745,0,308547175,4616,204217715,1084,50169166,690,40528066,393,9641100,7574,4493268,0,24251911,0,74186595,0,54496375,0,127933057,0,145615491,0,44249191,0,1666811761,512942,1026679676,439904,888298586,66726,128680574,233194,299040822,83,32878459,1932622,221964954,0,856420042,0,177000644,0,40270624,18368,17534778
1,2016 Apr.,5889551488,0,52673718,0,89808561,0,68246101,0,625018100,0,154411363,0,43679769,536231,194879113,0,659878296,3207,219218715,113966,104315160,0,101067762,0,63021987,0,70339566,0,77014565,152677,23190375,0,1162235202,0,204206966,1196,28703199,0,88885367,0,79227347,0,107366762,0,87822073,0,46963937,0,33089951,0,16135779,0,35937689,0,1038177884,0,294209366,4889,191937657,1035,43988677,598,34244445,437,9744232,7522,4711385,0,26414778,0,70248586,0,52381802,0,123888697,0,149557058,0,36824686,0,1441028203,485522,913128921,418656,792065644,61523,112588251,239858,306817908,68,22674457,1005391,91967732,0,752485423,0,169781652,0,40822586,18554,17967192
1,2016 May.,5091944315,0,44984983,0,82778327,0,88010614,0,545516136,0,137214412,0,35990814,485375,172947577,0,611417769,3624,230055705,114931,94603879,0,85313385,0,53638763,0,62007410,0,63769236,141556,20441096,0,1016225847,0,167201903,1063,26470928,0,77026756,0,72724711,0,85459997,0,72181863,0,42970106,0,32333475,0,16290693,0,30888211,0,865209567,0,255139745,4719,170686829,809,34078821,520,27689363,289,6389458,7566,3483771,0,23117362,0,58743588,0,40304828,0,102402865,0,122808025,0,33308054,0,1175585893,398340,744337920,341130,643796031,52433,93946286,197043,246514301,56,14797910,1059596,99894833,0,662215179,0,146690711,0,36585514,13200,13151712
1,2016 Jun.,6025343551,0,52122559,0,86605710,0,75161235,0,588400279,0,135861536,0,43831967,515303,189339554,0,684289351,3404,232308023,125217,106636985,0,108328271,0,60522492,0,76089103,0,75477022,153542,23061776,0,1172300470,0,200317213,1228,31481361,0,79786694,0,85636845,0,107428901,0,88952388,0,52747307,0,34278760,0,17888207,0,36757789,0,1029403935,0,295678302,5454,196762897,873,41852014,585,34053824,287,7798190,10291,4471846,0,23665144,0,73623125,0,51485474,0,126294689,0,145660208,0,39481322,0,1526357443,509505,995225394,440661,872466663,62486,113188016,227852,286369836,61,16004512,1163563,125069752,0,810702569,0,164687004,0,36073785,23264,14610717
1,2016 Jul.,5728432781,0,47360270,0,74113517,0,71532446,0,580889229,0,128611973,0,43579305,511184,190241403,0,656183672,3546,243750298,126201,104439331,0,88961574,0,57809413,0,67525513,0,69467987,154246,22221971,0,1146818041,0,194947904,1142,27587778,0,84579935,0,88814828,0,101150164,0,71405452,0,48813169,0,39142537,0,17921750,0,36120845,0,1015946542,0,303492221,5492,203064356,984,39219428,574,30540629,410,8678799,10748,4207970,0,27478560,0,72658132,0,39369259,0,120823890,0,150959600,0,37259459,0,1401105967,503074,965002602,438446,852120097,59220,105140012,233504,287815049,58,14391479,701190,67985008,0,734483097,0,162532712,0,39694813,19125,15220114
1,2016 Aug.,5316393212,0,45729096,0,68954172,0,82634137,0,552069589,0,123828378,0,38375187,486421,179085793,0,621398030,3479,233224838,122748,102949874,0,89207536,0,49643001,0,62342100,0,61854956,154488,20606730,0,1042270969,0,170481542,1121,26664754,0,80064865,0,76805282,0,94578227,0,64373969,0,39216084,0,29287821,0,15109323,0,30868901,0,982760565,0,297148448,5634,202667665,878,39115627,541,31362168,337,7753459,10539,3997139,0,27393820,0,61655404,0,49479164,0,107688445,0,145319069,0,37586947,0,1188876569,409102,777347415,351538,679940726,53289,91045450,209204,259411141,52,12839973,667818,73038666,0,731700085,0,159311667,0,38637362,19545,13333172
1,2016 Sep.,5968949205,0,51752441,0,68927786,0,79308302,0,561100385,0,120343359,0,32219075,504689,189268725,0,638277880,3359,228525167,125536,103670596,0,89365985,0,52698641,0,71731685,0,67292337,157482,23192981,0,1133587923,0,204263099,1163,30078782,0,81447379,0,81177481,0,104178418,0,73505284,0,45814779,0,30545871,0,17757797,0,35654714,0,1080843654,0,318731960,5689,216421681,1085,43207076,628,34694911,457,8512165,9469,4419222,0,26566337,0,72639798,0,57812883,0,122329094,0,160335801,0,40760120,0,1526858586,526150,1021856285,457206,901620558,63686,113118667,245770,305645654,54,14988052,1280173,108183404,0,828292248,0,183870059,0,37298421,19916,13371144
1,2016 Oct.,5870245657,0,54026757,0,69697272,0,67106839,0,586768260,0,127674774,0,38379267,530262,193287275,0,636942076,3333,231057325,117886,99687471,0,90935494,0,58890670,0,66553973,0,64785913,166733,23063335,0,1112186647,0,202548099,1094,28691524,0,82965939,0,72394191,0,105217126,0,70228689,0,45721667,0,28161769,0,17832197,0,34988804,0,1071099283,0,319111304,5575,219156392,1140,41629093,677,33542097,463,8086996,9115,4640082,0,27368713,0,71359989,0,57316845,0,116437794,0,163059585,0,42826216,0,1468752678,528253,994263098,466382,890704853,57121,97662220,243423,305735039,64,20158971,703736,77854714,0,803665845,0,180911678,0,38061505,18404,15779968
1,2016 Nov.,5956403435,0,53285142,0,76446228,0,65765380,0,595892821,0,138313483,0,40062179,524151,191054963,0,631144736,3228,227084765,116670,99452435,0,91400723,0,56420216,0,68754681,0,64408013,147830,21783959,0,1116458070,0,222905222,1028,26543750,0,89794562,0,70421607,0,98772218,0,70883411,0,46653703,0,28730615,0,18751473,0,35925516,0,1061565444,0,314624922,5371,219127379,1019,40645971,662,32525444,357,8120527,8192,4586627,0,26240860,0,73614902,0,55071471,0,117192968,0,154683378,0,42619631,0,1511620900,530828,1029519392,469082,922029289,56954,101608676,237209,304935553,69,23643999,1052426,92083374,0,844224714,0,179149970,0,36968725,23417,15889481
1,2016 Dec.,6678921225,0,68230390,0,100083193,0,83548151,0,687910840,0,157666877,0,44945187,590847,224543643,0,732885150,3345,262504395,112779,112970287,0,109637701,0,66672005,0,74538271,0,79577190,164618,24830626,0,1329789158,0,238682669,1259,31838829,0,95992909,0,86097111,0,116688524,0,77865607,0,48742110,0,33966938,0,22398519,0,40040120,0,1205202700,0,349321661,5644,240848553,1130,46894465,698,37828522,432,9065943,7994,4560539,0,34573915,0,85192728,0,59444944,0,132929458,0,180141467,0,49229741,0,1568478369,523587,1056636541,459429,943206300,59372,107454278,268618,363896927,85,29649748,229605,33312433,0,902793274,0,210300244,0,45558846,20092,18389411
1,(Ratio to SM),105.4,-,105.1,-,112.4,-,118.0,-,104.0,-,95.2,-,113.0,113.7,108.2,-,98.9,94.4,95.2,111.9,113.3,-,99.3,-,96.2,-,98.5,-,94.8,115.1,101.5,-,108.9,-,106.5,97.8,99.8,-,96.5,-,92.4,-,102.3,-,103.9,-,97.7,-,85.5,-,101.4,-,101.5,-,109.2,-,114.8,124.6,122.5,103.9,108.7,111.4,121.1,93.6,76.1,92.3,96.6,-,127.1,-,115.2,-,105.4,-,99.9,-,118.0,-,107.8,-,99.4,102.0,95.3,103.8,96.4,89.5,87.8,115.4,116.5,98.0,91.7,61.2,77.9,-,111.7,-,102.7,-,102.1,83.6,92.7
