Exp or Imp,Year & Month,Grand Total,FOODSTUFF,,RAW MATERIALS,,MINERAL FUELS,,CHEMICALS,, ORGANIC CHEMICALS,, MEDICAL PRODUCTS,, PLASTIC MATERIALS,,MANUFACTURED GOODS,, IRON AND STEEL PRODUCTS,, NONFERROUS METALS,, MANUFACTURES OF METALS,," TEXTILE YARN, FABRICS",, NON-METALLIC MINERAL WARE,, RUBBER MANUFACTURED,, PAPER & PAPER MANUFACTURES,,MACHINERY,, POWER GENERATING MACHINE,, COMPUTERS AND UNITS,, PARTS OF COMPUTER,, METALWORKING MACHINERY,, PUMP AND CENTRIFUGES,, CONSTRUCTION MACHINES,, MECHANICAL HANDLING EQUIP,, HEATING OR COOLING MACHINE,, TEXTILE MACHINES,, BALL OR ROLLER BEARINGS,,ELECTRICAL MACHINERY,, SEMICONDUCTORS ETC,, (IC),, VISUAL APPARATUS,, (VIDEO REC OR REPRO APP),, (TV RECEIVER),, AUDIO APPARATUS,," PARTS OF AUDIO, VISUAL APP.",, ELECTRICAL POWER MACHINERY,," TELEPHONY, TELEGRAPHY",, ELECTRICAL MEASURING,, ELECTRICAL APPARATUS,, BATTERIES AND ACCUMULATORS,,TRANSPORT EQUIPMENT,, MOTOR VEHICLES,, (CAR),, (BUS&TRUCK),, PARTS OF MOTOR VEHICLES,," MOTORCYCLES, AUTOCYCLES",, SHIPS,,OTHERS,," SCIENTIFIC, OPTICAL INST",, PHOTOGRAPHIC SUPPLIES,, BLANK/RECORDED MEDIA,
1,2010 Jan.-Mar.,16028459799,0,97654065,0,244272112,0,229514049,0,1713230439,0,503698531,0,92665406,1737012,567373877,0,2069454967,10978,852533784,392694,340527718,0,225074328,0,135203441,0,225620967,0,213681628,465360,73258573,0,2989441586,0,548405835,3439,107837643,0,316519050,0,187835748,0,275396480,0,190720014,0,132436419,0,110444993,0,47864393,0,91380077,0,2955487500,0,992792033,13867,654852633,9006,202606319,7616,183433304,1390,19173015,43697,12569073,0,127177284,0,180337252,0,146151701,0,254926672,0,397310637,0,81629338,0,3842998100,1340837,2206569317,1166771,1911170631,160666,273267895,666111,720018501,213,88051479,6152553,703769338,0,1886406981,0,461318484,0,99502794,275283,70703990
1,2010 Apr.-Jun.,17065568279,0,97516954,0,248466308,0,262236841,0,1764583372,0,454679588,0,100392885,1669639,607794268,0,2303199382,10873,964686667,387209,363617050,0,242557814,0,160001039,0,243697469,0,242783940,505395,81215411,0,3311590793,0,569569656,3676,119836862,0,330059947,0,209288214,0,295589279,0,216232128,0,146007664,0,112111411,0,54762129,0,101776214,0,3226360331,0,1076805927,15953,709353452,9425,243467098,8104,221949931,1321,21517167,48992,12667450,0,151793992,0,187125631,0,154657556,0,275399335,0,444389557,0,88146580,0,3831829586,1439473,2292878265,1245421,1971746563,176178,296323578,717608,776009388,217,69542068,5084966,570813054,0,2019784712,0,516877690,0,107258915,307621,71397405
1,2010 Jul.-Sep.,17031297068,0,91224474,0,213808997,0,343133861,0,1694568100,0,438601499,0,94440759,1673636,581000477,0,2203603573,10558,938085776,348130,315305141,0,252020544,0,151862140,0,240154072,0,226279256,458673,74895571,0,3433338641,0,578307719,4082,111641673,0,321979870,0,236586173,0,289129761,0,236541964,0,153626207,0,104720920,0,57761512,0,101432984,0,3289530659,0,1094368307,16764,728089345,9611,231666370,8487,202417745,1124,29248625,47102,12157021,0,153116296,0,193699840,0,151807368,0,296272049,0,454181084,0,88733788,0,3738641243,1442375,2259311679,1242611,1926191322,180439,309449865,732325,771303220,191,49835255,4603909,539972651,0,2023447520,0,524069596,0,102245068,288456,73031847
1,2010 Oct.-Dec.,17274301550,0,119719933,0,239600024,0,270092531,0,1752884207,0,475808063,0,91239025,1810748,579798471,0,2208547185,10586,920128679,339109,315829226,0,262141074,0,162966227,0,238114281,0,233491265,427553,71226550,0,3582264370,0,631200209,3580,107630729,0,306749092,0,272277692,0,300466374,0,231847707,0,163476882,0,119424158,0,62989369,0,112332690,0,3179073709,0,988859369,15260,644485408,10268,250033818,9081,223977222,1186,26056596,36479,11295175,0,120574069,0,199266949,0,159371256,0,297038987,0,452108594,0,80522661,0,3844667130,1546154,2415315616,1356275,2088908818,173741,302369260,777392,815952717,206,66863641,3772671,427705250,0,2077452461,0,511271682,0,101447708,259372,68452518
1,(Ratio to ST),110.0,-,106.1,-,112.8,-,115.5,-,107.4,-,105.8,-,97.1,104.2,106.7,-,110.4,101.3,116.1,98.2,105.3,-,112.2,-,103.1,-,106.3,-,108.6,93.2,97.2,-,129.2,-,120.9,96.2,87.0,-,87.8,-,191.1,-,116.0,-,156.3,-,130.3,-,97.6,-,162.0,-,135.2,-,102.2,-,99.8,106.8,98.2,88.8,86.1,86.4,84.0,112.0,109.6,64.8,80.7,-,87.4,-,96.3,-,94.4,-,121.8,-,112.1,-,91.2,-,106.6,109.5,109.3,111.2,108.9,97.3,112.2,109.2,107.9,107.6,103.8,91.9,93.3,-,102.4,-,107.6,-,100.6,75.5,81.6
1,2009 Dec.,5411678206,0,41766334,0,80097487,0,79489476,0,568870560,0,163588052,0,27820180,603315,185947846,0,705559429,3814,283674829,117856,104471641,0,82825980,0,57241551,0,75746243,0,75724774,147449,24252137,0,1007369192,0,194419652,1351,42872830,0,107072177,0,56657076,0,93921651,0,59947221,0,47996807,0,38858956,0,14238874,0,29561804,0,1039515959,0,338526162,4825,224022172,3162,77514759,2772,70569873,390,6944886,16861,4750596,0,41781582,0,69421352,0,54534961,0,87654642,0,138241893,0,29474465,0,1191998296,476569,743113187,412502,642786709,58821,91937166,250722,265427454,61,20509482,957727,119791389,0,697011473,0,165404697,0,36550591,102777,27705675
1,2010 Jan.,4900888348,0,34500967,0,79150338,0,72100126,0,550681676,0,166691334,0,30206553,560627,180004280,0,637725682,3411,263082550,116961,106270366,0,67060744,0,42670099,0,70939405,0,64233032,141976,22287834,0,818706361,0,160724155,1136,32901477,0,103517147,0,43327024,0,79804915,0,42700889,0,35239964,0,29019331,0,13086307,0,26711555,0,914614065,0,319930554,4472,216053156,3020,61332034,2466,55567599,554,5764435,14509,3953724,0,40865627,0,49878675,0,48419457,0,71859615,0,123273213,0,25819535,0,1174033781,384597,635740414,337401,555476861,43838,75282107,201462,220416644,56,24431541,2188445,253687429,0,619375352,0,150335387,0,33574812,79155,21616524
1,2010 Feb.,5127147354,0,28609884,0,81143133,0,77195559,0,553649682,0,163464600,0,32102182,529632,178644944,0,657205065,3391,262959332,126497,110244942,0,74658766,0,42014183,0,72307517,0,69680126,149930,24218450,0,969363152,0,175020621,1043,33388412,0,105094432,0,59374244,0,91393102,0,61854249,0,39583777,0,35384671,0,14648992,0,30070405,0,928841959,0,309992826,4399,201574567,2553,58937757,2203,53112738,350,5825019,15672,4311724,0,37442203,0,56556307,0,46032636,0,84133353,0,124887783,0,25148398,0,1241124652,447602,737796829,390379,641005602,52304,87803497,223611,241321748,76,33212539,1544092,189777435,0,590014268,0,140726601,0,30834302,95007,21941280
1,2010 Mar.,6000424097,0,34543214,0,83978641,0,80218364,0,608899081,0,173542597,0,30356671,646753,208724653,0,774524220,4177,326491902,149236,124012410,0,83354818,0,50519159,0,82374045,0,79768470,173454,26752289,0,1201372073,0,212661059,1260,41547754,0,107907471,0,85134480,0,104198463,0,86164876,0,57612678,0,46040991,0,20129094,0,34598117,0,1112031476,0,362868653,4996,237224910,3432,82336528,2946,74752967,486,7583561,13516,4303625,0,48869454,0,73902270,0,51699608,0,98933704,0,149149641,0,30661405,0,1427839667,508638,833032074,438991,714688168,64524,110182291,241038,258280109,80,30407399,2420016,260304474,0,677017361,0,170256496,0,35093680,101121,27146186
1,2010 Apr.,5889744011,0,36654113,0,93527421,0,102560519,0,617785442,0,155502805,0,40214362,573812,212861469,0,750966256,3469,297851022,129587,121234185,0,86711203,0,52172478,0,79233084,0,83937581,181660,28486177,0,1155860328,0,205153371,1309,39001429,0,111993582,0,70255942,0,103589091,0,77002212,0,49670835,0,41166754,0,17527483,0,34930058,0,1104699574,0,367418831,5187,239417505,3470,86347861,2993,79764926,477,6582935,16756,4617225,0,54726935,0,61940539,0,52496579,0,95194978,0,149749643,0,30902993,0,1335051252,482650,774648949,418576,669530309,58492,97591157,261437,285960387,79,28427571,1682443,199796136,0,692639106,0,173271449,0,36859504,103423,23411714
1,2010 May.,5308604342,0,30630621,0,79035534,0,93377930,0,569689049,0,152206582,0,32207801,544080,194733825,0,752330753,3575,322650658,129558,126756622,0,72304937,0,51528925,0,76588075,0,75784660,157294,25204135,0,1024143520,0,172383669,1203,36321060,0,109145543,0,67748339,0,91563384,0,63368115,0,44118564,0,33202128,0,17816994,0,30732229,0,1016601661,0,340582740,5165,225754059,2889,76098122,2469,69663106,420,6435016,15562,3856876,0,48387463,0,58329355,0,47992594,0,86467350,0,142660946,0,28427078,0,1105002641,418860,658927661,363878,567049935,49663,84780471,208388,226144896,66,21341959,1500015,161400771,0,637792633,0,168457417,0,34537383,104917,22823642
1,2010 Jun.,5867219926,0,30232220,0,75903353,0,66298392,0,577108881,0,146970201,0,27970722,551747,200198974,0,799902373,3829,344184987,128064,115626243,0,83541674,0,56299636,0,87876310,0,83061699,166441,27525099,0,1131586945,0,192032616,1164,44514373,0,108920822,0,71283933,0,100436804,0,75861801,0,52218265,0,37742529,0,19417652,0,36113927,0,1105059096,0,368804356,5601,244181888,3066,81021115,2642,72521899,424,8499216,16674,4193349,0,48679594,0,66855737,0,54168383,0,93737007,0,151978968,0,28816509,0,1391775693,537963,859301655,462967,735166319,68023,113951950,247783,263904105,72,19772538,1902508,209616147,0,689352973,0,175148824,0,35862028,99282,25162049
1,2010 Jul.,5981905101,0,31287369,0,68805631,0,101648116,0,598538405,0,150090236,0,37232245,547417,205731592,0,767025509,3298,308804542,124404,111586196,0,91091743,0,57425399,0,87776780,0,81585987,168253,26942868,0,1219318663,0,211281214,1230,37585488,0,123252291,0,77975199,0,107831675,0,85059210,0,53916811,0,40439934,0,18979854,0,37374952,0,1154435551,0,377558565,5759,249278111,3445,75162730,3093,66387086,352,8775644,18254,4245394,0,51751912,0,71840508,0,51055667,0,103879211,0,166999099,0,31390657,0,1352715478,504974,800253894,435237,682332665,63388,109803520,264976,282513937,67,16215592,1967841,214119204,0,688130379,0,185798305,0,36267666,101940,25279905
1,2010 Aug.,5209756988,0,29025659,0,73784353,0,129053213,0,546001980,0,147705887,0,26513375,554188,183590848,0,710548307,3556,311187763,111186,103423048,0,76732472,0,47392635,0,76695823,0,69860857,148856,23707843,0,1057918453,0,168166450,1277,34424561,0,99693087,0,77279604,0,84533444,0,71216306,0,46733397,0,28065174,0,20003381,0,29857179,0,1012031623,0,353953194,5560,238361119,2660,65885009,2298,57521694,363,8363315,13971,3656966,0,46919003,0,56281458,0,47617699,0,88072151,0,136512038,0,27369295,0,1008861399,415119,635624882,355336,537476083,54092,90627314,212061,221996094,59,15393721,545641,96080323,0,642532001,0,167861308,0,33168613,89235,23175438
1,2010 Sep.,5839634979,0,30911446,0,71219013,0,112432532,0,550027715,0,140805376,0,30695139,572031,191678037,0,726029757,3704,318093471,112540,100295897,0,84196329,0,47044106,0,75681469,0,74832412,141564,24244860,0,1156101525,0,198860055,1575,39631624,0,99034492,0,81331370,0,96764642,0,80266448,0,52975999,0,36215812,0,18778277,0,34200853,0,1123063485,0,362856548,5445,240450115,3506,90618631,3097,78508965,409,12109666,14876,4254661,0,54445381,0,65577874,0,53134002,0,104320687,0,150669947,0,29973836,0,1377064366,522282,823432903,452038,706382574,62959,109019031,255288,266793189,64,18225942,2090427,229773124,0,692785140,0,170409983,0,32808789,97280,24576504
1,2010 Oct.,5722496396,0,38886706,0,76014389,0,85701899,0,565821714,0,148305989,0,31165449,605274,187814844,0,725921970,3377,295273505,118028,107984147,0,86360845,0,52689095,0,79945337,0,77798406,143445,24312226,0,1167915804,0,212722336,1177,37588712,0,109070661,0,83775261,0,98426257,0,68106312,0,49516590,0,33223728,0,21096838,0,37608467,0,1107832807,0,346939023,5309,229451966,3993,92250615,3575,82327824,418,9922791,12454,3952771,0,47980652,0,67647059,0,53382240,0,100597041,0,156035142,0,26878168,0,1266003827,504740,782531794,442074,677534925,57299,97354941,257083,267943969,69,21232715,1374677,156627383,0,688397280,0,169195808,0,32864735,95902,23329413
1,2010 Nov.,5439804284,0,35330806,0,73469631,0,78860155,0,551803391,0,159674321,0,30086374,572116,177595799,0,701392648,3548,300918497,108457,98749405,0,80192848,0,49660541,0,76385543,0,71861530,134437,22278063,0,1112169211,0,194915307,1111,32860919,0,100003221,0,88155425,0,91427298,0,74884605,0,52285231,0,33834955,0,19401808,0,35005250,0,979849466,0,302954147,4743,199070677,3399,85081505,3083,78400491,316,6681014,11109,3330266,0,35118208,0,62789172,0,50033555,0,91824021,0,139057025,0,24358367,0,1225848032,504829,776542867,443076,673313765,56261,95176431,239914,247681264,67,23543326,1168941,138856678,0,681080944,0,157749044,0,31528451,81963,23159491
1,2010 Dec.,6112000870,0,45502421,0,90116004,0,105530477,0,635259102,0,167827753,0,29987202,633358,214387828,0,781232567,3661,323936677,112624,109095674,0,95587381,0,60616591,0,81783401,0,83831329,149671,24636261,0,1302179355,0,223562566,1292,37181098,0,97675210,0,100347006,0,110612819,0,88856790,0,61675061,0,52365475,0,22490723,0,39718973,0,1091391436,0,338966199,5207,215962765,2876,72701698,2423,63248907,453,9452791,12916,4012138,0,37475209,0,68830718,0,55955461,0,104617925,0,157016427,0,29286126,0,1352815271,536585,856240955,471125,738060128,60181,109837888,280395,300327484,69,22087600,1229053,132221189,0,707974237,0,184326830,0,37054522,81506,21963614
1,(Ratio to SM),112.9,-,108.9,-,112.5,-,132.8,-,111.7,-,102.6,-,107.8,105.0,115.3,-,110.7,96.0,114.2,95.6,104.4,-,115.4,-,105.9,-,108.0,-,110.7,101.5,101.6,-,129.3,-,115.0,95.7,86.7,-,91.2,-,177.1,-,117.8,-,148.2,-,128.5,-,134.8,-,158.0,-,134.4,-,105.0,-,100.1,107.9,96.4,91.0,93.8,87.4,89.6,116.1,136.1,76.6,84.5,-,89.7,-,99.1,-,102.6,-,119.4,-,113.6,-,99.4,-,113.5,112.6,115.2,114.2,114.8,102.3,119.5,111.8,113.1,113.7,107.7,128.3,110.4,-,101.6,-,111.4,-,101.4,79.3,79.3
