2015=100
Exp or Imp,Year,Indexes Area,Commodity,,Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
Summary Indexes,,,,,,,,,,,,,,,,,
1,2022,WORLD,"Total",Value Index,0,100.48,114.1,0,0,0,0,0,0,0,0,0,0
1,2022,WORLD,"Total",Unit Index,0,115.16,116.1,0,0,0,0,0,0,0,0,0,0
1,2022,WORLD,"Total",Quantum Index,0,87.25,98.28,0,0,0,0,0,0,0,0,0,0
1,2022,WORLD,"*Raw Materials",Value Index,0,95.76,125.13,0,0,0,0,0,0,0,0,0,0
1,2022,WORLD,"*Raw Materials",Unit Index,0,145.83,143.63,0,0,0,0,0,0,0,0,0,0
1,2022,WORLD,"*Raw Materials",Quantum Index,0,65.66,87.12,0,0,0,0,0,0,0,0,0,0
1,2022,WORLD,"*Manufs",Value Index,0,97.56,111.56,0,0,0,0,0,0,0,0,0,0
1,2022,WORLD,"*Manufs",Unit Index,0,114.32,115.22,0,0,0,0,0,0,0,0,0,0
1,2022,WORLD,"*Manufs",Quantum Index,0,85.34,96.82,0,0,0,0,0,0,0,0,0,0
1,2022,WORLD,"Food-stuff",Value Index,0,134.7,151.19,0,0,0,0,0,0,0,0,0,0
1,2022,WORLD,"Food-stuff",Unit Index,0,142.71,131.45,0,0,0,0,0,0,0,0,0,0
1,2022,WORLD,"Food-stuff",Quantum Index,0,94.38,115.02,0,0,0,0,0,0,0,0,0,0
1,2022,WORLD," Fish & Shellfish",Value Index,0,97,112.11,0,0,0,0,0,0,0,0,0,0
1,2022,WORLD," Fish & Shellfish",Unit Index,0,160.98,157.08,0,0,0,0,0,0,0,0,0,0
1,2022,WORLD," Fish & Shellfish",Quantum Index,0,60.25,71.37,0,0,0,0,0,0,0,0,0,0
1,2022,WORLD,"Textiles",Value Index,0,74.34,92.27,0,0,0,0,0,0,0,0,0,0
1,2022,WORLD,"Textiles",Unit Index,0,108.75,108.24,0,0,0,0,0,0,0,0,0,0
1,2022,WORLD,"Textiles",Quantum Index,0,68.36,85.24,0,0,0,0,0,0,0,0,0,0
1,2022,WORLD," Textile Materials",Value Index,0,44.36,47.39,0,0,0,0,0,0,0,0,0,0
1,2022,WORLD," Textile Materials",Unit Index,0,100.23,100.35,0,0,0,0,0,0,0,0,0,0
1,2022,WORLD," Textile Materials",Quantum Index,0,44.25,47.22,0,0,0,0,0,0,0,0,0,0
1,2022,WORLD," Textile Yarn & Fabrics",Value Index,0,75.34,95.16,0,0,0,0,0,0,0,0,0,0
1,2022,WORLD," Textile Yarn & Fabrics",Unit Index,0,109.55,108.62,0,0,0,0,0,0,0,0,0,0
1,2022,WORLD," Textile Yarn & Fabrics",Quantum Index,0,68.77,87.61,0,0,0,0,0,0,0,0,0,0
1,2022,WORLD," Textile Yarn",Value Index,0,81.63,91.55,0,0,0,0,0,0,0,0,0,0
1,2022,WORLD," Textile Yarn",Unit Index,0,114.34,114.67,0,0,0,0,0,0,0,0,0,0
1,2022,WORLD," Textile Yarn",Quantum Index,0,71.39,79.83,0,0,0,0,0,0,0,0,0,0
