2015=100
Exp or Imp,Year,Indexes Area,Commodity,,Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
Summary Indexes,,,,,,,,,,,,,,,,,
1,2020,WORLD,"Total",Value Index,90.45,86.21,100.29,100.88,82.6,66.42,77.13,85.19,83.04,96.07,104.18,97.01,106.43
1,2020,WORLD,"Total",Unit Index,99.43,100.02,100.47,99.51,98.12,98.12,98.84,100.88,99.26,101.03,98.83,98.65,99.06
1,2020,WORLD,"Total",Quantum Index,90.97,86.18,99.82,101.38,84.17,67.69,78.03,84.44,83.66,95.09,105.4,98.34,107.43
1,2020,WORLD,"*Raw Materials",Value Index,89.67,82.16,98.75,99.97,85.55,64.7,77.16,80.91,80.02,89.16,105.47,95.06,117.15
1,2020,WORLD,"*Raw Materials",Unit Index,91.51,94.4,92.77,90.27,90.64,86.72,87.13,89.53,86.11,89.67,92.05,96.47,99.97
1,2020,WORLD,"*Raw Materials",Quantum Index,97.98,87.02,106.43,110.74,94.38,74.6,88.56,90.36,92.92,99.42,114.57,98.54,117.18
1,2020,WORLD,"*Manufs",Value Index,90.33,85.68,100,101.16,82.29,65.86,77.01,85.02,83.1,96.3,104.58,97.3,105.66
1,2020,WORLD,"*Manufs",Unit Index,99.76,99.83,100.58,99.82,98.64,98.72,99.35,101.33,99.72,101.48,99.18,98.88,99.27
1,2020,WORLD,"*Manufs",Quantum Index,90.55,85.83,99.42,101.34,83.43,66.71,77.51,83.91,83.33,94.88,105.44,98.4,106.44
1,2020,WORLD,"Food-stuff",Value Index,132.04,92.92,115.51,124.61,124.65,114.77,129.94,131.7,129.6,138.47,156.88,152.22,173.19
1,2020,WORLD,"Food-stuff",Unit Index,115.13,120.54,114.87,113.54,113.58,111.73,113.59,117.14,116.92,114.9,114.33,113.05,118.01
1,2020,WORLD,"Food-stuff",Quantum Index,114.68,77.08,100.56,109.74,109.74,102.72,114.39,112.42,110.83,120.51,137.21,134.65,146.75
1,2020,WORLD," Fish & Shellfish",Value Index,89.73,65.35,78.45,88.92,78.45,89.99,101.31,90.32,85.64,78.66,94.45,104.12,121.11
1,2020,WORLD," Fish & Shellfish",Unit Index,94.63,120.95,112.03,98.47,83.77,80.19,86.51,91.91,99.91,94.22,89.86,90.14,97.37
1,2020,WORLD," Fish & Shellfish",Quantum Index,94.82,54.03,70.02,90.3,93.65,112.22,117.09,98.26,85.72,83.49,105.1,115.5,124.37
1,2020,WORLD,"Textiles",Value Index,76.59,72.09,99.12,88.41,78.03,63.11,66.76,68.17,65.02,71.34,83.16,74.96,88.91
1,2020,WORLD,"Textiles",Unit Index,97.5,99.13,101.61,98.16,98.06,97.18,98.37,96.37,97.13,96.44,95.81,94.75,96.01
1,2020,WORLD,"Textiles",Quantum Index,78.55,72.71,97.54,90.06,79.57,64.95,67.86,70.73,66.94,73.97,86.79,79.11,92.61
1,2020,WORLD," Textile Materials",Value Index,46.34,62.88,70.41,57.84,43.01,32.4,37.43,39.6,37.38,44.51,43.37,41.11,46.11
1,2020,WORLD," Textile Materials",Unit Index,82.57,85.8,84.59,82.23,85.78,84.72,79.05,84.43,84.66,83.44,79.64,79.84,76.23
1,2020,WORLD," Textile Materials",Quantum Index,56.12,73.29,83.23,70.34,50.14,38.24,47.34,46.9,44.15,53.34,54.46,51.48,60.5
1,2020,WORLD," Textile Yarn & Fabrics",Value Index,80.77,70.98,102.21,94.79,85.94,68.25,70.04,69.76,67.63,74.16,88.72,80.68,96.05
1,2020,WORLD," Textile Yarn & Fabrics",Unit Index,99.85,102.06,104.88,101.48,100.33,100.07,101.03,97.43,97.95,97.42,98.38,96.79,99.29
1,2020,WORLD," Textile Yarn & Fabrics",Quantum Index,80.88,69.55,97.45,93.41,85.65,68.2,69.32,71.6,69.04,76.12,90.18,83.35,96.72
1,2020,WORLD," Textile Yarn",Value Index,70.01,75.46,90.42,89.19,69.52,53.35,54.23,55.73,61.67,59.87,76.2,69.04,85.47
1,2020,WORLD," Textile Yarn",Unit Index,102.5,105.81,98.04,101.42,104.27,105.65,106.53,98.28,102.81,103,101.45,99.41,103.37
1,2020,WORLD," Textile Yarn",Quantum Index,68.3,71.31,92.23,87.94,66.67,50.49,50.91,56.7,59.98,58.13,75.11,69.45,82.68
1,2020,WORLD," Fabric Woolen",Value Index,69.48,60.56,81.05,82.72,77.22,62.61,64.31,61.93,56.64,60.95,73.51,68.62,83.68
1,2020,WORLD," Fabric Woolen",Unit Index,100.35,103.32,101.69,102.98,100.85,100.52,101.49,100.08,98.44,97.97,96.7,98.87,100.92
1,2020,WORLD," Fabric Woolen",Quantum Index,69.24,58.61,79.7,80.32,76.56,62.28,63.36,61.87,57.53,62.21,76.02,69.41,82.92
1,2020,WORLD," Synthetic Fabrics",Value Index,73.31,69.26,90.26,86.06,78.04,64.52,66.05,62.01,58.53,63.37,74.95,72.17,94.47
1,2020,WORLD," Synthetic Fabrics",Unit Index,96.28,100.02,98.4,99.49,95.12,94.73,97.52,94.83,94.78,92.67,93.55,96.31,96.96
1,2020,WORLD," Synthetic Fabrics",Quantum Index,76.14,69.24,91.73,86.5,82.04,68.11,67.72,65.39,61.75,68.38,80.11,74.94,97.43
1,2020,WORLD," Clothing",Value Index,122.99,115.07,153.72,109.04,94.32,99.38,121.15,140.61,122.06,123.2,143.38,114.21,139.72
