2015=100
Exp or Imp,Year,Indexes Area,Commodity,,Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
Summary Indexes,,,,,,,,,,,,,,,,,
1,2019,WORLD,"Total",Value Index,101.74,88.46,101.33,114.29,105.76,92.64,104.5,105.43,97.42,101.07,104.36,101.23,104.36
1,2019,WORLD,"Total",Unit Index,98.76,101.04,99.13,99.94,98.89,99.59,97.94,97.48,99.16,98.22,97.65,99.11,97.22
1,2019,WORLD,"Total",Quantum Index,103.01,87.55,102.22,114.36,106.94,93.02,106.69,108.15,98.23,102.9,106.87,102.13,107.33
1,2019,WORLD,"*Raw Materials",Value Index,90.89,74.12,91.51,105.5,103.12,96.07,96.42,87.03,85.53,84.52,86.26,86.23,94.38
1,2019,WORLD,"*Raw Materials",Unit Index,96.86,100.83,99.68,101.74,104.62,104.64,100.08,99.01,94.04,91.34,89.08,90.34,87.68
1,2019,WORLD,"*Raw Materials",Quantum Index,93.84,73.51,91.8,103.7,98.57,91.81,96.34,87.9,90.94,92.53,96.83,95.44,107.63
1,2019,WORLD,"*Manufs",Value Index,101.03,88.05,100.25,114.21,105.17,91.47,103.65,104.49,97.01,100.53,103.97,100.21,103.32
1,2019,WORLD,"*Manufs",Unit Index,98.63,101.02,99.09,99.77,98.58,99.29,97.7,97.33,99.08,98.19,97.58,99.09,97.2
1,2019,WORLD,"*Manufs",Quantum Index,102.42,87.16,101.16,114.47,106.68,92.12,106.08,107.35,97.91,102.38,106.54,101.12,106.29
1,2019,WORLD,"Food-stuff",Value Index,125.94,98.38,116.44,137.59,137.3,107.5,133.89,125.54,114.69,119.72,129.25,138.61,152.35
1,2019,WORLD,"Food-stuff",Unit Index,110.88,121.82,111.7,109.78,108.71,104.72,102.99,108.49,108.48,111.91,112.66,115,114.91
1,2019,WORLD,"Food-stuff",Quantum Index,113.58,80.76,104.24,125.32,126.29,102.65,130,115.71,105.72,106.97,114.72,120.53,132.58
1,2019,WORLD," Fish & Shellfish",Value Index,103.55,73.04,93.95,114.24,120.53,92.09,115.47,105.05,91.7,85.63,101.39,118.36,131.12
1,2019,WORLD," Fish & Shellfish",Unit Index,104.66,129.49,111.49,103.34,100.09,88.21,92.67,97.62,100,105.34,107.19,110.42,114.02
1,2019,WORLD," Fish & Shellfish",Quantum Index,98.94,56.4,84.27,110.54,120.41,104.39,124.6,107.61,91.69,81.29,94.58,107.19,114.99
1,2019,WORLD,"Textiles",Value Index,89.94,69.22,86.45,101.6,95.98,83.56,98.12,90.97,83.96,86.36,93.98,91.42,97.63
1,2019,WORLD,"Textiles",Unit Index,96.59,98.04,94.89,95.88,97.02,96.99,96.77,96.68,97.29,94.64,95.67,97.96,97.26
1,2019,WORLD,"Textiles",Quantum Index,93.11,70.6,91.11,105.96,98.92,86.14,101.39,94.1,86.29,91.24,98.23,93.31,100.37
1,2019,WORLD," Textile Materials",Value Index,53.48,43.19,45.85,64.4,55.04,57.95,60.76,49.93,50.68,52.85,53.59,50.24,57.32
1,2019,WORLD," Textile Materials",Unit Index,87.93,91.89,86.45,86.91,88.84,90.94,85.41,88.13,87.37,85.58,87.37,88.35,87.65
1,2019,WORLD," Textile Materials",Quantum Index,60.82,47,53.03,74.1,61.96,63.72,71.14,56.66,58.01,61.75,61.34,56.87,65.39
1,2019,WORLD," Textile Yarn & Fabrics",Value Index,96.34,72.63,93.27,108.34,105.6,88.81,105.17,97.92,87.98,91.31,101.15,99.93,103.98
1,2019,WORLD," Textile Yarn & Fabrics",Unit Index,97.85,98.71,95.2,96.99,98.48,97.8,98.88,98.08,98.14,95.74,97.37,100.02,98.78
1,2019,WORLD," Textile Yarn & Fabrics",Quantum Index,98.45,73.58,97.96,111.7,107.22,90.81,106.36,99.83,89.64,95.36,103.88,99.9,105.26
1,2019,WORLD," Textile Yarn",Value Index,87.7,67.39,88.58,103.92,90.36,89.11,90.46,85.76,85.33,83.88,85.78,88.34,93.51
1,2019,WORLD," Textile Yarn",Unit Index,98.28,99.91,90.82,98.06,105.59,101.95,96.75,97.98,99.48,93.83,98.4,97,100.16
1,2019,WORLD," Textile Yarn",Quantum Index,89.23,67.44,97.53,105.96,85.57,87.4,93.5,87.52,85.77,89.39,87.18,91.07,93.36
1,2019,WORLD," Fabric Woolen",Value Index,90.68,62.68,83.95,99.29,102.11,82.51,101.41,95.2,80.41,83.05,98.11,97.57,101.83
