名目季節調整系列,,,,,,,,,,,,,,,<参考>,,,,,,,,,,,(単位:10億円),,,,,,
"Nominal, Seasonally Adjusted Series",,,,,,,,,,,,,,,<cf>,,,,,,,,,,,(Billion Yen),,,,,,
,国内総生産(支出側),民間最終消費支出,,,民間住宅,民間企業設備,民間在庫変動,政府最終消費支出,公的固定資本形成,公的在庫変動,財貨・サービス,,,,海外からの所得,,,国民総所得,,国内需要,民間需要,公的需要,,総固定資本形成,,最終需要,,,,,,
7- 9.,"510,938.9 ","289,921.2 ","284,020.9 ","234,698.3 ","16,844.4 ","72,420.4 ","1,987.6 ","97,640.9 ","25,226.0 ",-132.8 ,"7,031.1 ","76,289.1 ","69,258.0 ",,"13,738.8 ","17,803.7 ","4,065.0 ","524,677.7 ",,"503,907.8 ","381,173.7 ","122,734.1 ",,"114,490.9 ",,"509,084.2 ",,,,,,
10-12.,"505,161.5 ","285,658.9 ","279,671.5 ","230,293.0 ","17,397.3 ","72,030.2 ","2,361.1 ","97,492.6 ","24,628.2 ",-47.8 ,"5,641.1 ","75,963.7 ","70,322.6 ",,"13,989.0 ","18,266.0 ","4,277.0 ","519,150.5 ",,"499,520.4 ","377,447.4 ","122,073.0 ",,"114,055.7 ",,"502,848.3 ",,,,,,
2011/ 1- 3.,"498,615.8 ","281,144.0 ","274,985.3 ","225,625.7 ","17,998.0 ","73,481.8 ","1,102.9 ","98,580.5 ","24,286.5 ",-23.5 ,"2,045.6 ","75,687.9 ","73,642.2 ",,"14,675.9 ","18,912.0 ","4,236.2 ","513,291.7 ",,"496,570.2 ","373,726.7 ","122,843.5 ",,"115,766.2 ",,"497,536.4 ",,,,,,
4- 6.,"490,847.6 ","282,549.4 ","276,198.7 ","226,977.1 ","17,657.5 ","71,932.3 ",683.9 ,"98,869.7 ","24,947.1 ",16.8 ,"-5,809.3 ","70,037.3 ","75,846.6 ",,"14,623.3 ","18,677.6 ","4,054.3 ","505,470.8 ",,"496,656.9 ","372,823.2 ","123,833.7 ",,"114,537.0 ",,"490,146.8 ",,,,,,
7- 9.,"501,056.1 ","286,516.2 ","280,008.4 ","230,745.5 ","18,403.9 ","73,818.0 ","1,455.8 ","99,126.3 ","24,287.8 ",84.1 ,"-2,635.8 ","76,079.0 ","78,714.9 ",,"14,557.6 ","18,628.1 ","4,070.5 ","515,613.7 ",,"503,692.0 ","380,193.8 ","123,498.1 ",,"116,509.6 ",,"499,516.2 ",,,,,,
10-12.,"500,109.6 ","288,350.1 ","281,729.0 ","232,435.5 ","18,055.1 ","76,606.5 ",698.9 ,"99,293.1 ","23,422.2 ",13.9 ,"-6,330.3 ","72,441.6 ","78,771.9 ",,"13,749.1 ","17,835.6 ","4,086.5 ","513,858.7 ",,"506,439.8 ","383,710.7 ","122,729.2 ",,"118,083.9 ",,"499,396.8 ",,,,,,
2012/ 1- 3.,"507,583.7 ","289,907.7 ","283,219.8 ","233,860.5 ","17,755.8 ","76,742.6 ","3,490.9 ","100,414.8 ","24,800.4 ",11.2 ,"-5,539.7 ","74,554.8 ","80,094.5 ",,"13,713.9 ","17,881.8 ","4,167.9 ","521,297.6 ",,"513,123.4 ","387,897.0 ","125,226.4 ",,"119,298.8 ",,"504,081.5 ",,,,,,
4- 6.,"500,304.6 ","289,089.1 ","282,311.9 ","232,906.1 ","18,125.7 ","76,478.5 ",306.6 ,"99,223.1 ","25,077.6 ",70.9 ,"-8,066.9 ","73,612.4 ","81,679.3 ",,"13,619.4 ","18,181.5 ","4,562.1 ","513,924.0 ",,"508,371.5 ","383,999.9 ","124,371.6 ",,"119,681.9 ",,"499,927.1 ",,,,,,
7- 9.,"497,557.1 ","286,864.4 ","279,977.6 ","230,557.4 ","18,420.6 ","75,579.2 ","1,186.7 ","99,814.5 ","24,514.7 ",85.5 ,"-8,908.4 ","70,985.3 ","79,893.8 ",,"13,963.6 ","17,987.8 ","4,024.2 ","511,520.8 ",,"506,465.6 ","382,050.9 ","124,414.6 ",,"118,514.5 ",,"496,285.0 ",,,,,,
10-12.,"497,140.6 ","288,950.1 ","282,013.8 ","232,535.2 ","18,919.5 ","75,460.9 ",-367.6 ,"100,314.2 ","24,081.1 ",16.6 ,"-10,234.2 ","69,430.2 ","79,664.4 ",,"14,216.0 ","18,833.3 ","4,617.3 ","511,356.6 ",,"507,374.8 ","382,962.9 ","124,411.9 ",,"118,461.5 ",,"497,491.6 ",,,,,,
2013/ 1- 3.,"502,956.1 ","293,075.3 ","286,152.6 ","236,619.2 ","19,206.5 ","75,659.1 ",210.9 ,"100,458.4 ","24,588.4 ",-102.6 ,"-10,140.1 ","76,395.5 ","86,535.6 ",,"15,543.8 ","20,587.8 ","5,044.1 ","518,499.9 ",,"513,096.2 ","388,151.9 ","124,944.3 ",,"119,454.1 ",,"502,847.8 ",,,,,,
4- 6.,"507,595.8 ","295,029.7 ","288,071.0 ","238,490.3 ","19,550.3 ","78,409.3 ","-2,301.1 ","101,139.8 ","25,585.7 ",57.5 ,"-9,875.3 ","80,957.7 ","90,833.0 ",,"19,228.6 ","25,047.1 ","5,818.5 ","526,824.4 ",,"517,471.1 ","390,688.2 ","126,782.9 ",,"123,545.3 ",,"509,839.4 ",,,,,,
7- 9.,"512,886.4 ","297,210.3 ","290,193.0 ","240,557.1 ","20,453.8 ","79,729.5 ",-710.5 ,"101,340.7 ","27,104.4 ",-58.3 ,"-12,183.5 ","82,066.9 ","94,250.4 ",,"17,426.3 ","24,046.8 ","6,620.5 ","530,312.7 ",,"525,069.9 ","396,683.1 ","128,386.8 ",,"127,287.7 ",,"513,655.2 ",,,,,,
10-12.,"512,431.8 ","298,108.9 ","291,156.2 ","241,515.0 ","21,364.3 ","80,576.3 ",111.1 ,"101,197.6 ","27,685.7 ",94.9 ,"-16,707.0 ","81,618.4 ","98,325.4 ",,"17,678.8 ","23,927.9 ","6,249.1 ","530,110.7 ",,"529,138.9 ","400,160.7 ","128,978.2 ",,"129,626.4 ",,"512,225.8 ",,,,,,
2014/ 1- 3.,"516,628.4 ","304,564.1 ","297,801.4 ","248,167.8 ","21,655.9 ","82,838.3 ","-2,597.1 ","102,073.5 ","27,261.3 ",111.8 ,"-19,279.4 ","86,824.2 ","106,103.6 ",,"17,703.3 ","24,937.3 ","7,234.0 ","534,331.7 ",,"535,907.9 ","406,461.2 ","129,446.6 ",,"131,755.5 ",,"519,113.7 ",,,,,,
4- 6.,"517,857.8 ","294,999.3 ","288,532.6 ","238,971.1 ","20,429.0 ","81,533.6 ","2,881.0 ","103,142.4 ","26,968.5 ",115.4 ,"-12,211.3 ","87,770.5 ","99,981.9 ",,"17,857.2 ","25,456.6 ","7,599.3 ","535,715.1 ",,"530,069.2 ","399,842.9 ","130,226.3 ",,"128,931.0 ",,"514,861.4 ",,,,,,
7- 9.,"518,310.0 ","297,798.4 ","291,570.7 ","242,054.4 ","19,384.0 ","82,281.7 ",-357.6 ,"104,006.8 ","27,781.5 ",194.2 ,"-12,779.0 ","90,936.1 ","103,715.0 ",,"19,753.8 ","27,553.8 ","7,800.0 ","538,063.7 ",,"531,088.9 ","399,106.5 ","131,982.4 ",,"129,447.2 ",,"518,473.4 ",,,,,,
10-12.,"522,198.4 ","298,131.2 ","291,889.6 ","242,423.2 ","19,415.6 ","83,080.1 ","-1,309.9 ","104,375.5 ","27,782.7 ",21.5 ,"-9,298.3 ","95,716.1 ","105,014.4 ",,"22,319.4 ","30,703.8 ","8,384.4 ","544,517.8 ",,"531,496.7 ","399,317.0 ","132,179.7 ",,"130,278.4 ",,"523,486.8 ",,,,,,
2015/ 1- 3.,"534,564.4 ","299,188.5 ","292,684.6 ","243,269.3 ","19,923.7 ","87,492.2 ",-176.2 ,"105,095.6 ","26,744.1 ",90.6 ,"-3,794.1 ","95,256.0 ","99,050.1 ",,"20,212.5 ","28,608.4 ","8,395.9 ","554,776.8 ",,"538,358.5 ","406,428.2 ","131,930.3 ",,"134,160.0 ",,"534,650.0 ",,,,,,
4- 6.,"538,073.7 ","300,655.2 ","293,861.9 ","244,467.9 ","20,337.2 ","86,491.3 ","2,600.4 ","104,903.2 ","26,552.8 ",-50.9 ,"-3,415.5 ","93,484.9 ","96,900.5 ",,"21,384.8 ","29,905.0 ","8,520.2 ","559,458.5 ",,"541,489.3 ","410,084.1 ","131,405.1 ",,"133,381.4 ",,"535,524.3 ",,,,,,
7- 9.,"540,020.0 ","301,442.3 ","294,459.5 ","245,108.7 ","20,511.3 ","87,768.3 ",832.5 ,"105,509.7 ","26,554.4 ",-69.2 ,"-2,529.3 ","95,607.4 ","98,136.7 ",,"21,068.5 ","30,232.8 ","9,164.3 ","561,088.5 ",,"542,549.3 ","410,554.4 ","131,994.9 ",,"134,834.0 ",,"539,256.7 ",,,,,,
10-12.,"539,614.8 ","299,064.9 ","291,952.1 ","242,647.7 ","20,442.7 ","87,281.3 ","1,027.7 ","106,735.2 ","27,075.6 ",-42.9 ,"-1,969.6 ","90,955.5 ","92,925.1 ",,"21,994.6 ","31,417.7 ","9,423.1 ","561,609.5 ",,"541,584.5 ","407,816.5 ","133,767.9 ",,"134,799.6 ",,"538,630.0 ",,,,,,
2016/ 1- 3.,"545,098.5 ","298,185.9 ","291,005.0 ","241,772.8 ","20,310.3 ","86,416.3 ","1,145.2 ","108,009.3 ","27,748.0 ",-41.1 ,"3,324.6 ","87,883.5 ","84,558.9 ",,"20,216.2 ","29,429.0 ","9,212.7 ","565,314.8 ",,"541,773.9 ","406,057.7 ","135,716.2 ",,"134,474.6 ",,"543,994.5 ",,,,,,
4- 6.,"543,215.0 ","296,559.8 ","289,284.0 ","240,122.4 ","20,886.7 ","86,289.9 ","2,425.0 ","106,405.4 ","26,859.7 ",-188.8 ,"3,977.3 ","85,560.0 ","81,582.7 ",,"18,922.3 ","28,640.2 ","9,717.8 ","562,137.3 ",,"539,237.7 ","406,161.4 ","133,076.3 ",,"134,036.3 ",,"540,978.8 ",,,,,,
7- 9.,"543,607.0 ","297,125.8 ","289,733.1 ","240,663.1 ","21,242.6 ","86,249.9 ",356.2 ,"106,785.1 ","26,936.7 ",-284.0 ,"5,194.7 ","85,839.1 ","80,644.3 ",,"18,193.2 ","28,217.2 ","10,024.0 ","561,800.2 ",,"538,412.3 ","404,974.5 ","133,437.8 ",,"134,429.1 ",,"543,534.8 ",,,,,,
10-12.,"545,217.8 ","299,103.5 ","291,650.7 ","242,646.4 ","21,478.1 ","87,345.0 ","-1,454.5 ","106,914.7 ","27,066.8 ",-310.5 ,"5,074.6 ","90,071.5 ","84,996.8 ",,"18,474.3 ","28,532.4 ","10,058.1 ","563,692.0 ",,"540,143.1 ","406,472.2 ","133,671.0 ",,"135,889.9 ",,"546,982.7 ",,,,,,
2017/ 1- 3.,"547,168.8 ","300,657.8 ","293,210.5 ","244,248.0 ","21,398.4 ","88,066.1 ",-615.2 ,"107,141.9 ","27,502.9 ",-322.7 ,"3,339.5 ","95,234.4 ","91,894.8 ",,"20,924.5 ","31,426.3 ","10,501.9 ","568,093.3 ",,"543,829.3 ","409,507.2 ","134,322.1 ",,"136,967.5 ",,"548,106.7 ",,,,,,
4- 6.,"550,192.3 ","302,412.9 ","294,922.1 ","246,014.3 ","21,710.8 ","88,839.3 ",-392.1 ,"107,045.5 ","27,922.9 ",119.8 ,"2,533.2 ","94,763.2 ","92,230.0 ",,"19,626.9 ","30,259.0 ","10,632.1 ","569,819.2 ",,"547,659.1 ","412,570.9 ","135,088.2 ",,"138,473.0 ",,"550,464.6 ",,,,,,
7- 9.,"556,928.0 ","301,308.6 ","293,741.4 ","244,867.7 ","21,662.5 ","89,360.7 ","2,620.1 ","107,616.6 ","27,530.3 ",87.3 ,"6,741.9 ","98,367.2 ","91,625.3 ",,"21,029.5 ","31,436.6 ","10,407.0 ","577,957.6 ",,"550,186.1 ","414,951.9 ","135,234.2 ",,"138,553.6 ",,"554,220.6 ",,,,,,
10-12.,"558,181.4 ","303,929.5 ","296,435.8 ","247,616.1 ","21,071.8 ","90,754.8 ","3,009.5 ","107,638.4 ","27,573.5 ",100.6 ,"4,103.3 ","100,586.9 ","96,483.6 ",,"20,480.2 ","31,574.8 ","11,094.6 ","578,661.6 ",,"554,078.1 ","418,765.6 ","135,312.5 ",,"139,400.1 ",,"555,071.3 ",,,,,,
2018/ 1- 3.,"557,822.6 ","304,690.7 ","297,423.3 ","248,647.4 ","20,610.7 ","91,326.4 ","1,615.2 ","108,714.0 ","27,866.7 ",67.6 ,"2,931.3 ","101,170.6 ","98,239.3 ",,"20,063.3 ","32,209.5 ","12,146.2 ","577,885.9 ",,"554,891.2 ","418,243.0 ","136,648.2 ",,"139,803.8 ",,"556,139.7 ",,,,,,
4- 6.,"557,565.9 ","304,215.3 ","297,287.4 ","248,551.3 ","20,181.6 ","92,395.6 ","1,130.6 ","108,904.9 ","28,859.3 ",-32.4 ,"1,911.0 ","102,156.7 ","100,245.7 ",,"21,711.4 ","33,538.5 ","11,827.0 ","579,277.3 ",,"555,654.9 ","417,923.1 ","137,731.8 ",,"141,436.5 ",,"556,467.7 ",,,,,,
7- 9.,"554,029.2 ","305,052.0 ","298,402.6 ","249,690.8 ","20,255.0 ","89,282.0 ","2,524.7 ","108,811.1 ","28,411.6 ",-23.8 ,-283.5 ,"101,921.2 ","102,204.7 ",,"21,342.5 ","33,434.3 ","12,091.8 ","575,371.7 ",,"554,312.7 ","417,113.7 ","137,198.9 ",,"137,948.7 ",,"551,528.4 ",,,,,,
10-12.,"555,421.8 ","305,960.0 ","299,316.2 ","250,669.0 ","20,578.8 ","92,999.2 ","2,947.6 ","109,063.1 ","27,915.6 ",-71.1 ,"-3,971.4 ","102,412.9 ","106,384.3 ",,"22,143.9 ","34,621.2 ","12,477.3 ","577,565.7 ",,"559,393.2 ","422,485.5 ","136,907.7 ",,"141,493.6 ",,"552,545.3 ",,,,,,
2019/ 1- 3.,"559,266.0 ","305,185.7 ","298,275.8 ","249,638.3 ","21,104.2 ","92,385.9 ","2,897.5 ","109,719.3 ","28,529.0 ",-144.0 ,-411.5 ,"98,407.7 ","98,819.3 ",,"21,816.2 ","34,041.7 ","12,225.5 ","581,082.2 ",,"559,677.5 ","421,573.2 ","138,104.3 ",,"142,019.0 ",,"556,512.5 ",,,,,,
4- 6.,"561,464.2 ","307,077.9 ","299,917.2 ","251,302.9 ","21,526.2 ","92,751.5 ","2,994.7 ","111,099.2 ","28,727.7 ",-12.8 ,"-2,700.3 ","98,146.0 ","100,846.2 ",,"22,155.8 ","34,566.6 ","12,410.8 ","583,620.0 ",,"564,164.4 ","424,350.4 ","139,814.1 ",,"143,005.4 ",,"558,482.3 ",,,,,,
7- 9.,"562,946.3 ","308,970.3 ","301,671.3 ","253,083.8 ","21,628.0 ","93,490.7 ","1,635.3 ","111,502.8 ","29,110.4 ",-75.9 ,"-3,315.5 ","96,701.7 ","100,017.3 ",,"21,998.6 ","34,988.2 ","12,989.6 ","584,944.8 ",,"566,261.8 ","425,724.4 ","140,537.3 ",,"144,229.2 ",,"561,386.8 ",,,,,,
10-12.,"555,845.6 ","301,761.3 ","294,270.2 ","245,688.3 ","21,580.4 ","89,422.2 ","1,238.3 ","112,462.7 ","29,493.3 ",27.7 ,-140.3 ,"96,529.3 ","96,669.6 ",,"21,429.3 ","34,069.4 ","12,640.0 ","577,274.9 ",,"555,985.9 ","414,002.2 ","141,983.7 ",,"140,495.9 ",,"554,579.6 ",,,,,,
2020/ 1- 3.,"552,903.2 ","299,208.3 ","291,474.5 ","242,895.7 ","20,779.7 ","90,716.1 ","2,531.7 ","111,786.0 ","29,519.5 ",39.0 ,"-1,677.1 ","91,813.0 ","93,490.1 ",,"22,534.3 ","34,173.5 ","11,639.2 ","575,437.5 ",,"554,580.3 ","413,235.8 ","141,344.4 ",,"141,015.3 ",,"550,332.5 ",,,,,,
4- 6.,"510,843.0 ","273,724.9 ","265,703.5 ","217,124.7 ","20,659.8 ","84,486.9 ","1,311.7 ","111,775.0 ","30,214.4 ",3.2 ,"-11,332.8 ","73,158.4 ","84,491.2 ",,"19,972.5 ","30,686.6 ","10,714.1 ","530,815.5 ",,"522,175.8 ","380,183.3 ","141,992.5 ",,"135,361.1 ",,"509,528.1 ",,,,,,
7- 9.,"538,579.9 ","287,672.0 ","279,381.8 ","230,833.1 ","19,623.6 ","82,901.6 ","1,554.2 ","115,151.8 ","30,534.2 ",19.5 ,"1,123.0 ","80,503.7 ","79,380.7 ",,"19,831.2 ","30,886.8 ","11,055.6 ","558,411.1 ",,"537,456.9 ","391,751.4 ","145,705.4 ",,"133,059.4 ",,"537,006.3 ",,,,,,
10-12.,"551,223.4 ","292,814.5 ","284,371.6 ","235,857.6 ","19,574.7 ","86,069.5 ",-844.1 ,"116,522.4 ","30,801.6 ",-17.1 ,"6,302.1 ","89,530.0 ","83,227.9 ",,"22,159.8 ","31,995.3 ","9,835.5 ","573,383.2 ",,"544,921.4 ","397,614.6 ","147,306.8 ",,"136,445.7 ",,"552,084.7 ",,,,,,
2021/ 1- 3.,"545,158.6 ","290,290.7 ","281,814.7 ","233,272.5 ","19,972.3 ","85,856.8 ","1,229.0 ","115,357.8 ","30,721.6 ",41.2 ,"1,689.2 ","93,571.4 ","91,882.2 ",,"22,450.7 ","33,451.1 ","11,000.4 ","567,609.3 ",,"543,469.4 ","397,348.8 ","146,120.6 ",,"136,550.7 ",,"543,888.4 ",,,,,,
4- 6.,"544,417.2 ","290,749.5 ","282,247.5 ","233,698.5 ","20,761.4 ","88,376.7 ",-974.5 ,"117,279.3 ","30,520.9 ",2.9 ,"-2,298.9 ","99,513.6 ","101,812.5 ",,"22,716.3 ","33,673.3 ","10,957.0 ","567,133.6 ",,"546,716.1 ","398,913.1 ","147,803.0 ",,"139,659.0 ",,"545,388.9 ",,,,,,
＊年率で表示している。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
