Exp or Imp,Year & Month,Grand Total,FOODSTUFF,,RAW MATERIALS,,MINERAL FUELS,,CHEMICALS,, ORGANIC CHEMICALS,, MEDICAL PRODUCTS,, PLASTIC MATERIALS,,MANUFACTURED GOODS,, IRON AND STEEL PRODUCTS,, NONFERROUS METALS,, MANUFACTURES OF METALS,," TEXTILE YARN, FABRICS",, NON-METALLIC MINERAL WARE,, RUBBER MANUFACTURED,, PAPER & PAPER MANUFACTURES,,MACHINERY,, POWER GENERATING MACHINE,, COMPUTERS AND UNITS,, PARTS OF COMPUTER,, METALWORKING MACHINERY,, PUMP AND CENTRIFUGES,, CONSTRUCTION MACHINES,, MECHANICAL HANDLING EQUIP,, HEATING OR COOLING MACHINE,, TEXTILE MACHINES,, BALL OR ROLLER BEARINGS,,ELECTRICAL MACHINERY,, SEMICONDUCTORS ETC,, (IC),, VISUAL APPARATUS,, (VIDEO REC OR REPRO APP),, (TV RECEIVER),, AUDIO APPARATUS,," PARTS OF AUDIO, VISUAL APP.",, ELECTRICAL POWER MACHINERY,," TELEPHONY, TELEGRAPHY",, ELECTRICAL MEASURING,, ELECTRICAL APPARATUS,, BATTERIES AND ACCUMULATORS,,TRANSPORT EQUIPMENT,, MOTOR VEHICLES,, (CAR),, (BUS&TRUCK),, PARTS OF MOTOR VEHICLES,," MOTORCYCLES, AUTOCYCLES",, SHIPS,,OTHERS,," SCIENTIFIC, OPTICAL INST",, PHOTOGRAPHIC SUPPLIES,, BLANK/RECORDED MEDIA,
1,2009 Jan.-Mar.,11191194905,0,75387591,0,166762644,0,181225147,0,1115834153,0,359587551,0,93723051,1327886,315052711,0,1550590206,6465,725779666,376773,195108696,0,161567090,0,122021778,0,130843738,0,164473995,255857,46818144,0,2272843489,0,390710394,3555,98763220,0,238933704,0,172846350,0,210298087,0,129833765,0,130925746,0,100394424,0,22718048,0,56761985,0,2030670505,0,589776586,6709,380394989,6281,160684397,5410,141085959,871,19598438,26447,7119900,0,124445370,0,152883284,0,142043441,0,158594498,0,228742521,0,65090088,0,2405520366,810372,1154766745,684832,950875470,116764,189461108,339901,363701457,277,121055181,5409457,616537497,0,1392360804,0,273007982,0,78896709,242914,71859841
1,2009 Apr.-Jun.,12809069161,0,88523436,0,227216681,0,207426368,0,1457570542,0,440314446,0,100848141,1593742,462149262,0,1631409274,7124,627066661,399803,274739462,0,187780200,0,143630680,0,164413416,0,174936692,283495,54360580,0,2244189340,0,444716851,3366,101349136,0,292077133,0,121283444,0,221929601,0,118685665,0,105770867,0,107959843,0,26627077,0,59637221,0,2635907725,0,851643790,10959,567174119,9194,243335298,7994,223811588,1200,19523710,31665,9208425,0,130528820,0,172710097,0,186661300,0,181179771,0,311655699,0,84140798,0,2622955956,955274,1429230910,835863,1266373218,110771,152587975,485431,529933994,213,71740771,4155852,450850075,0,1693869839,0,387144731,0,86741669,310072,78927297
1,2009 Jul.-Sep.,14462190187,0,88833810,0,219864598,0,325947196,0,1574749545,0,451979777,0,95930808,1665946,523378421,0,1833359121,10115,760180735,347702,265612199,0,200857705,0,139692062,0,201990978,0,197677349,372732,62888244,0,2378324456,0,481620003,3325,111106611,0,311250938,0,124459858,0,238466276,0,120765419,0,107538559,0,97724839,0,28476789,0,68741104,0,2995294446,0,987215724,13948,665573813,10723,249408079,9298,222677774,1425,26730305,56318,13025829,0,155354326,0,188926818,0,188929243,0,222700828,0,377335267,0,90864966,0,3216413625,1207183,1900268096,1044739,1661405542,149405,220736581,605191,659224887,149,39168860,4276120,492213840,0,1829403390,0,442164608,0,96589508,364908,77578387
1,2009 Oct.-Dec.,15708159835,0,112803506,0,212454725,0,233800908,0,1631773345,0,449630560,0,93946598,1736957,543527733,0,2001263903,10449,792690738,345457,299864480,0,233622274,0,158133321,0,223945673,0,215065063,458870,73253483,0,2773168791,0,522265883,3723,123717392,0,349298313,0,142478259,0,259005076,0,148327093,0,125496630,0,122320767,0,38892357,0,83064948,0,3109222702,0,990681305,14295,656201750,11569,290423839,10509,266659823,1059,23764016,56262,13997702,0,138004805,0,207001365,0,168812669,0,243824715,0,403403284,0,88308604,0,3605266349,1412528,2209011705,1219172,1918437097,178550,269476659,711861,756062249,191,64387836,4106802,458331960,0,2028405606,0,475373797,0,100806848,343722,83867990
1,(Ratio to ST),92.0,-,110.0,-,132.8,-,63.2,-,117.8,-,130.7,-,106.3,138.2,127.5,-,87.3,131.0,73.2,109.4,106.6,-,94.9,-,87.7,-,118.8,-,91.3,116.7,101.1,-,80.6,-,91.4,92.3,79.7,-,93.2,-,52.9,-,89.5,-,58.2,-,61.7,-,91.8,-,121.4,-,87.7,-,94.4,-,103.2,127.9,106.2,89.2,84.8,97.1,87.5,49.5,62.5,133.5,92.7,-,68.3,-,91.2,-,83.6,-,101.4,-,103.3,-,80.4,-,85.6,76.7,79.7,76.3,80.8,76.6,72.8,122.2,116.6,53.9,45.6,84.2,89.0,-,111.8,-,116.8,-,100.3,87.7,78.0
1,2008 Dec.,4830483304,0,34315179,0,46660857,0,94926236,0,368007772,0,92965115,0,28265212,376889,105410252,0,680952140,2602,333123211,97496,68631010,0,73771709,0,58239542,0,50701048,0,73871255,113294,20761210,0,1043659882,0,182210271,1135,39644114,0,114731318,0,81294348,0,85345451,0,76877649,0,62220319,0,34215530,0,11035724,0,28059060,0,874163326,0,248502993,2920,162213840,2884,70589903,1913,57732252,971,12857651,12329,3621402,0,42982199,0,81336587,0,59228969,0,69744087,0,106397146,0,25295742,0,1192644395,527414,739646399,456850,627641719,66785,103008940,166480,179387015,122,49184584,1627443,170439859,0,495153517,0,108131418,0,30598812,105439,30954853
1,2009 Jan.,3477825156,0,22532066,0,41720161,0,61125109,0,317934240,0,105220054,0,31334702,340202,82519506,0,499016676,1987,243761827,103727,53877355,0,52832915,0,37477476,0,40667483,0,54716742,81304,14502771,0,711398951,0,115217842,1251,33160516,0,91559756,0,52634591,0,60488736,0,38203218,0,39377329,0,26847346,0,6309689,0,20286276,0,615349811,0,174526048,2029,108797372,1611,44497273,1320,37098552,292,7398721,11107,2488748,0,40076895,0,48512548,0,42506919,0,48453698,0,71847635,0,19261824,0,815666046,269731,399426350,228314,330385906,39517,65032326,106288,116203065,92,43495748,1920451,211381476,0,393082096,0,79908092,0,24034766,73828,21144602
1,2009 Feb.,3529575459,0,24507947,0,55476912,0,57317653,0,342529851,0,107213989,0,27997345,433167,99855026,0,473474931,1871,206841528,127492,63034015,0,52038412,0,40172146,0,41604879,0,53136579,84475,15204753,0,736887213,0,130017915,1084,32336040,0,78213513,0,56190205,0,66976633,0,38984139,0,41154208,0,36934500,0,8037465,0,17691074,0,637028525,0,182965269,2127,121532098,1993,49254542,1728,43741673,265,5512869,8043,2252293,0,39664424,0,49393309,0,46005730,0,49769023,0,69565697,0,21372045,0,750763186,257719,359956491,219347,294973304,35596,60106005,102264,108789250,93,40130685,1802449,186367515,0,451589241,0,86707829,0,24848356,87452,23304055
1,2009 Mar.,4183794290,0,28347578,0,69565571,0,62782385,0,455370062,0,147153508,0,34391004,554517,132678179,0,578098599,2607,275176311,145554,78197326,0,56695763,0,44372156,0,48571376,0,56620674,90078,17110620,0,824557325,0,145474637,1220,33266664,0,69160435,0,64021554,0,82832718,0,52646408,0,50394209,0,36612578,0,8370894,0,18784635,0,778292169,0,232285269,2553,150065519,2676,66932582,2362,60245734,314,6686848,7297,2378859,0,44704051,0,54977427,0,53530792,0,60371777,0,87329189,0,24456219,0,839091134,282922,395383904,237171,325516260,41651,64322777,131349,138709142,91,37428748,1686557,218788506,0,547689467,0,106392061,0,30013587,81634,27411184
1,2009 Apr.,4194707904,0,30364326,0,76401500,0,60739897,0,480919153,0,149843644,0,36266147,537832,147955795,0,533883252,2133,206161397,138044,90661828,0,62077367,0,45443438,0,54433039,0,56862028,85194,16867240,0,768804946,0,157807226,1299,34224842,0,98912835,0,41229880,0,72109353,0,41721263,0,36305973,0,40428561,0,7318239,0,18811951,0,872179528,0,270671901,3286,180069020,3384,85677744,2941,79348770,442,6328974,10710,3289646,0,50566523,0,56235323,0,65149848,0,62013394,0,100572184,0,27337323,0,805741031,279423,381595552,240370,330883225,36074,47160421,160098,176723789,86,33163224,1564958,167391195,0,565674271,0,126200604,0,28477690,92362,27242419
1,2009 May.,4019951604,0,28188180,0,77860132,0,56833963,0,476672501,0,142271849,0,33300903,536951,152980761,0,507580641,2141,185833424,128718,91086950,0,59999413,0,46948351,0,50566027,0,54008498,88858,17790843,0,718231251,0,136092521,934,33093575,0,101283221,0,37992810,0,71113692,0,36099366,0,32811711,0,37335569,0,8988934,0,18878911,0,845590778,0,271079253,3470,179387781,3080,78372852,2708,72165031,373,6207821,9697,2877257,0,39650262,0,60289898,0,59451877,0,56981387,0,100302361,0,26450109,0,775804286,290004,433865808,257446,388559618,30125,42639917,152868,165706001,65,20309578,884444,111351842,0,533189872,0,126181131,0,29034088,102108,26207312
1,2009 Jun.,4594409653,0,29970930,0,72955049,0,89852508,0,499978888,0,148198953,0,31281091,518959,161212706,0,589945381,2850,235071840,133041,92990684,0,65703420,0,51238891,0,59414350,0,64066166,109443,19702497,0,757153143,0,150817104,1134,34030719,0,91881077,0,42060754,0,78706556,0,40865036,0,36653183,0,30195713,0,10319904,0,21946359,0,918137419,0,309892636,4203,207717318,2730,79284702,2344,72297787,385,6986915,11258,3041522,0,40312035,0,56184876,0,62059575,0,62184990,0,110781154,0,30353366,0,1041410639,385847,613769550,338047,546930375,44572,62787637,172464,187504204,62,18267969,1706450,172107038,0,595005696,0,134762996,0,29229891,115602,25477566
1,2009 Jul.,4843000548,0,32430215,0,74260691,0,100180155,0,530165671,0,146953558,0,34812475,571757,178056945,0,610698209,3180,247114197,122399,87206979,0,67928982,0,52201888,0,66117879,0,67684079,119634,20596450,0,796816612,0,157199564,1189,37158490,0,102007453,0,41178339,0,87029278,0,39841214,0,34020433,0,34040005,0,9859057,0,23158901,0,990253603,0,322686722,4616,215063304,2728,79195096,2308,69265906,420,9929190,17625,4120374,0,50040475,0,61159038,0,65324528,0,71274392,0,132360810,0,29996483,0,1118846908,406965,629545569,354470,556001197,48403,68475933,208878,229947655,54,13986028,1632436,199679721,0,589348484,0,141765844,0,32019151,105379,24088032
1,2009 Aug.,4509804115,0,27153572,0,71173435,0,109372099,0,511971515,0,146117442,0,28915758,543170,171022884,0,591725243,3388,246650884,117483,88535701,0,63337058,0,43252000,0,64562460,0,62723779,120454,21311795,0,749309419,0,154790351,1130,35967364,0,106218912,0,38914805,0,69709284,0,37588279,0,32606200,0,28148653,0,9623563,0,20901587,0,952007323,0,316845418,4509,213456932,3572,75583634,3128,67700281,443,7883353,17582,3861957,0,52616951,0,61741996,0,58409127,0,73554769,0,118520536,0,29565562,0,913691069,343530,535571149,295243,465115450,44363,64824625,180461,194006622,49,12981836,1044962,132357684,0,583400440,0,145509150,0,30900310,130866,25122028
1,2009 Sep.,5109385524,0,29250023,0,74430472,0,116394942,0,532612359,0,158908777,0,32202575,551019,174298592,0,630935669,3547,266415654,107820,89869519,0,69591665,0,44238174,0,71310639,0,67269491,132644,20979999,0,832198425,0,169630088,1007,37980757,0,103024573,0,44366714,0,81727714,0,43335926,0,40911926,0,35536181,0,8994169,0,24680616,0,1053033520,0,347683584,4823,237053577,4423,94629349,3862,85711587,562,8917762,21110,5043498,0,52696900,0,66025784,0,65195588,0,77871667,0,126453921,0,31302921,0,1183875648,456688,735151378,395026,640288895,56639,87436023,215851,235270610,46,12200996,1598722,160176435,0,656654466,0,154889614,0,33670047,128664,28368327
1,2009 Oct.,5308318725,0,36983286,0,68752230,0,78694102,0,554208021,0,143036708,0,33255836,589568,191542153,0,680306380,3398,260699062,120625,105524975,0,80715870,0,53042977,0,77763220,0,74652840,166104,26262035,0,891061996,0,163355175,1259,42398575,0,119696633,0,43301218,0,87278251,0,41874684,0,37730209,0,36749593,0,12747096,0,27694354,0,1082500604,0,339846047,5083,224639708,4349,108843412,3981,99050092,369,9793320,23127,4940661,0,53793579,0,65707584,0,59572648,0,82958139,0,141062863,0,29580941,0,1215849572,456940,710227361,390920,615014152,61151,89162546,244160,258082434,68,22471933,1886173,184545047,0,699962534,0,164664450,0,33190767,135636,30049617
1,2009 Nov.,4988162904,0,34053886,0,63605008,0,75617330,0,508694764,0,143005800,0,32870582,544074,166037734,0,615398094,3237,248316847,106976,89867864,0,70080424,0,47848793,0,70436210,0,64687449,145317,22739311,0,874737603,0,164491056,1113,38445987,0,122529503,0,42519965,0,77805174,0,46505188,0,39769614,0,46712218,0,11906387,0,25808790,0,987206139,0,312309096,4386,207539870,4058,104065668,3757,97039858,301,7025810,16274,4306445,0,42429644,0,71872429,0,54705060,0,73211934,0,124098528,0,29253198,0,1197418481,479019,755671157,415750,660636236,58578,88376947,216979,232552361,63,21406421,1262902,153995524,0,631431599,0,145304650,0,31065490,105309,26112698
1,2009 Dec.,5411678206,0,41766334,0,80097487,0,79489476,0,568870560,0,163588052,0,27820180,603315,185947846,0,705559429,3814,283674829,117856,104471641,0,82825980,0,57241551,0,75746243,0,75724774,147449,24252137,0,1007369192,0,194419652,1351,42872830,0,107072177,0,56657076,0,93921651,0,59947221,0,47996807,0,38858956,0,14238874,0,29561804,0,1039515959,0,338526162,4825,224022172,3162,77514759,2772,70569873,390,6944886,16861,4750596,0,41781582,0,69421352,0,54534961,0,87654642,0,138241893,0,29474465,0,1191998296,476569,743113187,412502,642786709,58821,91937166,250722,265427454,61,20509482,957727,119791389,0,697011473,0,165404697,0,36550591,102777,27705675
1,(Ratio to SM),112.0,-,121.7,-,171.7,-,83.7,-,154.6,-,176.0,-,98.4,160.1,176.4,-,103.6,146.5,85.2,120.9,152.2,-,112.3,-,98.3,-,149.4,-,102.5,130.1,116.8,-,96.5,-,106.7,119.0,108.1,-,93.3,-,69.7,-,110.0,-,78.0,-,77.1,-,113.6,-,129.0,-,105.4,-,118.9,-,136.2,165.2,138.1,109.6,109.8,144.9,122.2,40.1,54.0,136.8,131.2,-,97.2,-,85.4,-,92.1,-,125.7,-,129.9,-,116.5,-,99.9,90.4,100.5,90.3,102.4,88.1,89.3,150.6,148.0,49.9,41.7,58.8,70.3,-,140.8,-,153.0,-,119.5,97.5,89.5
