2015=100
Exp or Imp,Year,Indexes Area,Commodity,,Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
Summary Indexes,,,,,,,,,,,,,,,,,
1,2004,WORLD,"Total",Value Index,80.89,67.83,75.66,86.37,81.03,75.06,83.94,84.23,75.94,86.42,86.84,81.81,85.61
1,2004,WORLD,"Total",Unit Index,74.23,72.88,72.82,73.13,71.28,73.35,74.9,73.77,74.29,75.14,76.24,76.7,76.01
1,2004,WORLD,"Total",Quantum Index,108.98,93.07,103.89,118.09,113.67,102.32,112.06,114.16,102.22,115,113.89,106.66,112.62
1,2004,WORLD,"*Raw Materials",Value Index,55.65,42.79,52.69,64.71,58.83,52.04,51.1,54.02,55.02,53.95,55.51,58.86,68.32
1,2004,WORLD,"*Raw Materials",Unit Index,55.36,50.23,51.94,55.73,56.7,55,54.13,54.02,56.89,56.43,57.65,58.16,56.78
1,2004,WORLD,"*Raw Materials",Quantum Index,100.53,85.18,101.44,116.11,103.75,94.61,94.4,100,96.71,95.62,96.28,101.2,120.32
1,2004,WORLD,"*Manufs",Value Index,84.31,70.92,78.88,89.83,84.72,78.18,87.58,88.13,78.83,89.99,90.52,85.24,88.95
1,2004,WORLD,"*Manufs",Unit Index,74.58,73.35,73.29,73.52,71.54,73.74,75.28,74.1,74.55,75.46,76.57,77.05,76.35
1,2004,WORLD,"*Manufs",Quantum Index,113.05,96.68,107.62,122.19,118.41,106.02,116.34,118.93,105.73,119.25,118.22,110.62,116.5
1,2004,WORLD,"Food-stuff",Value Index,47.3,37.97,43.61,47.67,49.84,44.47,48.32,42.25,39.19,46.84,56.64,55.55,55.28
1,2004,WORLD,"Food-stuff",Unit Index,73.57,71.48,70.71,74.59,72.36,71.69,72.93,71.82,75.53,74.7,76.56,74.61,75.53
1,2004,WORLD,"Food-stuff",Quantum Index,64.3,53.11,61.67,63.91,68.87,62.03,66.26,58.82,51.89,62.7,73.98,74.45,73.19
1,2004,WORLD," Fish & Shellfish",Value Index,49.96,35.87,43.39,44.22,54.53,42.99,59.44,41.96,38.29,45.09,66.54,65.29,61.86
1,2004,WORLD," Fish & Shellfish",Unit Index,70.9,67.25,69.59,69.24,69.47,63.54,69.37,69.56,73.28,73.9,73.2,75.61,76.06
1,2004,WORLD," Fish & Shellfish",Quantum Index,70.46,53.33,62.35,63.86,78.49,67.66,85.68,60.33,52.26,61.01,90.89,86.35,81.33
1,2004,WORLD,"Textiles",Value Index,94.56,73.06,87.27,93.54,89.6,87.89,105.3,110.38,94.56,93.49,97.57,91.18,110.93
1,2004,WORLD,"Textiles",Unit Index,72.94,73.07,71.59,71.41,70.99,71.68,74.87,75.05,73.09,72.67,72.79,73.29,74.24
1,2004,WORLD,"Textiles",Quantum Index,129.65,99.99,121.89,130.99,126.2,122.61,140.65,147.05,129.37,128.64,134.05,124.41,149.41
1,2004,WORLD," Textile Materials",Value Index,56.41,49.5,54.58,68.13,51.03,53.35,58.55,56.14,58.13,60.89,59.06,52.33,55.26
1,2004,WORLD," Textile Materials",Unit Index,56.19,53.4,52.41,54.33,55.02,57.04,58.44,58.03,58.01,55.9,57.58,57.2,57.11
1,2004,WORLD," Textile Materials",Quantum Index,100.4,92.69,104.13,125.38,92.74,93.53,100.18,96.75,100.2,108.92,102.56,91.49,96.76
