2015=100
Exp or Imp,Year,Indexes Area,Commodity,,Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
Summary Indexes,,,,,,,,,,,,,,,,,
1,2014,WORLD,"Total",Value Index,96.66,83.34,92.03,101.3,96.28,88.96,94.26,98.26,90.53,101.28,106.12,98.19,109.37
1,2014,WORLD,"Total",Unit Index,95.65,96.32,94.36,94.87,93.03,92.85,92.93,93.43,93.95,96.46,97.32,98.87,103.2
1,2014,WORLD,"Total",Quantum Index,101.05,86.52,97.52,106.77,103.49,95.81,101.43,105.17,96.36,104.99,109.04,99.31,105.97
1,2014,WORLD,"*Raw Materials",Value Index,104.99,86.83,99,107.17,107.8,106.25,111.96,117.88,100.01,100.32,105.5,100.49,116.71
1,2014,WORLD,"*Raw Materials",Unit Index,105.32,107.29,108.95,105.85,101.68,101.63,101.13,102.99,104.35,105.27,107.27,106.68,111.74
1,2014,WORLD,"*Raw Materials",Quantum Index,99.69,80.93,90.87,101.24,106.02,104.54,110.7,114.45,95.83,95.3,98.35,94.19,104.45
1,2014,WORLD,"*Manufs",Value Index,96.99,83.72,92.52,101.97,96.55,89.66,94.86,98.67,90.74,101.33,106.2,98.02,109.66
1,2014,WORLD,"*Manufs",Unit Index,94.81,95.28,93.3,94.01,92.25,92.08,92.05,92.47,93.01,95.6,96.48,98.25,102.67
1,2014,WORLD,"*Manufs",Quantum Index,102.3,87.87,99.16,108.46,104.66,97.37,103.04,106.7,97.55,105.99,110.06,99.77,106.8
1,2014,WORLD,"Food-stuff",Value Index,80.42,61.79,68.63,77.97,79.23,74.37,74.68,77.99,83.42,75.73,95.15,90.47,105.63
1,2014,WORLD,"Food-stuff",Unit Index,93.92,104.08,95.44,80.23,76.64,83.91,91.62,95.75,98.82,94.76,103.56,104.89,107.16
1,2014,WORLD,"Food-stuff",Quantum Index,85.62,59.36,71.91,97.18,103.37,88.63,81.5,81.45,84.41,79.91,91.88,86.25,98.57
1,2014,WORLD," Fish & Shellfish",Value Index,85.93,57.51,67.17,85.93,92.28,83.35,84.53,89.04,100.84,76.52,94.83,89.31,109.86
1,2014,WORLD," Fish & Shellfish",Unit Index,97.34,119.35,102.24,71.95,64.63,77.43,94.19,104.78,114.19,101.7,122.09,124.1,129.43
1,2014,WORLD," Fish & Shellfish",Quantum Index,88.27,48.18,65.69,119.43,142.77,107.63,89.74,84.98,88.3,75.24,77.67,71.96,84.87
1,2014,WORLD,"Textiles",Value Index,94.25,68.57,89.33,94.43,94.56,97.41,94.81,99.21,91.02,90.93,104.1,94.91,111.73
1,2014,WORLD,"Textiles",Unit Index,94.89,95.13,93.92,93.73,94.22,93,93.92,93.48,93.2,93.53,95.53,97.16,101.67
